   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;4 [   
                4 [A103940]     A103938]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       720.39026       767.01740 
         2.0000       720.45404       767.16980 
         3.0000       720.52142       767.32220 
         4.0000       720.59204       767.47461 
         5.0000       720.66461       767.62701 
         6.0000       720.73737       767.77942 
         7.0000       720.80927       767.93176 
         8.0000       720.87878       768.08417 
         9.0000       720.94458       768.23657 
        10.0000       721.00677       768.38898 
        11.0000       721.06555       768.54138 
        12.0000       721.12280       768.69379 
        13.0000       721.18066       768.84619 
        14.0000       721.24139       768.99860 
        15.0000       721.30609       769.15100 
        16.0000       721.37500       769.30341 
        17.0000       721.44702       769.45581 
        18.0000       721.52039       769.60822 
        19.0000       721.59412       769.76062 
        20.0000       721.66803       769.91296 
        21.0000       721.73969       770.06537 
        22.0000       721.80725       770.21777 
        23.0000       721.87012       770.37018 
        24.0000       721.92828       770.52258 
        25.0000       721.98407       770.67499 
        26.0000       722.03955       770.82739 
        27.0000       722.09515       770.97980 
        28.0000       722.15106       771.13220 
        29.0000       722.20721       771.28461 
        30.0000       722.26318       771.43701 
        31.0000       722.31848       771.58942 
        32.0000       722.37299       771.74176 
        33.0000       722.42676       771.89417 
        34.0000       722.48004       772.04657 
        35.0000       722.53308       772.19897 
        36.0000       722.58704       772.35138 
        37.0000       722.64453       772.50378 
        38.0000       722.70862       772.65619 
        39.0000       722.78174       772.80859 
        40.0000       722.86359       772.96100 
        41.0000       722.94751       773.11340 
        42.0000       723.02686       773.26581 
        43.0000       723.09851       773.41821 
        44.0000       723.16150       773.57062 
        45.0000       723.21991       773.72296 
        46.0000       723.27802       773.87537 
        47.0000       723.33673       774.02777 
        48.0000       723.39551       774.18018 
        49.0000       723.45453       774.33258 
        50.0000       723.51373       774.48499 
        51.0000       723.57220       774.63739 
        52.0000       723.63031       774.78979 
        53.0000       723.68817       774.94220 
        54.0000       723.74561       775.09460 
        55.0000       723.80292       775.24701 
        56.0000       723.86078       775.39941 
        57.0000       723.92065       775.55182 
        58.0000       723.98334       775.70416 
        59.0000       724.04761       775.85657 
        60.0000       724.11127       776.00897 
        61.0000       724.17273       776.16138 
