   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;2 [   
                2 [A96057]      A96055]           
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       334.25320       296.66360 
         2.0000       334.42068       296.81601 
         3.0000       334.58603       296.96841 
         4.0000       334.74899       297.12079 
         5.0000       334.90683       297.27319 
         6.0000       335.06201       297.42560 
         7.0000       335.21558       297.57800 
         8.0000       335.36841       297.73041 
         9.0000       335.52145       297.88281 
        10.0000       335.67453       298.03519 
        11.0000       335.82639       298.18759 
        12.0000       335.97565       298.34000 
        13.0000       336.12360       298.49240 
        14.0000       336.27106       298.64481 
        15.0000       336.42029       298.79721 
        16.0000       336.57135       298.94962 
        17.0000       336.72403       299.10199 
        18.0000       336.87842       299.25439 
        19.0000       337.03351       299.40680 
        20.0000       337.18896       299.55920 
        21.0000       337.34369       299.71161 
        22.0000       337.49710       299.86401 
        23.0000       337.64911       300.01639 
        24.0000       337.80014       300.16879 
        25.0000       337.95117       300.32120 
        26.0000       338.10318       300.47360 
        27.0000       338.25613       300.62601 
        28.0000       338.40930       300.77841 
        29.0000       338.56189       300.93079 
        30.0000       338.71365       301.08319 
        31.0000       338.86432       301.23560 
        32.0000       339.01453       301.38800 
        33.0000       339.16425       301.54041 
        34.0000       339.31351       301.69281 
        35.0000       339.46204       301.84521 
        36.0000       339.61035       301.99759 
        37.0000       339.75851       302.14999 
        38.0000       339.90680       302.30240 
        39.0000       340.05524       302.45480 
        40.0000       340.20377       302.60721 
        41.0000       340.35205       302.75961 
        42.0000       340.50037       302.91199 
        43.0000       340.64865       303.06439 
        44.0000       340.79755       303.21680 
        45.0000       340.94788       303.36920 
        46.0000       341.10010       303.52161 
        47.0000       341.25580       303.67401 
        48.0000       341.41803       303.82639 
        49.0000       341.58395       303.97879 
        50.0000       341.75253       304.13120 
        51.0000       341.92206       304.28360 
        52.0000       342.09097       304.43600 
        53.0000       342.25940       304.58841 
        54.0000       342.42822       304.74081 
        55.0000       342.59760       304.89319 
        56.0000       342.76770       305.04559 
        57.0000       342.93866       305.19800 
        58.0000       343.11102       305.35040 
        59.0000       343.28436       305.50281 
        60.0000       343.45840       305.65521 
        61.0000       343.63293       305.80759 
