   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;6 [   
                6 [A104434]     A104432]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       406.32117       399.52740 
         2.0000       406.49341       399.67981 
         3.0000       406.67700       399.83221 
         4.0000       406.87369       399.98459 
         5.0000       407.04572       400.13699 
         6.0000       407.20117       400.28940 
         7.0000       407.35309       400.44180 
         8.0000       407.50647       400.59421 
         9.0000       407.65918       400.74661 
        10.0000       407.80939       400.89899 
        11.0000       407.95761       401.05139 
        12.0000       408.10379       401.20380 
        13.0000       408.24893       401.35620 
        14.0000       408.39386       401.50861 
        15.0000       408.53784       401.66101 
        16.0000       408.67978       401.81339 
        17.0000       408.81693       401.96579 
        18.0000       408.94507       402.11819 
        19.0000       409.06693       402.27060 
        20.0000       409.18744       402.42300 
        21.0000       409.31256       402.57541 
        22.0000       409.44766       402.72781 
        23.0000       409.59338       402.88019 
        24.0000       409.74896       403.03259 
        25.0000       409.91101       403.18500 
        26.0000       410.07510       403.33740 
        27.0000       410.23779       403.48981 
        28.0000       410.39514       403.64221 
        29.0000       410.54703       403.79459 
        30.0000       410.69324       403.94699 
        31.0000       410.83426       404.09940 
        32.0000       410.97144       404.25180 
        33.0000       411.10645       404.40421 
        34.0000       411.24286       404.55661 
        35.0000       411.38177       404.70901 
        36.0000       411.52405       404.86139 
        37.0000       411.66879       405.01379 
        38.0000       411.81290       405.16620 
        39.0000       411.95633       405.31860 
        40.0000       412.09918       405.47101 
        41.0000       412.24158       405.62341 
        42.0000       412.38486       405.77579 
        43.0000       412.52948       405.92819 
        44.0000       412.67505       406.08060 
        45.0000       412.82108       406.23300 
        46.0000       412.96890       406.38541 
        47.0000       413.11859       406.53781 
        48.0000       413.27014       406.69019 
        49.0000       413.42426       406.84259 
        50.0000       413.58072       406.99500 
        51.0000       413.73843       407.14740 
        52.0000       413.89377       407.29980 
        53.0000       414.04416       407.45221 
        54.0000       414.18832       407.60461 
        55.0000       414.32687       407.75699 
        56.0000       414.46286       407.90939 
        57.0000       414.59793       408.06180 
        58.0000       414.73495       408.21420 
        59.0000       414.87619       408.36661 
        60.0000       415.02078       408.51901 
        61.0000       415.16846       408.67139 
