   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A106725]     A106723]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       771.79572       827.05743 
         2.0000       771.86597       827.20984 
         3.0000       771.93933       827.36224 
         4.0000       772.02130       827.51465 
         5.0000       772.11163       827.66705 
         6.0000       772.20294       827.81946 
         7.0000       772.28796       827.97180 
         8.0000       772.36450       828.12421 
         9.0000       772.43536       828.27661 
        10.0000       772.50549       828.42902 
        11.0000       772.57703       828.58142 
        12.0000       772.64917       828.73383 
        13.0000       772.71997       828.88623 
        14.0000       772.79059       829.03864 
        15.0000       772.86627       829.19104 
        16.0000       772.94836       829.34344 
        17.0000       773.03271       829.49585 
        18.0000       773.11328       829.64825 
        19.0000       773.18555       829.80066 
        20.0000       773.24786       829.95300 
        21.0000       773.30414       830.10541 
        22.0000       773.35889       830.25781 
        23.0000       773.41394       830.41022 
        24.0000       773.47137       830.56262 
        25.0000       773.53149       830.71503 
        26.0000       773.59485       830.86743 
        27.0000       773.66357       831.01984 
        28.0000       773.73718       831.17224 
        29.0000       773.81354       831.32465 
        30.0000       773.89105       831.47705 
        31.0000       773.96704       831.62946 
        32.0000       774.04462       831.78180 
        33.0000       774.13062       831.93420 
        34.0000       774.22919       832.08661 
        35.0000       774.33972       832.23901 
        36.0000       774.45679       832.39142 
        37.0000       774.57294       832.54382 
        38.0000       774.68311       832.69623 
        39.0000       774.78662       832.84863 
        40.0000       774.88495       833.00104 
        41.0000       774.98157       833.15344 
        42.0000       775.08063       833.30585 
        43.0000       775.18237       833.45825 
        44.0000       775.28546       833.61066 
        45.0000       775.38812       833.76300 
        46.0000       775.48877       833.91541 
        47.0000       775.58783       834.06781 
        48.0000       775.68579       834.22021 
        49.0000       775.78271       834.37262 
        50.0000       775.87720       834.52502 
        51.0000       775.96906       834.67743 
        52.0000       776.05884       834.82983 
        53.0000       776.14734       834.98224 
        54.0000       776.23395       835.13464 
        55.0000       776.31775       835.28705 
        56.0000       776.39825       835.43945 
        57.0000       776.47583       835.59186 
        58.0000       776.55255       835.74420 
        59.0000       776.62927       835.89661 
        60.0000       776.70691       836.04901 
        61.0000       776.78644       836.20142 
