   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A100109]     A100107]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000      1315.08582      1514.02734 
         2.0000      1315.20959      1514.17981 
         3.0000      1315.33423      1514.33215 
         4.0000      1315.45825      1514.48462 
         5.0000      1315.58191      1514.63696 
         6.0000      1315.70483      1514.78943 
         7.0000      1315.82654      1514.94177 
         8.0000      1315.94690      1515.09424 
         9.0000      1316.06616      1515.24658 
        10.0000      1316.18396      1515.39905 
        11.0000      1316.30054      1515.55139 
        12.0000      1316.41614      1515.70386 
        13.0000      1316.52905      1515.85620 
        14.0000      1316.63843      1516.00854 
        15.0000      1316.74609      1516.16101 
        16.0000      1316.85437      1516.31335 
        17.0000      1316.96667      1516.46582 
        18.0000      1317.08362      1516.61816 
        19.0000      1317.20483      1516.77063 
        20.0000      1317.33081      1516.92297 
        21.0000      1317.45972      1517.07544 
        22.0000      1317.59033      1517.22778 
        23.0000      1317.72253      1517.38025 
        24.0000      1317.85583      1517.53259 
        25.0000      1317.98975      1517.68506 
        26.0000      1318.12415      1517.83740 
        27.0000      1318.25854      1517.98975 
        28.0000      1318.39307      1518.14221 
        29.0000      1318.52747      1518.29456 
        30.0000      1318.66248      1518.44702 
        31.0000      1318.79944      1518.59937 
        32.0000      1318.93884      1518.75183 
        33.0000      1319.08020      1518.90417 
        34.0000      1319.22192      1519.05664 
        35.0000      1319.36145      1519.20898 
        36.0000      1319.49780      1519.36145 
        37.0000      1319.62915      1519.51379 
        38.0000      1319.75732      1519.66626 
        39.0000      1319.88501      1519.81860 
        40.0000      1320.01404      1519.97095 
        41.0000      1320.14636      1520.12341 
        42.0000      1320.28149      1520.27576 
        43.0000      1320.41992      1520.42822 
        44.0000      1320.56201      1520.58057 
        45.0000      1320.70630      1520.73303 
        46.0000      1320.85144      1520.88538 
        47.0000      1320.99707      1521.03784 
        48.0000      1321.14197      1521.19019 
        49.0000      1321.28577      1521.34265 
        50.0000      1321.42761      1521.49500 
        51.0000      1321.56738      1521.64746 
        52.0000      1321.70618      1521.79980 
        53.0000      1321.84497      1521.95215 
        54.0000      1321.98462      1522.10461 
