   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;4 [   
                4 [A99645]      A99643]           
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       641.23596       650.40338 
         2.0000       641.34991       650.55579 
         3.0000       641.46100       650.70819 
         4.0000       641.57440       650.86060 
         5.0000       641.69421       651.01300 
         6.0000       641.81818       651.16541 
         7.0000       641.94403       651.31775 
         8.0000       642.07281       651.47015 
         9.0000       642.20581       651.62256 
        10.0000       642.34552       651.77496 
        11.0000       642.49097       651.92737 
        12.0000       642.63739       652.07977 
        13.0000       642.78101       652.23218 
        14.0000       642.92017       652.38458 
        15.0000       643.05530       652.53699 
        16.0000       643.18762       652.68939 
        17.0000       643.31958       652.84180 
        18.0000       643.45276       652.99420 
        19.0000       643.58685       653.14661 
        20.0000       643.71954       653.29895 
        21.0000       643.84808       653.45135 
        22.0000       643.97229       653.60376 
        23.0000       644.09326       653.75616 
        24.0000       644.21234       653.90857 
        25.0000       644.33362       654.06097 
        26.0000       644.45807       654.21338 
        27.0000       644.58514       654.36578 
        28.0000       644.71484       654.51819 
        29.0000       644.84741       654.67059 
        30.0000       644.98187       654.82300 
        31.0000       645.11707       654.97540 
        32.0000       645.25165       655.12775 
        33.0000       645.38263       655.28015 
        34.0000       645.50995       655.43256 
        35.0000       645.63574       655.58496 
        36.0000       645.76099       655.73737 
        37.0000       645.88800       655.88977 
        38.0000       646.01776       656.04218 
        39.0000       646.14990       656.19458 
        40.0000       646.28351       656.34698 
        41.0000       646.41809       656.49939 
        42.0000       646.55164       656.65179 
        43.0000       646.68439       656.80420 
        44.0000       646.81769       656.95660 
        45.0000       646.95105       657.10895 
        46.0000       647.08447       657.26135 
        47.0000       647.21820       657.41376 
        48.0000       647.35339       657.56616 
        49.0000       647.49121       657.71857 
        50.0000       647.63092       657.87097 
        51.0000       647.76990       658.02338 
        52.0000       647.90631       658.17578 
        53.0000       648.04016       658.32819 
        54.0000       648.17334       658.48059 
        55.0000       648.30902       658.63300 
        56.0000       648.44824       658.78540 
        57.0000       648.59070       658.93781 
        58.0000       648.73383       659.09015 
        59.0000       648.87451       659.24255 
        60.0000       649.00995       659.39496 
        61.0000       649.14062       659.54736 
