   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;2 [   
                2 [A93715]      A93713]           
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       690.86218       718.00000 
         2.0000       710.86206       740.00000 
         3.0000       730.86200       762.00000 
         4.0000       750.86218       785.00000 
         5.0000       770.86218       807.00000 
         6.0000       790.86200       831.00000 
         7.0000       810.86218       854.00000 
         8.0000       830.86218       877.00000 
         9.0000       850.86200       900.00000 
        10.0000       870.86218       923.00000 
        11.0000       890.86218       946.00000 
        12.0000       910.86200       970.00000 
        13.0000       930.86218       993.00000 
        14.0000       950.86218      1017.00000 
        15.0000       970.86206      1041.00000 
        16.0000       990.86200      1065.00000 
        17.0000      1010.86224      1089.00000 
        18.0000      1030.86218      1113.00000 
        19.0000      1050.86218      1137.00000 
        20.0000      1064.06665      1153.50574 
        21.0000      1064.13025      1153.58813 
        22.0000      1071.60083      1162.00000 
        23.0000      1093.80310      1186.00000 
        24.0000      1116.00513      1211.00000 
        25.0000      1117.68616      1212.89270 
        26.0000      1130.66431      1236.00000 
        27.0000      1136.31433      1246.05969 
        28.0000      1147.85193      1261.00000 
        29.0000      1167.15820      1286.00000 
        30.0000      1186.46460      1311.00000 
        31.0000      1205.77087      1336.00000 
        32.0000      1225.07715      1362.00000 
        33.0000      1244.38379      1387.00000 
        34.0000      1263.69006      1413.00000 
        35.0000      1282.99646      1438.00000 
        36.0000      1302.30261      1464.00000 
        37.0000      1321.60901      1496.00000 
        38.0000      1340.91528      1517.00000 
        39.0000      1360.22192      1543.00000 
        40.0000      1379.52832      1569.00000 
        41.0000      1398.83459      1596.00000 
        42.0000      1418.14075      1622.00000 
        43.0000      1437.44714      1649.00000 
        44.0000      1456.75354      1676.00000 
        45.0000      1476.06006      1703.00000 
        46.0000      1495.36633      1730.00000 
        47.0000      1514.67273      1758.00000 
        48.0000      1533.97900      1785.00000 
        49.0000      1553.28528      1813.00000 
        50.0000      1572.59167      1841.00000 
        51.0000      1591.89819      1868.00000 
        52.0000      1611.20447      1896.00000 
        53.0000      1630.51099      1925.00000 
        54.0000      1649.81726      1953.00000 
        55.0000      1669.12341      1981.00000 
        56.0000      1688.42969      2010.00000 
        57.0000      1707.73633      2038.00000 
        58.0000      1727.04272      2067.00000 
        59.0000      1746.34900      2096.00000 
        60.0000      1765.65540      2125.00000 
        61.0000      1766.43494      2126.21118 
        62.0000      1766.43506      2126.21143 
        63.0000      1783.16040      2155.00000 
        64.0000      1800.58984      2184.00000 
        65.0000      1818.01941      2214.00000 
        66.0000      1835.44873      2243.00000 
        67.0000      1852.87805      2273.00000 
        68.0000      1870.30750      2303.00000 
        69.0000      1887.73669      2333.00000 
        70.0000      1905.16602      2364.00000 
        71.0000      1907.91626      2368.73389 
        72.0000      1924.76062      2394.00000 
        73.0000      1944.76038      2425.00000 
        74.0000      1964.76038      2455.00000 
        75.0000      1984.76074      2486.00000 
        76.0000      2004.76074      2517.00000 
        77.0000      2024.76074      2548.00000 
        78.0000      2044.76074      2580.00000 
        79.0000      2064.76074      2611.00000 
        80.0000      2084.76050      2643.00000 
        81.0000      2104.76050      2675.00000 
        82.0000      2124.76050      2707.00000 
        83.0000      2144.76025      2739.00000 
        84.0000      2164.76025      2771.00000 
        85.0000      2184.76025      2803.00000 
        86.0000      2204.76025      2836.00000 
        87.0000      2224.76074      2869.00000 
        88.0000      2244.76074      2902.00000 
        89.0000      2264.76074      2935.00000 
        90.0000      2284.76074      2968.00000 
        91.0000      2304.76074      3001.00000 
        92.0000      2324.76050      3035.00000 
        93.0000      2344.76050      3068.00000 
        94.0000      2364.76050      3102.00000 
        95.0000      2384.76050      3136.00000 
        96.0000      2404.76025      3171.00000 
        97.0000      2424.76025      3205.00000 
        98.0000      2444.76025      3240.00000 
        99.0000      2464.76074      3274.00000 
       100.0000      2484.76074      3309.00000 
       101.0000      2504.76074      3344.00000 
       102.0000      2524.76074      3379.00000 
       103.0000      2544.76074      3415.00000 
       104.0000      2564.76074      3450.00000 
       105.0000      2584.76050      3486.00000 
       106.0000      2604.76050      3522.00000 
       107.0000      2624.76050      3558.00000 
       108.0000      2644.76025      3595.00000 
       109.0000      2664.76025      3631.00000 
       110.0000      2684.76074      3668.00000 
       111.0000      2704.76074      3695.00000 
       112.0000      2724.76074      3741.00000 
       113.0000      2744.76074      3779.00000 
       114.0000      2764.76074      3816.00000 
       115.0000      2784.76074      3854.00000 
       116.0000      2804.76074      3891.00000 
       117.0000      2824.76050      3929.00000 
       118.0000      2844.76050      3967.00000 
       119.0000      2864.76050      4006.00000 
       120.0000      2884.76050      4044.00000 
       121.0000      2904.76025      4083.00000 
       122.0000      2924.76074      4122.00000 
       123.0000      2944.76074      4161.00000 
       124.0000      2964.76074      4200.00000 
       125.0000      2984.76099      4239.00000 
       126.0000      3004.76099      4279.00000 
       127.0000      3024.76099      4319.00000 
       128.0000      3044.76099      4359.00000 
       129.0000      3064.76099      4399.00000 
       130.0000      3084.76074      4439.00000 
       131.0000      3104.76074      4480.00000 
       132.0000      3124.76074      4521.00000 
