   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A105426]     A105424]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000      1001.62256      1110.90234 
         2.0000      1001.74377      1111.05481 
         3.0000      1001.86133      1111.20715 
         4.0000      1001.97925      1111.35962 
         5.0000      1002.09918      1111.51196 
         6.0000      1002.22241      1111.66443 
         7.0000      1002.34924      1111.81677 
         8.0000      1002.48108      1111.96924 
         9.0000      1002.61951      1112.12158 
        10.0000      1002.76434      1112.27405 
        11.0000      1002.91394      1112.42639 
        12.0000      1003.06592      1112.57886 
        13.0000      1003.21649      1112.73120 
        14.0000      1003.36292      1112.88354 
        15.0000      1003.50226      1113.03601 
        16.0000      1003.63287      1113.18835 
        17.0000      1003.75568      1113.34082 
        18.0000      1003.87286      1113.49316 
        19.0000      1003.98792      1113.64563 
        20.0000      1004.10437      1113.79797 
        21.0000      1004.22443      1113.95044 
        22.0000      1004.34961      1114.10278 
        23.0000      1004.48108      1114.25525 
        24.0000      1004.62006      1114.40759 
        25.0000      1004.76813      1114.56006 
        26.0000      1004.92407      1114.71240 
        27.0000      1005.08521      1114.86475 
        28.0000      1005.24792      1115.01721 
        29.0000      1005.40796      1115.16956 
        30.0000      1005.56348      1115.32202 
        31.0000      1005.71466      1115.47437 
        32.0000      1005.86328      1115.62683 
        33.0000      1006.01196      1115.77917 
        34.0000      1006.16217      1115.93164 
        35.0000      1006.31342      1116.08398 
        36.0000      1006.46436      1116.23645 
        37.0000      1006.61383      1116.38879 
        38.0000      1006.76190      1116.54126 
        39.0000      1006.90985      1116.69360 
        40.0000      1007.05670      1116.84595 
        41.0000      1007.20264      1116.99841 
        42.0000      1007.34637      1117.15076 
        43.0000      1007.48846      1117.30322 
        44.0000      1007.63000      1117.45557 
        45.0000      1007.77148      1117.60803 
        46.0000      1007.91266      1117.76038 
        47.0000      1008.05225      1117.91284 
        48.0000      1008.18982      1118.06519 
        49.0000      1008.32404      1118.21765 
        50.0000      1008.45490      1118.37000 
        51.0000      1008.58179      1118.52246 
        52.0000      1008.70612      1118.67480 
        53.0000      1008.82971      1118.82715 
        54.0000      1008.95514      1118.97961 
