   PrimaryIndex TVD@UNKNOWN;4 [ TWOTIM@UNKNOWN;   
                A98100]         4 [A98102]        
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       453.04800       307.20105 
         2.0000       453.20041       307.37729 
         3.0000       453.35281       307.54495 
         4.0000       453.50519       307.70917 
         5.0000       453.65759       307.87094 
         6.0000       453.81000       308.03110 
         7.0000       453.96240       308.19025 
         8.0000       454.11481       308.34897 
         9.0000       454.26721       308.50687 
        10.0000       454.41959       308.66321 
        11.0000       454.57199       308.81720 
        12.0000       454.72440       308.96771 
        13.0000       454.87680       309.11356 
        14.0000       455.02921       309.25522 
        15.0000       455.18161       309.39651 
        16.0000       455.33401       309.53864 
        17.0000       455.48639       309.68362 
        18.0000       455.63879       309.83334 
        19.0000       455.79120       309.98947 
        20.0000       455.94360       310.15146 
        21.0000       456.09601       310.31696 
        22.0000       456.24841       310.48724 
        23.0000       456.40079       310.66547 
        24.0000       456.55319       310.85046 
        25.0000       456.70560       311.04449 
        26.0000       456.85800       311.24448 
        27.0000       457.01041       311.44861 
        28.0000       457.16281       311.65210 
        29.0000       457.31519       311.84940 
        30.0000       457.46759       312.04007 
        31.0000       457.62000       312.22476 
        32.0000       457.77240       312.40515 
        33.0000       457.92480       312.58215 
        34.0000       458.07721       312.75839 
        35.0000       458.22961       312.93420 
        36.0000       458.38199       313.10968 
        37.0000       458.53439       313.28525 
        38.0000       458.68680       313.46335 
        39.0000       458.83920       313.64398 
        40.0000       458.99161       313.82715 
        41.0000       459.14401       314.01257 
        42.0000       459.29639       314.19998 
        43.0000       459.44879       314.38724 
        44.0000       459.60120       314.57040 
        45.0000       459.75360       314.74759 
        46.0000       459.90601       314.92047 
        47.0000       460.05841       315.09195 
        48.0000       460.21078       315.26395 
        49.0000       460.36319       315.43799 
        50.0000       460.51559       315.61462 
        51.0000       460.66800       315.79410 
        52.0000       460.82040       315.97406 
        53.0000       460.97281       316.15067 
        54.0000       461.12521       316.32309 
        55.0000       461.27759       316.49301 
        56.0000       461.42999       316.66159 
        57.0000       461.58240       316.83017 
        58.0000       461.73480       316.99893 
        59.0000       461.88721       317.16809 
        60.0000       462.03961       317.33832 
        61.0000       462.19199       317.51126 
        62.0000       462.34439       317.68793 
        63.0000       462.49680       317.86780 
        64.0000       462.64920       318.05444 
        65.0000       462.80161       318.24670 
        66.0000       462.95401       318.44226 
        67.0000       463.10641       318.63708 
        68.0000       463.25879       318.83182 
        69.0000       463.41119       319.02768 
        70.0000       463.56360       319.22195 
        71.0000       463.71600       319.41132 
        72.0000       463.86841       319.59470 
        73.0000       464.02081       319.77237 
        74.0000       464.17319       319.94778 
        75.0000       464.32559       320.12296 
        76.0000       464.47800       320.29895 
        77.0000       464.63040       320.47556 
        78.0000       464.78281       320.65237 
        79.0000       464.93521       320.82947 
        80.0000       465.08759       321.00638 
        81.0000       465.23999       321.18268 
        82.0000       465.39240       321.35791 
        83.0000       465.54480       321.53171 
        84.0000       465.69720       321.70398 
        85.0000       465.84961       321.87497 
        86.0000       466.00201       322.04550 
        87.0000       466.15439       322.21661 
        88.0000       466.30679       322.38995 
        89.0000       466.45920       322.56668 
        90.0000       466.61160       322.74924 
        91.0000       466.76401       322.93756 
        92.0000       466.91641       323.12509 
        93.0000       467.06879       323.30716 
        94.0000       467.22119       323.49341 
        95.0000       467.37360       323.68781 
        96.0000       467.52600       323.88727 
        97.0000       467.67841       324.08835 
        98.0000       467.83081       324.28729 
        99.0000       467.98322       324.48193 
       100.0000       468.13559       324.67029 
       101.0000       468.28799       324.85242 
       102.0000       468.44040       325.03162 
       103.0000       468.59280       325.21359 
       104.0000       468.74521       325.39893 
       105.0000       468.89761       325.58710 
       106.0000       469.04999       325.77802 
       107.0000       469.20239       325.97141 
       108.0000       469.35480       326.16574 
       109.0000       469.50720       326.35831 
       110.0000       469.65961       326.54816 
       111.0000       469.81201       326.73419 
       112.0000       469.96439       326.91516 
       113.0000       470.11679       327.09082 
       114.0000       470.26920       327.26364 
       115.0000       470.42160       327.43549 
       116.0000       470.57401       327.60675 
       117.0000       470.72641       327.77698 
       118.0000       470.87881       327.94595 
       119.0000       471.03119       328.11597 
       120.0000       471.18359       328.28836 
       121.0000       471.33600       328.45944 
       122.0000       471.48840       328.62671 
       123.0000       471.64081       328.79086 
       124.0000       471.79321       328.95490 
       125.0000       471.94559       329.12241 
       126.0000       472.09799       329.29465 
       127.0000       472.25040       329.47110 
       128.0000       472.40280       329.64993 
       129.0000       472.55521       329.82715 
       130.0000       472.70761       330.00119 
       131.0000       472.85999       330.17545 
       132.0000       473.01239       330.35129 
       133.0000       473.16479       330.52777 
       134.0000       473.31720       330.70276 
       135.0000       473.46960       330.87366 
       136.0000       473.62201       331.04047 
       137.0000       473.77441       331.20535 
       138.0000       473.92679       331.37598 
       139.0000       474.07919       331.55252 
       140.0000       474.23160       331.73428 
       141.0000       474.38400       331.92151 
       142.0000       474.53641       332.11267 
       143.0000       474.68881       332.30798 
       144.0000       474.84119       332.50552 
       145.0000       474.99359       332.70419 
