   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;6 [   
                6 [A101207]     A101205]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       641.70367       685.03821 
         2.0000       641.75629       685.19061 
         3.0000       641.80963       685.34302 
         4.0000       641.86426       685.49542 
         5.0000       641.92212       685.64783 
         6.0000       641.98456       685.80023 
         7.0000       642.05145       685.95258 
         8.0000       642.12109       686.10498 
         9.0000       642.19202       686.25739 
        10.0000       642.26404       686.40979 
        11.0000       642.33948       686.56219 
        12.0000       642.42450       686.71460 
        13.0000       642.52356       686.86700 
        14.0000       642.63678       687.01941 
        15.0000       642.76038       687.17181 
        16.0000       642.88611       687.32422 
        17.0000       643.00525       687.47662 
        18.0000       643.11182       687.62903 
        19.0000       643.20520       687.78143 
        20.0000       643.29486       687.93378 
        21.0000       643.38812       688.08618 
        22.0000       643.49048       688.23859 
        23.0000       643.59967       688.39099 
        24.0000       643.70288       688.54340 
        25.0000       643.79340       688.69580 
        26.0000       643.87347       688.84821 
        27.0000       643.94684       689.00061 
        28.0000       644.01880       689.15302 
        29.0000       644.09100       689.30542 
        30.0000       644.16058       689.45782 
        31.0000       644.22852       689.61023 
        32.0000       644.29510       689.76263 
        33.0000       644.36017       689.91498 
        34.0000       644.42493       690.06738 
        35.0000       644.48883       690.21979 
        36.0000       644.55615       690.37219 
        37.0000       644.62964       690.52460 
        38.0000       644.70599       690.67700 
        39.0000       644.78625       690.82941 
        40.0000       644.86761       690.98181 
        41.0000       644.94562       691.13422 
        42.0000       645.02008       691.28662 
        43.0000       645.08923       691.43903 
        44.0000       645.15234       691.59143 
        45.0000       645.21338       691.74384 
        46.0000       645.27777       691.89618 
        47.0000       645.34930       692.04858 
        48.0000       645.42554       692.20099 
        49.0000       645.50452       692.35339 
        50.0000       645.58405       692.50580 
        51.0000       645.66101       692.65820 
        52.0000       645.73596       692.81061 
        53.0000       645.80743       692.96301 
        54.0000       645.87427       693.11542 
        55.0000       645.93707       693.26782 
        56.0000       646.00031       693.42023 
        57.0000       646.06891       693.57263 
        58.0000       646.14380       693.72498 
        59.0000       646.22083       693.87738 
        60.0000       646.29382       694.02979 
        61.0000       646.35999       694.18219 
