   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A101259]     A101257]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       851.42145       976.36639 
         2.0000       851.54846       976.51880 
         3.0000       851.67493       976.67120 
         4.0000       851.80219       976.82361 
         5.0000       851.93085       976.97601 
         6.0000       852.06116       977.12842 
         7.0000       852.19110       977.28076 
         8.0000       852.31982       977.43317 
         9.0000       852.44745       977.58557 
        10.0000       852.57416       977.73798 
        11.0000       852.70142       977.89038 
        12.0000       852.82965       978.04279 
        13.0000       852.95959       978.19519 
        14.0000       853.09192       978.34760 
        15.0000       853.22534       978.50000 
        16.0000       853.36139       978.65240 
        17.0000       853.49902       978.80481 
        18.0000       853.63623       978.95721 
        19.0000       853.77271       979.10962 
        20.0000       853.90472       979.26196 
        21.0000       854.03436       979.41437 
        22.0000       854.16504       979.56677 
        23.0000       854.29858       979.71918 
        24.0000       854.43652       979.87158 
        25.0000       854.57635       980.02399 
        26.0000       854.71643       980.17639 
        27.0000       854.85712       980.32880 
        28.0000       855.00116       980.48120 
        29.0000       855.15222       980.63361 
        30.0000       855.31030       980.78601 
        31.0000       855.47260       980.93842 
        32.0000       855.63483       981.09076 
        33.0000       855.79144       981.24316 
        34.0000       855.94128       981.39557 
        35.0000       856.08606       981.54797 
        36.0000       856.22919       981.70038 
        37.0000       856.37567       981.85278 
        38.0000       856.52838       982.00519 
        39.0000       856.68585       982.15759 
        40.0000       856.84393       982.31000 
        41.0000       856.99768       982.46240 
        42.0000       857.14581       982.61481 
        43.0000       857.28949       982.76721 
        44.0000       857.42627       982.91962 
        45.0000       857.55548       983.07196 
        46.0000       857.68140       983.22437 
        47.0000       857.80890       983.37677 
        48.0000       857.94312       983.52917 
        49.0000       858.08447       983.68158 
        50.0000       858.22687       983.83398 
        51.0000       858.36469       983.98639 
        52.0000       858.49921       984.13879 
        53.0000       858.63428       984.29120 
        54.0000       858.76923       984.44360 
        55.0000       858.90045       984.59601 
        56.0000       859.02472       984.74841 
        57.0000       859.14313       984.90082 
        58.0000       859.26166       985.05316 
        59.0000       859.38696       985.20557 
        60.0000       859.52429       985.35797 
        61.0000       859.67371       985.51038 
