   PrimaryIndex TVD@UNKNOWN;2 [ TWOTIM@UNKNOWN;   
                A102366]        2 [A102384]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       718.00000       728.52808 
         2.0000       740.00000       748.74347 
         3.0000       762.00000       768.95892 
         4.0000       785.00000       789.17456 
         5.0000       807.00000       809.39001 
         6.0000       811.35065       813.05463 
         7.0000       831.00000       825.86932 
         8.0000       854.00000       841.52161 
         9.0000       855.98981       842.87573 
        10.0000       877.00000       861.14545 
        11.0000       900.00000       881.14532 
        12.0000       923.00000       901.14545 
        13.0000       946.00000       921.14545 
        14.0000       970.00000       941.14532 
        15.0000       993.00000       961.14545 
        16.0000      1017.00000       981.14545 
        17.0000      1041.00000      1001.14526 
        18.0000      1065.00000      1021.14520 
        19.0000      1089.00000      1041.14551 
        20.0000      1113.00000      1061.14551 
        21.0000      1137.00000      1081.14551 
        22.0000      1162.00000      1101.14539 
        23.0000      1186.00000      1121.14539 
        24.0000      1211.00000      1141.14539 
        25.0000      1236.00000      1161.14551 
        26.0000      1261.00000      1181.14551 
        27.0000      1286.00000      1201.14551 
        28.0000      1311.00000      1221.14539 
        29.0000      1336.00000      1241.14539 
        30.0000      1362.00000      1261.14539 
        31.0000      1387.00000      1281.14563 
        32.0000      1413.00000      1301.14551 
        33.0000      1438.00000      1321.14551 
        34.0000      1464.00000      1341.14539 
        35.0000      1496.00000      1361.14539 
        36.0000      1517.00000      1381.14539 
        37.0000      1543.00000      1401.14563 
        38.0000      1569.00000      1421.14551 
        39.0000      1596.00000      1441.14551 
        40.0000      1622.00000      1461.14539 
        41.0000      1649.00000      1481.14539 
        42.0000      1676.00000      1501.14539 
        43.0000      1703.00000      1521.14563 
        44.0000      1730.00000      1541.14551 
        45.0000      1758.00000      1561.14551 
        46.0000      1785.00000      1581.14551 
        47.0000      1813.00000      1601.14539 
        48.0000      1841.00000      1621.14539 
        49.0000      1868.00000      1641.14563 
        50.0000      1896.00000      1661.14551 
        51.0000      1925.00000      1681.14551 
        52.0000      1953.00000      1701.14551 
        53.0000      1981.00000      1721.14539 
        54.0000      2010.00000      1741.14539 
        55.0000      2038.00000      1761.14563 
        56.0000      2067.00000      1781.14563 
        57.0000      2096.00000      1801.14551 
        58.0000      2125.00000      1821.14551 
        59.0000      2155.00000      1841.14539 
        60.0000      2184.00000      1861.14539 
        61.0000      2214.00000      1881.14563 
        62.0000      2243.00000      1901.14563 
        63.0000      2273.00000      1921.14551 
        64.0000      2303.00000      1941.14551 
        65.0000      2333.00000      1961.14539 
        66.0000      2364.00000      1981.14539 
        67.0000      2394.00000      2001.14563 
        68.0000      2425.00000      2021.14514 
        69.0000      2455.00000      2041.14526 
        70.0000      2486.00000      2061.14575 
        71.0000      2517.00000      2081.14575 
        72.0000      2548.00000      2101.14575 
        73.0000      2580.00000      2121.14575 
        74.0000      2611.00000      2141.14575 
        75.0000      2643.00000      2161.14551 
        76.0000      2675.00000      2181.14551 
        77.0000      2707.00000      2201.14551 
        78.0000      2739.00000      2221.14551 
        79.0000      2771.00000      2241.14526 
        80.0000      2803.00000      2261.14526 
        81.0000      2836.00000      2281.14526 
        82.0000      2869.00000      2301.14575 
        83.0000      2902.00000      2321.14575 
        84.0000      2935.00000      2341.14575 
        85.0000      2968.00000      2361.14575 
        86.0000      3001.00000      2381.14575 
        87.0000      3035.00000      2401.14551 
        88.0000      3068.00000      2421.14551 
        89.0000      3102.00000      2441.14551 
        90.0000      3136.00000      2461.14551 
        91.0000      3171.00000      2481.14526 
        92.0000      3205.00000      2501.14526 
        93.0000      3240.00000      2521.14526 
        94.0000      3274.00000      2541.14575 
        95.0000      3309.00000      2561.14575 
        96.0000      3344.00000      2581.14575 
        97.0000      3379.00000      2601.14575 
        98.0000      3415.00000      2621.14575 
        99.0000      3450.00000      2641.14575 
       100.0000      3486.00000      2661.14551 
       101.0000      3522.00000      2681.14551 
       102.0000      3558.00000      2701.14551 
       103.0000      3595.00000      2721.14551 
       104.0000      3631.00000      2741.14526 
       105.0000      3668.00000      2761.14575 
       106.0000      3695.00000      2781.14575 
       107.0000      3741.00000      2801.14575 
       108.0000      3779.00000      2821.14575 
       109.0000      3816.00000      2841.14575 
       110.0000      3854.00000      2861.14575 
       111.0000      3891.00000      2881.14575 
       112.0000      3929.00000      2901.14551 
       113.0000      3967.00000      2921.14551 
       114.0000      4006.00000      2941.14551 
       115.0000      4044.00000      2961.14551 
       116.0000      4083.00000      2981.14526 
       117.0000      4122.00000      3001.14575 
       118.0000      4161.00000      3021.14575 
       119.0000      4200.00000      3041.14575 
       120.0000      4239.00000      3061.14575 
       121.0000      4279.00000      3081.14575 
       122.0000      4319.00000      3101.14575 
       123.0000      4359.00000      3121.14575 
       124.0000      4399.00000      3141.14575 
       125.0000      4439.00000      3161.14551 
       126.0000      4480.00000      3181.14551 
       127.0000      4521.00000      3201.14551 
