   PrimaryIndex TVD@UNKNOWN;2 [ TWOTIM@UNKNOWN;   
                A96285]         2 [A96287]        
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       595.01154       546.37726 
         2.0000       597.43134       548.69183 
         3.0000       640.37732       586.83618 
         4.0000       670.52417       622.04633 
         5.0000       718.00000       666.32904 
         6.0000       740.00000       685.53064 
         7.0000       762.00000       704.73267 
         8.0000       785.00000       723.93463 
         9.0000       807.00000       743.13647 
        10.0000       824.35101       757.01862 
        11.0000       831.00000       762.47388 
        12.0000       854.00000       782.16522 
        13.0000       877.00000       801.85651 
        14.0000       900.00000       821.54767 
        15.0000       913.98279       833.51910 
        16.0000       913.98285       833.51917 
        17.0000       923.00000       840.96027 
        18.0000       946.00000       859.94037 
        19.0000       970.00000       878.92029 
        20.0000       980.50537       887.58966 
        21.0000       993.00000       899.28302 
        22.0000      1017.00000       920.80774 
        23.0000      1041.00000       942.33252 
        24.0000      1054.53882       954.47504 
        25.0000      1065.00000       967.06342 
        26.0000      1083.77466       989.65625 
        27.0000      1083.77478       989.65637 
        28.0000      1089.00000       997.46857 
        29.0000      1089.33264       997.96600 
        30.0000      1113.00000      1027.12170 
        31.0000      1120.19861      1035.98962 
        32.0000      1137.00000      1047.16931 
        33.0000      1162.00000      1063.13879 
        34.0000      1183.72217      1077.59277 
        35.0000      1183.72229      1077.59290 
        36.0000      1186.00000      1078.97815 
        37.0000      1211.00000      1093.57471 
        38.0000      1222.54846      1100.31775 
        39.0000      1222.54871      1100.31787 
        40.0000      1236.00000      1103.60010 
        41.0000      1261.00000      1109.70044 
        42.0000      1266.88879      1111.13745 
        43.0000      1286.00000      1123.73853 
        44.0000      1311.00000      1140.22241 
        45.0000      1324.05127      1148.82788 
        46.0000      1324.05139      1148.82800 
        47.0000      1336.00000      1162.95715 
        48.0000      1348.34521      1176.99414 
        49.0000      1362.00000      1195.28613 
        50.0000      1387.00000      1230.11670 
        51.0000      1413.00000      1264.94702 
        52.0000      1419.34998      1273.79382 
        53.0000      1438.00000      1288.77319 
        54.0000      1464.00000      1308.85315 
        55.0000      1483.85632      1321.31274 
        56.0000      1483.85657      1321.31287 
        57.0000      1496.00000      1328.70874 
        58.0000      1517.00000      1348.19861 
        59.0000      1517.05591      1348.24036 
        60.0000      1517.05603      1348.24060 
        61.0000      1518.39514      1349.64734 
        62.0000      1543.00000      1370.49573 
        63.0000      1569.00000      1392.52551 
        64.0000      1596.00000      1414.55554 
        65.0000      1622.00000      1436.58545 
        66.0000      1649.00000      1458.61548 
        67.0000      1676.00000      1480.64551 
        68.0000      1703.00000      1502.67578 
        69.0000      1730.00000      1524.70605 
        70.0000      1758.00000      1546.73584 
        71.0000      1778.40918      1563.38843 
        72.0000      1778.40930      1563.38855 
        73.0000      1785.00000      1568.67920 
        74.0000      1786.32117      1569.70190 
        75.0000      1786.32129      1569.70203 
        76.0000      1813.00000      1590.24829 
        77.0000      1841.00000      1611.81250 
        78.0000      1868.00000      1633.37683 
        79.0000      1896.00000      1654.94092 
        80.0000      1925.00000      1676.50513 
        81.0000      1953.00000      1698.06921 
        82.0000      1967.52502      1709.25562 
        83.0000      1967.52515      1709.25574 
        84.0000      1981.00000      1719.28406 
        85.0000      1991.69104      1726.96619 
        86.0000      1993.03979      1727.75427 
        87.0000      1996.06677      1729.55896 
        88.0000      1996.06689      1729.55908 
        89.0000      2010.00000      1736.61487 
        90.0000      2038.00000      1751.30054 
        91.0000      2067.00000      1765.98608 
        92.0000      2074.11499      1769.58923 
        93.0000      2074.41504      1769.80188 
        94.0000      2096.00000      1787.02991 
        95.0000      2101.37573      1791.32043 
        96.0000      2125.00000      1808.88062 
        97.0000      2129.63647      1812.21216 
        98.0000      2155.00000      1827.92285 
        99.0000      2184.00000      1846.50537 
       100.0000      2214.00000      1865.08850 
       101.0000      2243.00000      1883.67114 
       102.0000      2273.00000      1902.25403 
       103.0000      2303.00000      1920.83667 
       104.0000      2333.00000      1939.41931 
       105.0000      2364.00000      1958.00220 
       106.0000      2394.00000      1976.58508 
       107.0000      2425.00000      1995.16736 
       108.0000      2455.00000      2013.75037 
       109.0000      2486.00000      2032.33362 
       110.0000      2517.00000      2050.91626 
       111.0000      2548.00000      2069.49927 
       112.0000      2580.00000      2088.08179 
       113.0000      2590.65918      2094.47144 
       114.0000      2594.45605      2096.62305 
       115.0000      2597.63965      2098.41040 
       116.0000      2598.38867      2098.89673 
       117.0000      2606.71460      2104.70239 
       118.0000      2611.00000      2107.63086 
       119.0000      2643.00000      2128.81348 
       120.0000      2675.00000      2149.99585 
       121.0000      2707.00000      2171.17822 
       122.0000      2739.00000      2192.36108 
       123.0000      2771.00000      2213.54370 
       124.0000      2803.00000      2234.72607 
       125.0000      2832.95776      2253.95581 
       126.0000      2836.00000      2255.44312 
       127.0000      2869.00000      2271.57715 
       128.0000      2902.00000      2287.70996 
       129.0000      2935.00000      2303.84302 
       130.0000      2968.00000      2319.97656 
       131.0000      2985.80835      2328.68237 
       132.0000      3001.00000      2339.05811 
       133.0000      3035.00000      2361.59741 
