   PrimaryIndex TVD@UNKNOWN;2 [ TWOTIM@UNKNOWN;   
                A106070]        2 [A106072]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       800.45239       727.82605 
         2.0000       800.60480       727.98083 
         3.0000       800.75720       728.13501 
         4.0000       800.90961       728.28931 
         5.0000       801.06201       728.44489 
         6.0000       801.21442       728.60242 
         7.0000       801.36676       728.76147 
         8.0000       801.51917       728.92102 
         9.0000       801.67157       729.07935 
        10.0000       801.82397       729.23608 
        11.0000       801.97638       729.39148 
        12.0000       802.12878       729.54657 
        13.0000       802.28119       729.70148 
        14.0000       802.43359       729.85565 
        15.0000       802.58600       730.00732 
        16.0000       802.73840       730.15540 
        17.0000       802.89081       730.29956 
        18.0000       803.04321       730.44031 
        19.0000       803.19562       730.57935 
        20.0000       803.34796       730.71729 
        21.0000       803.50037       730.85468 
        22.0000       803.65277       730.99115 
        23.0000       803.80518       731.12537 
        24.0000       803.95758       731.25598 
        25.0000       804.10999       731.38202 
        26.0000       804.26239       731.50464 
        27.0000       804.41479       731.62659 
        28.0000       804.56720       731.75134 
        29.0000       804.71960       731.88129 
        30.0000       804.87201       732.01599 
        31.0000       805.02441       732.15253 
        32.0000       805.17676       732.28748 
        33.0000       805.32916       732.41895 
        34.0000       805.48157       732.54700 
        35.0000       805.63397       732.67328 
        36.0000       805.68561       732.71594 
        37.0000       805.78638       732.80988 
        38.0000       805.93878       732.95215 
        39.0000       806.09119       733.09412 
        40.0000       806.24359       733.23511 
        41.0000       806.39600       733.37555 
        42.0000       806.54840       733.51599 
        43.0000       806.70081       733.65710 
        44.0000       806.85321       733.79895 
        45.0000       807.00562       733.94122 
        46.0000       807.15796       734.08368 
        47.0000       807.31036       734.22620 
        48.0000       807.46277       734.36884 
        49.0000       807.61517       734.51202 
        50.0000       807.76758       734.65588 
        51.0000       807.91998       734.79999 
        52.0000       808.07239       734.94434 
        53.0000       808.22479       735.08862 
        54.0000       808.37720       735.23248 
        55.0000       808.52960       735.37598 
        56.0000       808.68201       735.51917 
        57.0000       808.83441       735.66187 
        58.0000       808.98682       735.80469 
        59.0000       809.13916       735.94794 
        60.0000       809.29156       736.09174 
        61.0000       809.44397       736.23621 
        62.0000       809.59637       736.38092 
        63.0000       809.74878       736.52557 
        64.0000       809.90118       736.66974 
        65.0000       810.05359       736.81342 
        66.0000       810.20599       736.95648 
        67.0000       810.35840       737.09924 
        68.0000       810.51080       737.24200 
        69.0000       810.66321       737.38544 
        70.0000       810.81561       737.53046 
        71.0000       810.96802       737.67847 
        72.0000       811.12036       737.83197 
        73.0000       811.27277       737.99182 
        74.0000       811.42517       738.15710 
        75.0000       811.57758       738.32391 
        76.0000       811.72998       738.48907 
        77.0000       811.88239       738.65094 
        78.0000       812.03479       738.80981 
        79.0000       812.18719       738.96759 
        80.0000       812.33960       739.12555 
        81.0000       812.49200       739.28357 
        82.0000       812.64441       739.44006 
        83.0000       812.79681       739.59271 
        84.0000       812.94916       739.73981 
        85.0000       813.10156       739.88129 
        86.0000       813.25397       740.01788 
        87.0000       813.40637       740.15222 
        88.0000       813.55878       740.28650 
        89.0000       813.71118       740.42224 
        90.0000       813.86359       740.56006 
        91.0000       814.01599       740.70013 
        92.0000       814.16840       740.84241 
        93.0000       814.32080       740.98700 
        94.0000       814.47321       741.13348 
        95.0000       814.62561       741.28058 
        96.0000       814.77802       741.42706 
        97.0000       814.93036       741.57190 
        98.0000       815.08276       741.71448 
        99.0000       815.23517       741.85498 
       100.0000       815.38757       741.99402 
       101.0000       815.53998       742.13208 
       102.0000       815.69238       742.26984 
       103.0000       815.84479       742.40704 
       104.0000       815.99719       742.54395 
       105.0000       816.14960       742.68048 
       106.0000       816.30200       742.81726 
       107.0000       816.45441       742.95459 
       108.0000       816.60681       743.09235 
       109.0000       816.75922       743.23004 
       110.0000       816.91156       743.36597 
       111.0000       817.06396       743.49872 
       112.0000       817.21637       743.62811 
       113.0000       817.36877       743.75476 
       114.0000       817.52118       743.88196 
       115.0000       817.67358       744.01221 
       116.0000       817.82599       744.14691 
       117.0000       817.97839       744.28552 
       118.0000       818.13080       744.42627 
       119.0000       818.28320       744.56793 
       120.0000       818.43561       744.70966 
       121.0000       818.58801       744.85162 
       122.0000       818.74042       744.99359 
       123.0000       818.89276       745.13507 
       124.0000       819.04517       745.27563 
       125.0000       819.19757       745.41492 
       126.0000       819.34998       745.55316 
       127.0000       819.50238       745.69104 
       128.0000       819.65479       745.82947 
       129.0000       819.80719       745.96832 
       130.0000       819.95959       746.10791 
       131.0000       820.11200       746.24811 
       132.0000       820.26440       746.38892 
       133.0000       820.41681       746.53040 
       134.0000       820.56921       746.67261 
       135.0000       820.72156       746.81537 
       136.0000       820.87396       746.95807 
       137.0000       821.02637       747.10034 
       138.0000       821.17877       747.24182 
       139.0000       821.33118       747.38239 
       140.0000       821.48358       747.52216 
       141.0000       821.63599       747.66174 
       142.0000       821.78839       747.80145 
       143.0000       821.94080       747.94135 
       144.0000       822.09320       748.08167 
       145.0000       822.24561       748.22290 
