   PrimaryIndex TVD@UNKNOWN;2 [ TWOTIM@UNKNOWN;   
                A102165]        2 [A102167]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       629.46442       622.65509 
         2.0000       629.61682       622.78766 
         3.0000       629.76923       622.92188 
         4.0000       629.92163       623.05750 
         5.0000       630.07404       623.19397 
         6.0000       630.22644       623.33282 
         7.0000       630.37878       623.47437 
         8.0000       630.53119       623.61780 
         9.0000       630.68359       623.76282 
        10.0000       630.83600       623.90887 
        11.0000       630.98840       624.05383 
        12.0000       631.14081       624.19470 
        13.0000       631.29321       624.32935 
        14.0000       631.44562       624.45874 
        15.0000       631.59802       624.58392 
        16.0000       631.75043       624.70697 
        17.0000       631.90283       624.82733 
        18.0000       632.05524       624.94177 
        19.0000       632.20764       625.05219 
        20.0000       632.35999       625.16278 
        21.0000       632.51239       625.27600 
        22.0000       632.66479       625.39386 
        23.0000       632.81720       625.51343 
        24.0000       632.96960       625.63062 
        25.0000       633.12201       625.74512 
        26.0000       633.27441       625.85834 
        27.0000       633.42682       625.97461 
        28.0000       633.57922       626.09857 
        29.0000       633.73163       626.22748 
        30.0000       633.88403       626.35645 
        31.0000       634.03644       626.48395 
        32.0000       634.18878       626.61060 
        33.0000       634.34119       626.74188 
        34.0000       634.49359       626.88275 
        35.0000       634.64600       627.03046 
        36.0000       634.79840       627.18097 
        37.0000       634.95081       627.33124 
        38.0000       635.10321       627.47852 
        39.0000       635.25562       627.62317 
        40.0000       635.40802       627.76575 
        41.0000       635.56042       627.90582 
        42.0000       635.71283       628.04364 
        43.0000       635.86523       628.17981 
        44.0000       636.01764       628.31573 
        45.0000       636.16998       628.45319 
        46.0000       636.32239       628.59180 
        47.0000       636.47479       628.73035 
        48.0000       636.62720       628.86810 
        49.0000       636.77960       629.00446 
        50.0000       636.93201       629.13965 
        51.0000       637.08441       629.27356 
        52.0000       637.23682       629.40576 
        53.0000       637.38922       629.53705 
        54.0000       637.54163       629.66895 
        55.0000       637.69403       629.80182 
        56.0000       637.84644       629.93549 
        57.0000       637.99884       630.06836 
        58.0000       638.15118       630.20001 
        59.0000       638.30359       630.33099 
        60.0000       638.45599       630.46179 
        61.0000       638.60840       630.59302 
        62.0000       638.76080       630.72449 
        63.0000       638.91321       630.85651 
        64.0000       639.06561       630.99036 
        65.0000       639.21802       631.12543 
        66.0000       639.37042       631.26001 
        67.0000       639.52283       631.39502 
        68.0000       639.67523       631.53186 
        69.0000       639.82764       631.67267 
        70.0000       639.98004       631.81982 
        71.0000       640.13239       631.97198 
        72.0000       640.28479       632.12543 
        73.0000       640.43719       632.27759 
        74.0000       640.58960       632.42853 
        75.0000       640.74200       632.57727 
        76.0000       640.89441       632.72198 
        77.0000       641.04681       632.86029 
        78.0000       641.19922       632.99188 
        79.0000       641.35162       633.12067 
        80.0000       641.50403       633.25281 
        81.0000       641.65643       633.39111 
        82.0000       641.80884       633.53461 
        83.0000       641.96118       633.67896 
        84.0000       642.11359       633.81934 
        85.0000       642.26599       633.95337 
        86.0000       642.41840       634.07935 
        87.0000       642.57080       634.19763 
        88.0000       642.72321       634.31323 
        89.0000       642.87561       634.43121 
        90.0000       643.02802       634.55542 
        91.0000       643.18042       634.68719 
        92.0000       643.33282       634.82397 
        93.0000       643.48523       634.96295 
        94.0000       643.63763       635.10327 
        95.0000       643.79004       635.24426 
        96.0000       643.94238       635.38440 
        97.0000       644.09479       635.52039 
        98.0000       644.24719       635.65094 
        99.0000       644.39960       635.77722 
       100.0000       644.55200       635.90179 
       101.0000       644.70441       636.02887 
       102.0000       644.85681       636.15924 
       103.0000       645.00922       636.29083 
       104.0000       645.16162       636.42346 
       105.0000       645.31403       636.55798 
       106.0000       645.46643       636.69781 
       107.0000       645.61884       636.84528 
       108.0000       645.77124       636.99957 
       109.0000       645.92358       637.15869 
       110.0000       646.07599       637.32050 
       111.0000       646.22839       637.48315 
       112.0000       646.38080       637.64575 
       113.0000       646.53320       637.80713 
       114.0000       646.68561       637.96692 
       115.0000       646.83801       638.12476 
       116.0000       646.99042       638.28107 
       117.0000       647.14282       638.43597 
       118.0000       647.29523       638.58984 
       119.0000       647.44763       638.74207 
       120.0000       647.60004       638.89160 
       121.0000       647.75244       639.03821 
       122.0000       647.90479       639.18195 
       123.0000       648.05719       639.32361 
       124.0000       648.20959       639.46460 
       125.0000       648.36200       639.60748 
       126.0000       648.51440       639.75275 
       127.0000       648.66681       639.90057 
       128.0000       648.81921       640.05042 
       129.0000       648.97162       640.20081 
       130.0000       649.12402       640.35107 
       131.0000       649.27643       640.50165 
       132.0000       649.42883       640.65253 
       133.0000       649.58124       640.80280 
       134.0000       649.73358       640.95245 
       135.0000       649.88599       641.10205 
       136.0000       650.03839       641.25220 
       137.0000       650.19080       641.40399 
       138.0000       650.34320       641.55707 
       139.0000       650.49561       641.70917 
       140.0000       650.64801       641.85864 
       141.0000       650.80042       642.00433 
       142.0000       650.95282       642.14594 
       143.0000       651.10522       642.28448 
       144.0000       651.25763       642.42059 
       145.0000       651.41003       642.55511 
