   PrimaryIndex TVD@UNKNOWN;4 [ TWOTIM@UNKNOWN;   
                A101290]        4 [A101292]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       718.00000       685.08185 
         2.0000       740.00000       705.08191 
         3.0000       762.00000       725.08185 
         4.0000       785.00000       745.08185 
         5.0000       807.00000       765.08185 
         6.0000       831.00000       785.08185 
         7.0000       854.00000       805.08185 
         8.0000       877.00000       825.08185 
         9.0000       900.00000       845.08185 
        10.0000       923.00000       865.08185 
        11.0000       946.00000       885.08185 
        12.0000       970.00000       905.08185 
        13.0000       993.00000       925.08185 
        14.0000      1017.00000       945.08185 
        15.0000      1041.00000       965.08185 
        16.0000      1065.00000       985.08185 
        17.0000      1089.00000      1005.08191 
        18.0000      1113.00000      1025.08191 
        19.0000      1137.00000      1045.08191 
        20.0000      1162.00000      1065.08191 
        21.0000      1186.00000      1085.08191 
        22.0000      1211.00000      1105.08191 
        23.0000      1236.00000      1125.08191 
        24.0000      1261.00000      1145.08191 
        25.0000      1286.00000      1165.08191 
        26.0000      1311.00000      1185.08191 
        27.0000      1336.00000      1205.08191 
        28.0000      1341.90161      1209.62170 
        29.0000      1362.00000      1223.97766 
        30.0000      1387.00000      1242.54907 
        31.0000      1413.00000      1261.12048 
        32.0000      1415.24988      1262.79187 
        33.0000      1438.00000      1283.13306 
        34.0000      1455.96631      1298.57935 
        35.0000      1459.53430      1302.72046 
        36.0000      1464.00000      1307.35791 
        37.0000      1486.31604      1326.18701 
        38.0000      1496.00000      1332.23950 
        39.0000      1517.00000      1352.23950 
        40.0000      1543.00000      1372.23950 
        41.0000      1569.00000      1392.23950 
        42.0000      1596.00000      1412.23938 
        43.0000      1622.00000      1432.23950 
        44.0000      1649.00000      1452.23950 
        45.0000      1676.00000      1472.23950 
        46.0000      1703.00000      1492.23950 
        47.0000      1730.00000      1512.23950 
        48.0000      1758.00000      1532.23938 
        49.0000      1785.00000      1552.23938 
        50.0000      1813.00000      1572.23950 
        51.0000      1841.00000      1592.23950 
        52.0000      1868.00000      1612.23950 
        53.0000      1896.00000      1632.23950 
        54.0000      1925.00000      1652.23950 
        55.0000      1953.00000      1672.23938 
        56.0000      1981.00000      1692.23950 
        57.0000      2010.00000      1712.23950 
        58.0000      2038.00000      1732.23950 
        59.0000      2067.00000      1752.23950 
        60.0000      2096.00000      1772.23950 
        61.0000      2125.00000      1792.23938 
        62.0000      2155.00000      1812.23950 
        63.0000      2184.00000      1832.23950 
        64.0000      2214.00000      1852.23950 
        65.0000      2243.00000      1872.23950 
        66.0000      2273.00000      1892.23950 
        67.0000      2303.00000      1912.23938 
        68.0000      2333.00000      1932.23950 
        69.0000      2364.00000      1952.23950 
        70.0000      2394.00000      1972.23950 
        71.0000      2425.00000      1992.23950 
        72.0000      2455.00000      2012.23926 
        73.0000      2486.00000      2032.23926 
        74.0000      2517.00000      2052.23926 
        75.0000      2548.00000      2072.23926 
        76.0000      2580.00000      2092.23926 
        77.0000      2611.00000      2112.23901 
        78.0000      2643.00000      2132.23926 
        79.0000      2675.00000      2152.23926 
        80.0000      2707.00000      2172.23926 
        81.0000      2739.00000      2192.23926 
        82.0000      2771.00000      2212.23926 
        83.0000      2803.00000      2232.23926 
        84.0000      2836.00000      2252.23926 
        85.0000      2869.00000      2272.23926 
        86.0000      2902.00000      2292.23926 
        87.0000      2935.00000      2312.23926 
        88.0000      2968.00000      2332.23926 
        89.0000      3001.00000      2352.23901 
        90.0000      3035.00000      2372.23926 
        91.0000      3068.00000      2392.23926 
        92.0000      3102.00000      2412.23926 
        93.0000      3136.00000      2432.23926 
        94.0000      3171.00000      2452.23926 
        95.0000      3205.00000      2472.23926 
        96.0000      3240.00000      2492.23926 
        97.0000      3274.00000      2512.23926 
        98.0000      3309.00000      2532.23926 
        99.0000      3344.00000      2552.23926 
       100.0000      3379.00000      2572.23926 
       101.0000      3415.00000      2592.23926 
       102.0000      3450.00000      2612.23901 
       103.0000      3486.00000      2632.23926 
       104.0000      3522.00000      2652.23926 
       105.0000      3558.00000      2672.23926 
       106.0000      3595.00000      2692.23926 
       107.0000      3631.00000      2712.23926 
       108.0000      3668.00000      2732.23926 
       109.0000      3695.00000      2752.23926 
       110.0000      3741.00000      2772.23926 
       111.0000      3779.00000      2792.23926 
       112.0000      3816.00000      2812.23926 
       113.0000      3854.00000      2832.23926 
       114.0000      3891.00000      2852.23901 
       115.0000      3929.00000      2872.23926 
       116.0000      3967.00000      2892.23926 
       117.0000      4006.00000      2912.23926 
       118.0000      4044.00000      2932.23926 
       119.0000      4083.00000      2952.23926 
       120.0000      4122.00000      2972.23926 
       121.0000      4161.00000      2992.23926 
       122.0000      4200.00000      3012.23926 
       123.0000      4239.00000      3032.23926 
       124.0000      4279.00000      3052.23926 
       125.0000      4319.00000      3072.23926 
       126.0000      4359.00000      3092.23926 
       127.0000      4399.00000      3112.23901 
       128.0000      4439.00000      3132.23926 
       129.0000      4480.00000      3152.23926 
       130.0000      4521.00000      3172.23926 
       131.0000      4561.60010      3192.23926 
       132.0000      4665.00000      3242.23926 
       133.0000      4769.70020      3292.23926 
       134.0000      4875.60010      3342.23926 
       135.0000      4982.79980      3392.23926 
