   PrimaryIndex TVD@UNKNOWN;3 [ TWOTIM@UNKNOWN;   
                A104890]        3 [A104892]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       956.02740       884.13025 
         2.0000       956.17981       884.29767 
         3.0000       956.33221       884.46478 
         4.0000       956.48462       884.63129 
         5.0000       956.63702       884.79688 
         6.0000       956.78943       884.96082 
         7.0000       956.94177       885.12323 
         8.0000       957.09418       885.28375 
         9.0000       957.24658       885.44171 
        10.0000       957.39899       885.59796 
        11.0000       957.55139       885.75262 
        12.0000       957.70380       885.90540 
        13.0000       957.85620       886.05750 
        14.0000       958.00861       886.20917 
        15.0000       958.16101       886.36108 
        16.0000       958.31342       886.51398 
        17.0000       958.46582       886.66846 
        18.0000       958.61823       886.82532 
        19.0000       958.77063       886.98480 
        20.0000       958.92297       887.14587 
        21.0000       959.07538       887.30853 
        22.0000       959.22778       887.47284 
        23.0000       959.38019       887.63788 
        24.0000       959.53259       887.80328 
        25.0000       959.68500       887.96869 
        26.0000       959.83740       888.13409 
        27.0000       959.98981       888.29968 
        28.0000       960.14221       888.46539 
        29.0000       960.29462       888.63159 
        30.0000       960.44702       888.79773 
        31.0000       960.59943       888.96399 
        32.0000       960.75177       889.13055 
        33.0000       960.90417       889.29736 
        34.0000       961.05658       889.46539 
        35.0000       961.20898       889.63495 
        36.0000       961.36139       889.80560 
        37.0000       961.51379       889.97705 
        38.0000       961.66620       890.14850 
        39.0000       961.81860       890.31989 
        40.0000       961.97101       890.49060 
        41.0000       962.12341       890.66150 
        42.0000       962.27582       890.83362 
        43.0000       962.42822       891.00775 
        44.0000       962.58063       891.18359 
        45.0000       962.73297       891.35974 
        46.0000       962.88538       891.53394 
        47.0000       963.03778       891.70300 
        48.0000       963.19019       891.86273 
        49.0000       963.34259       892.01447 
        50.0000       963.49500       892.16046 
        51.0000       963.64740       892.30139 
        52.0000       963.79980       892.43896 
        53.0000       963.95221       892.57471 
        54.0000       964.10461       892.70947 
        55.0000       964.25702       892.84381 
        56.0000       964.40942       892.97797 
        57.0000       964.56183       893.11121 
        58.0000       964.71417       893.24292 
        59.0000       964.86658       893.37323 
        60.0000       965.01898       893.50269 
        61.0000       965.17139       893.63208 
        62.0000       965.32379       893.76184 
        63.0000       965.47620       893.89185 
        64.0000       965.62860       894.02240 
        65.0000       965.78101       894.15253 
        66.0000       965.93341       894.28217 
        67.0000       966.08582       894.41156 
        68.0000       966.23822       894.54120 
        69.0000       966.39062       894.67151 
        70.0000       966.54303       894.80255 
        71.0000       966.69537       894.93500 
        72.0000       966.84778       895.06873 
        73.0000       967.00018       895.20380 
        74.0000       967.15259       895.33899 
        75.0000       967.30499       895.47119 
        76.0000       967.45740       895.59882 
        77.0000       967.60980       895.72095 
        78.0000       967.76221       895.84003 
        79.0000       967.91461       895.96118 
        80.0000       968.06702       896.08795 
        81.0000       968.21942       896.22186 
        82.0000       968.37183       896.35919 
        83.0000       968.52417       896.49701 
        84.0000       968.67657       896.63269 
        85.0000       968.82898       896.76575 
        86.0000       968.98138       896.89691 
        87.0000       969.13379       897.02527 
        88.0000       969.28619       897.15143 
        89.0000       969.43860       897.27673 
        90.0000       969.59100       897.40192 
        91.0000       969.74341       897.52728 
        92.0000       969.89581       897.65314 
        93.0000       970.04822       897.77881 
        94.0000       970.20062       897.90369 
        95.0000       970.35303       898.02789 
        96.0000       970.50537       898.15179 
        97.0000       970.65778       898.27588 
        98.0000       970.81018       898.39996 
        99.0000       970.96259       898.52429 
       100.0000       971.11499       898.64893 
       101.0000       971.26740       898.77484 
       102.0000       971.41980       898.90234 
       103.0000       971.57220       899.03174 
       104.0000       971.72461       899.16272 
       105.0000       971.87701       899.29382 
       106.0000       972.02942       899.42456 
       107.0000       972.18182       899.55432 
       108.0000       972.33423       899.68304 
       109.0000       972.48657       899.81140 
       110.0000       972.63898       899.93921 
       111.0000       972.79138       900.06659 
       112.0000       972.94379       900.19312 
       113.0000       973.09619       900.31812 
       114.0000       973.24860       900.44080 
       115.0000       973.40100       900.56085 
       116.0000       973.55341       900.67621 
       117.0000       973.70581       900.78503 
       118.0000       973.85822       900.88910 
       119.0000       974.01062       900.99146 
       120.0000       974.16302       901.09601 
       121.0000       974.31543       901.20569 
       122.0000       974.46777       901.32031 
       123.0000       974.62018       901.44037 
       124.0000       974.77258       901.56427 
       125.0000       974.92499       901.68970 
       126.0000       975.07739       901.81604 
       127.0000       975.22980       901.94257 
       128.0000       975.38220       902.06903 
       129.0000       975.53461       902.19598 
       130.0000       975.68701       902.32373 
       131.0000       975.83942       902.45209 
       132.0000       975.99182       902.58051 
       133.0000       976.14423       902.70740 
       134.0000       976.29657       902.83075 
       135.0000       976.44897       902.94958 
       136.0000       976.60138       903.06384 
       137.0000       976.75378       903.17664 
       138.0000       976.90619       903.29254 
       139.0000       977.05859       903.41620 
       140.0000       977.21100       903.54980 
       141.0000       977.36340       903.68939 
       142.0000       977.51581       903.83191 
       143.0000       977.66821       903.97504 
       144.0000       977.82062       904.11688 
       145.0000       977.97302       904.25739 
