   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;4 [   
                4 [A106000]     A105998]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       406.74225       531.07959 
         2.0000       406.89172       531.23199 
         3.0000       407.04828       531.38440 
         4.0000       407.21051       531.53680 
         5.0000       407.37473       531.68921 
         6.0000       407.54126       531.84161 
         7.0000       407.70642       531.99402 
         8.0000       407.86868       532.14642 
         9.0000       408.02884       532.29883 
        10.0000       408.18890       532.45123 
        11.0000       408.35001       532.60364 
        12.0000       408.51141       532.75598 
        13.0000       408.67148       532.90839 
        14.0000       408.82986       533.06079 
        15.0000       408.98755       533.21320 
        16.0000       409.14481       533.36560 
        17.0000       409.30154       533.51801 
        18.0000       409.45767       533.67041 
        19.0000       409.61359       533.82281 
        20.0000       409.76999       533.97522 
        21.0000       409.92767       534.12762 
        22.0000       410.08722       534.28003 
        23.0000       410.24936       534.43243 
        24.0000       410.41455       534.58484 
        25.0000       410.58353       534.73718 
        26.0000       410.75659       534.88959 
        27.0000       410.93298       535.04199 
        28.0000       411.11020       535.19440 
        29.0000       411.28555       535.34680 
        30.0000       411.45724       535.49921 
        31.0000       411.62497       535.65161 
        32.0000       411.78983       535.80402 
        33.0000       411.95291       535.95642 
        34.0000       412.11551       536.10883 
        35.0000       412.27789       536.26123 
        36.0000       412.43878       536.41364 
        37.0000       412.59653       536.56604 
        38.0000       412.75082       536.71838 
        39.0000       412.90244       536.87079 
        40.0000       413.05344       537.02319 
        41.0000       413.20511       537.17560 
        42.0000       413.35800       537.32800 
        43.0000       413.51199       537.48041 
        44.0000       413.66669       537.63281 
        45.0000       413.82230       537.78522 
        46.0000       413.97964       537.93762 
        47.0000       414.13989       538.09003 
        48.0000       414.30313       538.24243 
        49.0000       414.46768       538.39484 
        50.0000       414.63187       538.54718 
        51.0000       414.79471       538.69958 
        52.0000       414.95709       538.85199 
        53.0000       415.12064       539.00439 
        54.0000       415.28656       539.15680 
        55.0000       415.45551       539.30920 
        56.0000       415.62665       539.46161 
        57.0000       415.79828       539.61401 
        58.0000       415.96915       539.76642 
        59.0000       416.13989       539.91882 
        60.0000       416.31152       540.07123 
        61.0000       416.48450       540.22363 
