   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A100674]     A100672]          
       Unitless              ms               m   
       184.0000       919.64819       980.04163 
       185.0000       919.77496       980.19403 
       186.0000       919.90314       980.34637 
       187.0000       920.03168       980.49878 
       188.0000       920.15936       980.65118 
       189.0000       920.28552       980.80359 
       190.0000       920.41034       980.95599 
       191.0000       920.53546       981.10840 
       192.0000       920.66235       981.26080 
       193.0000       920.79102       981.41321 
       194.0000       920.91968       981.56561 
       195.0000       921.04584       981.71802 
       196.0000       921.16876       981.87042 
       197.0000       921.29022       982.02283 
       198.0000       921.41309       982.17517 
       199.0000       921.53815       982.32758 
       200.0000       921.66675       982.47998 
       201.0000       921.79907       982.63239 
       202.0000       921.93500       982.78479 
       203.0000       922.07452       982.93719 
       204.0000       922.21588       983.08960 
       205.0000       922.35675       983.24200 
       206.0000       922.49506       983.39441 
       207.0000       922.62982       983.54681 
       208.0000       922.76221       983.69922 
       209.0000       922.89368       983.85162 
       210.0000       923.02631       984.00403 
       211.0000       923.16083       984.15637 
       212.0000       923.29578       984.30878 
       213.0000       923.42975       984.46118 
       214.0000       923.56177       984.61359 
       215.0000       923.69177       984.76599 
       216.0000       923.81958       984.91840 
       217.0000       923.94482       985.07080 
       218.0000       924.06702       985.22321 
       219.0000       924.18689       985.37561 
       220.0000       924.30658       985.52802 
       221.0000       924.42865       985.68042 
       222.0000       924.55219       985.83282 
       223.0000       924.67389       985.98523 
       224.0000       924.79388       986.13757 
       225.0000       924.91412       986.28998 
       226.0000       925.03674       986.44238 
       227.0000       925.16412       986.59479 
       228.0000       925.29504       986.74719 
       229.0000       925.42725       986.89960 
       230.0000       925.56018       987.05200 
       231.0000       925.69373       987.20441 
       232.0000       925.82758       987.35681 
       233.0000       925.96106       987.50922 
       234.0000       926.09528       987.66162 
       235.0000       926.23230       987.81403 
       236.0000       926.37213       987.96643 
       237.0000       926.51355       988.11877 
       238.0000       926.65466       988.27118 
       239.0000       926.79236       988.42358 
       240.0000       926.92639       988.57599 
       241.0000       927.05750       988.72839 
       242.0000       927.18683       988.88080 
       243.0000       927.31543       989.03320 
       244.0000       927.44226       989.18561 
       245.0000       927.56683       989.33801 
       246.0000       927.69067       989.49042 
       247.0000       927.81451       989.64282 
       248.0000       927.93933       989.79523 
       249.0000       928.06403       989.94757 
       250.0000       928.18555       990.09998 
       251.0000       928.30341       990.25238 
       252.0000       928.41785       990.40479 
       253.0000       928.53033       990.55719 
       254.0000       928.64294       990.70959 
       255.0000       928.75525       990.86200 
       256.0000       928.86682       991.01440 
       257.0000       928.97827       991.16681 
       258.0000       929.09088       991.31921 
       259.0000       929.20642       991.47162 
       260.0000       929.32520       991.62402 
       261.0000       929.44696       991.77643 
       262.0000       929.57147       991.92877 
       263.0000       929.69818       992.08118 
       264.0000       929.82526       992.23358 
       265.0000       929.94983       992.38599 
       266.0000       930.07135       992.53839 
       267.0000       930.19025       992.69080 
       268.0000       930.30560       992.84320 
       269.0000       930.41827       992.99561 
       270.0000       930.53070       993.14801 
       271.0000       930.64551       993.30042 
       272.0000       930.76648       993.45282 
       273.0000       930.89484       993.60522 
       274.0000       931.02747       993.75763 
       275.0000       931.16046       993.90997 
       276.0000       931.29285       994.06238 
       277.0000       931.42505       994.21478 
       278.0000       931.55688       994.36719 
       279.0000       931.68903       994.51959 
       280.0000       931.82086       994.67200 
       281.0000       931.95166       994.82440 
       282.0000       932.08246       994.97681 
       283.0000       932.21368       995.12921 
       284.0000       932.34521       995.28162 
       285.0000       932.47742       995.43402 
       286.0000       932.60895       995.58643 
       287.0000       932.73840       995.73883 
       288.0000       932.86603       995.89117 
       289.0000       932.99225       996.04358 
       290.0000       933.11713       996.19598 
       291.0000       933.23993       996.34839 
       292.0000       933.35797       996.50079 
       293.0000       933.47021       996.65320 
       294.0000       933.57990       996.80560 
       295.0000       933.69171       996.95801 
       296.0000       933.81006       997.11041 
       297.0000       933.93671       997.26282 
       298.0000       934.06897       997.41522 
       299.0000       934.20306       997.56763 
       300.0000       934.33459       997.71997 
       301.0000       934.45929       997.87238 
       302.0000       934.57733       998.02478 
       303.0000       934.69104       998.17719 
