   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;2 [   
                2 [A102024]     A102022]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       496.92447       500.26340 
         2.0000       497.06021       500.41580 
         3.0000       497.19797       500.56821 
         4.0000       497.33670       500.72058 
         5.0000       497.47510       500.87299 
         6.0000       497.61383       501.02539 
         7.0000       497.75323       501.17780 
         8.0000       497.89282       501.33020 
         9.0000       498.03311       501.48260 
        10.0000       498.17355       501.63498 
        11.0000       498.31436       501.78738 
        12.0000       498.45575       501.93979 
        13.0000       498.59747       502.09219 
        14.0000       498.73883       502.24460 
        15.0000       498.87842       502.39700 
        16.0000       499.01981       502.54938 
        17.0000       499.16702       502.70178 
        18.0000       499.32172       502.85419 
        19.0000       499.48380       503.00659 
        20.0000       499.64972       503.15900 
        21.0000       499.81436       503.31140 
        22.0000       499.97546       503.46381 
        23.0000       500.13171       503.61618 
        24.0000       500.27908       503.76859 
        25.0000       500.41605       503.92099 
        26.0000       500.54501       504.07339 
        27.0000       500.66638       504.22580 
        28.0000       500.78452       504.37820 
        29.0000       500.90854       504.53058 
        30.0000       501.04129       504.68298 
        31.0000       501.18262       504.83539 
        32.0000       501.33221       504.98779 
        33.0000       501.48816       505.14020 
        34.0000       501.64581       505.29260 
        35.0000       501.80072       505.44501 
        36.0000       501.94818       505.59738 
        37.0000       502.08563       505.74979 
        38.0000       502.21527       505.90219 
        39.0000       502.34235       506.05460 
        40.0000       502.47256       506.20700 
        41.0000       502.60712       506.35941 
        42.0000       502.74478       506.51178 
        43.0000       502.88571       506.66418 
        44.0000       503.02850       506.81659 
        45.0000       503.17276       506.96899 
        46.0000       503.31790       507.12140 
        47.0000       503.46436       507.27380 
        48.0000       503.61108       507.42618 
        49.0000       503.75961       507.57858 
        50.0000       503.91226       507.73099 
        51.0000       504.07010       507.88339 
        52.0000       504.23370       508.03580 
        53.0000       504.39978       508.18820 
        54.0000       504.56549       508.34061 
        55.0000       504.73029       508.49298 
        56.0000       504.89114       508.64539 
        57.0000       505.04404       508.79779 
        58.0000       505.19019       508.95020 
        59.0000       505.33313       509.10260 
        60.0000       505.47565       509.25500 
        61.0000       505.61743       509.40738 
