   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;2 [   
                2 [A93848]      A93846]           
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       756.44507       773.25281 
         2.0000       756.48529       773.40521 
         3.0000       756.52551       773.55762 
         4.0000       756.56573       773.71002 
         5.0000       756.60596       773.86243 
         6.0000       756.64630       774.01483 
         7.0000       756.68646       774.16718 
         8.0000       756.72675       774.31958 
         9.0000       756.76697       774.47198 
        10.0000       756.80713       774.62439 
        11.0000       756.84741       774.77679 
        12.0000       756.88763       774.92920 
        13.0000       756.92786       775.08160 
        14.0000       756.96808       775.23401 
        15.0000       757.00830       775.38641 
        16.0000       757.04852       775.53882 
        17.0000       757.08881       775.69122 
        18.0000       757.12903       775.84363 
        19.0000       757.16931       775.99603 
        20.0000       757.20947       776.14838 
        21.0000       757.24976       776.30078 
        22.0000       757.28998       776.45319 
        23.0000       757.33026       776.60559 
        24.0000       757.37048       776.75800 
        25.0000       757.41064       776.91040 
        26.0000       757.45087       777.06281 
        27.0000       757.49109       777.21521 
        28.0000       757.53137       777.36761 
        29.0000       757.57159       777.52002 
        30.0000       757.61188       777.67242 
        31.0000       757.65204       777.82483 
        32.0000       757.69232       777.97723 
        33.0000       757.73254       778.12958 
        34.0000       757.77283       778.28198 
        35.0000       757.81305       778.43439 
        36.0000       757.85327       778.58679 
        37.0000       757.89349       778.73920 
        38.0000       757.93372       778.89160 
        39.0000       757.97400       779.04401 
        40.0000       758.01416       779.19641 
        41.0000       758.05438       779.34882 
        42.0000       758.09460       779.50122 
        43.0000       758.13489       779.65363 
        44.0000       758.17505       779.80603 
        45.0000       758.21539       779.95837 
        46.0000       758.25562       780.11078 
        47.0000       758.29584       780.26318 
        48.0000       758.33606       780.41559 
        49.0000       758.37628       780.56799 
        50.0000       758.41650       780.72040 
        51.0000       758.45679       780.87280 
        52.0000       758.49701       781.02521 
        53.0000       758.53723       781.17761 
        54.0000       758.57745       781.33002 
        55.0000       758.61761       781.48242 
        56.0000       758.65796       781.63483 
        57.0000       758.69812       781.78723 
        58.0000       758.73840       781.93958 
        59.0000       758.77863       782.09198 
        60.0000       758.81885       782.24438 
        61.0000       758.85907       782.39679 
