   PrimaryIndex TVD@UNKNOWN;6 [ TWOTIM@UNKNOWN;   
                A100465]        6 [A100467]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       800.15240       753.49457 
         2.0000       800.30481       753.63593 
         3.0000       800.45721       753.78375 
         4.0000       800.60962       753.92993 
         5.0000       800.76202       754.06714 
         6.0000       800.91443       754.19708 
         7.0000       801.06677       754.32782 
         8.0000       801.21918       754.46600 
         9.0000       801.37158       754.61395 
        10.0000       801.52399       754.76996 
        11.0000       801.67639       754.92816 
        12.0000       801.82880       755.08575 
        13.0000       801.98120       755.24396 
        14.0000       802.13361       755.40033 
        15.0000       802.28601       755.55286 
        16.0000       802.43842       755.69769 
        17.0000       802.59082       755.83606 
        18.0000       802.74323       755.97528 
        19.0000       802.89563       756.11969 
        20.0000       803.04797       756.27368 
        21.0000       803.20038       756.43488 
        22.0000       803.35278       756.59772 
        23.0000       803.50519       756.76019 
        24.0000       803.65759       756.92133 
        25.0000       803.81000       757.07812 
        26.0000       803.96240       757.22797 
        27.0000       804.11481       757.37091 
        28.0000       804.26721       757.50952 
        29.0000       804.41962       757.64648 
        30.0000       804.57202       757.78265 
        31.0000       804.72443       757.92163 
        32.0000       804.87677       758.06097 
        33.0000       805.02917       758.19989 
        34.0000       805.18158       758.34039 
        35.0000       805.33398       758.48059 
        36.0000       805.48639       758.62067 
        37.0000       805.63879       758.76221 
        38.0000       805.79120       758.90570 
        39.0000       805.94360       759.05066 
        40.0000       806.09601       759.19727 
        41.0000       806.24841       759.34619 
        42.0000       806.40082       759.49677 
        43.0000       806.55322       759.64862 
        44.0000       806.70563       759.80048 
        45.0000       806.85797       759.95093 
        46.0000       807.01038       760.10052 
        47.0000       807.16278       760.24945 
        48.0000       807.31519       760.39819 
        49.0000       807.46759       760.54761 
        50.0000       807.62000       760.69684 
        51.0000       807.77240       760.84521 
        52.0000       807.92480       760.99237 
        53.0000       808.07721       761.13898 
        54.0000       808.22961       761.28595 
        55.0000       808.38202       761.43414 
        56.0000       808.53442       761.58472 
        57.0000       808.68683       761.73669 
        58.0000       808.83917       761.88818 
        59.0000       808.99158       762.03772 
        60.0000       809.14398       762.18408 
        61.0000       809.29639       762.32855 
        62.0000       809.44879       762.47272 
        63.0000       809.60120       762.61835 
        64.0000       809.75360       762.76666 
        65.0000       809.90601       762.91437 
        66.0000       810.05841       763.05969 
        67.0000       810.21082       763.20514 
        68.0000       810.36322       763.35077 
        69.0000       810.51562       763.49835 
        70.0000       810.66803       763.65192 
        71.0000       810.82037       763.80927 
        72.0000       810.97278       763.96863 
        73.0000       811.12518       764.13135 
        74.0000       811.27759       764.29279 
        75.0000       811.42999       764.45142 
        76.0000       811.58240       764.60724 
        77.0000       811.73480       764.75458 
        78.0000       811.88721       764.89362 
        79.0000       812.03961       765.02570 
        80.0000       812.19202       765.15442 
        81.0000       812.34442       765.28351 
        82.0000       812.49683       765.41443 
        83.0000       812.64917       765.54840 
        84.0000       812.80157       765.68585 
        85.0000       812.95398       765.82794 
        86.0000       813.10638       765.97253 
        87.0000       813.25879       766.11407 
        88.0000       813.41119       766.24878 
        89.0000       813.56360       766.38062 
        90.0000       813.71600       766.51581 
        91.0000       813.86841       766.65851 
        92.0000       814.02081       766.80939 
        93.0000       814.17322       766.96368 
        94.0000       814.32562       767.11658 
        95.0000       814.47803       767.26776 
        96.0000       814.63037       767.41748 
        97.0000       814.78278       767.56641 
        98.0000       814.93518       767.71478 
        99.0000       815.08759       767.86224 
       100.0000       815.23999       768.00879 
       101.0000       815.39240       768.15552 
       102.0000       815.54480       768.30310 
       103.0000       815.69720       768.45184 
       104.0000       815.84961       768.60028 
       105.0000       816.00201       768.74713 
       106.0000       816.15442       768.89423 
       107.0000       816.30682       769.04230 
       108.0000       816.45923       769.19275 
       109.0000       816.61157       769.34436 
       110.0000       816.76398       769.49377 
       111.0000       816.91638       769.64160 
       112.0000       817.06879       769.79083 
       113.0000       817.22119       769.94379 
       114.0000       817.37360       770.09949 
       115.0000       817.52600       770.25488 
       116.0000       817.67841       770.40735 
       117.0000       817.83081       770.55688 
       118.0000       817.98322       770.70490 
       119.0000       818.13562       770.85193 
       120.0000       818.28802       770.99713 
       121.0000       818.44043       771.14111 
       122.0000       818.59277       771.28510 
       123.0000       818.74518       771.42993 
       124.0000       818.89758       771.57550 
       125.0000       819.04999       771.71954 
       126.0000       819.20239       771.86255 
       127.0000       819.35480       772.00574 
       128.0000       819.50720       772.14795 
       129.0000       819.65961       772.28925 
       130.0000       819.81201       772.42896 
       131.0000       819.96442       772.56842 
       132.0000       820.11682       772.70862 
       133.0000       820.26923       772.85022 
       134.0000       820.42157       772.99103 
       135.0000       820.57397       773.12903 
       136.0000       820.72638       773.26532 
       137.0000       820.87878       773.40063 
       138.0000       821.03119       773.53815 
       139.0000       821.18359       773.67670 
       140.0000       821.33600       773.81152 
       141.0000       821.48840       773.94159 
       142.0000       821.64081       774.06720 
       143.0000       821.79321       774.19098 
       144.0000       821.94562       774.31897 
       145.0000       822.09802       774.45166 
