   PrimaryIndex TVD@UNKNOWN;6 [ TWOTIM@UNKNOWN;   
                A100040]        6 [A100042]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       351.65240       335.33444 
         2.0000       351.80481       335.40778 
         3.0000       351.95721       335.48108 
         4.0000       352.10959       335.55432 
         5.0000       352.26199       335.62766 
         6.0000       352.41440       335.70096 
         7.0000       352.56680       335.77423 
         8.0000       352.71921       335.84756 
         9.0000       352.87161       335.92084 
        10.0000       353.02399       335.99408 
        11.0000       353.17639       336.06741 
        12.0000       353.32880       336.14072 
        13.0000       353.48120       336.21405 
        14.0000       353.63361       336.28732 
        15.0000       353.78601       336.36066 
        16.0000       353.93839       336.43393 
        17.0000       354.09079       336.50720 
        18.0000       354.24319       336.58047 
        19.0000       354.39560       336.65381 
        20.0000       354.54800       336.72711 
        21.0000       354.70041       336.80042 
        22.0000       354.85281       336.87366 
        23.0000       355.00519       336.94699 
        24.0000       355.15759       337.02026 
        25.0000       355.31000       337.09360 
        26.0000       355.46240       337.16693 
        27.0000       355.61481       337.24017 
        28.0000       355.76721       337.31348 
        29.0000       355.91959       337.38672 
        30.0000       356.07199       337.46008 
        31.0000       356.22440       337.53339 
        32.0000       356.37680       337.60666 
        33.0000       356.52921       337.67993 
        34.0000       356.68161       337.75323 
        35.0000       356.83401       337.82654 
        36.0000       356.98639       337.89987 
        37.0000       357.13879       337.97314 
        38.0000       357.29120       338.04648 
        39.0000       357.44360       338.11972 
        40.0000       357.59601       338.19299 
        41.0000       357.74841       338.26636 
        42.0000       357.90079       338.33963 
        43.0000       358.05319       338.41293 
        44.0000       358.20560       338.48624 
        45.0000       358.35800       338.55951 
        46.0000       358.51041       338.63281 
        47.0000       358.66281       338.70612 
        48.0000       358.81519       338.77942 
        49.0000       358.96759       338.85272 
        50.0000       359.12000       338.92596 
        51.0000       359.27240       338.99927 
        52.0000       359.42480       339.07263 
        53.0000       359.57721       339.14621 
        54.0000       359.72961       339.22000 
        55.0000       359.88199       339.29349 
        56.0000       360.03439       339.36584 
        57.0000       360.18680       339.43585 
        58.0000       360.33920       339.50241 
        59.0000       360.49161       339.56693 
        60.0000       360.64401       339.63223 
        61.0000       360.79639       339.70020 
        62.0000       360.94879       339.77219 
        63.0000       361.10120       339.84427 
        64.0000       361.25360       339.91379 
        65.0000       361.40601       339.97501 
        66.0000       361.55841       340.03259 
        67.0000       361.71078       340.08844 
        68.0000       361.86319       340.14404 
        69.0000       362.01559       340.19962 
        70.0000       362.16800       340.25485 
        71.0000       362.32040       340.30972 
        72.0000       362.47281       340.36447 
        73.0000       362.62521       340.41980 
        74.0000       362.77759       340.47568 
        75.0000       362.92999       340.53253 
        76.0000       363.08240       340.58994 
        77.0000       363.23480       340.64795 
        78.0000       363.38721       340.70932 
        79.0000       363.53961       340.77399 
        80.0000       363.69199       340.84186 
        81.0000       363.84439       340.91299 
        82.0000       363.99680       340.98605 
        83.0000       364.14920       341.05978 
        84.0000       364.30161       341.13345 
        85.0000       364.45401       341.20624 
        86.0000       364.60641       341.27826 
        87.0000       364.75879       341.34961 
        88.0000       364.91119       341.41891 
        89.0000       365.06360       341.48596 
        90.0000       365.21600       341.54990 
        91.0000       365.36841       341.60922 
        92.0000       365.52081       341.66629 
        93.0000       365.67319       341.72281 
        94.0000       365.82559       341.77979 
        95.0000       365.97800       341.83707 
        96.0000       366.13040       341.89441 
        97.0000       366.28281       341.95160 
        98.0000       366.43521       342.00876 
        99.0000       366.58759       342.06604 
       100.0000       366.73999       342.12344 
       101.0000       366.89240       342.18121 
       102.0000       367.04480       342.23886 
       103.0000       367.19720       342.29654 
       104.0000       367.34961       342.35361 
       105.0000       367.50201       342.41013 
       106.0000       367.65439       342.46634 
       107.0000       367.80679       342.52301 
       108.0000       367.95920       342.58109 
       109.0000       368.11160       342.63980 
       110.0000       368.26401       342.69846 
       111.0000       368.41641       342.75580 
       112.0000       368.56879       342.81247 
       113.0000       368.72119       342.86890 
       114.0000       368.87360       342.92557 
       115.0000       369.02600       342.98273 
       116.0000       369.17841       343.04010 
       117.0000       369.33081       343.09750 
       118.0000       369.48322       343.15482 
       119.0000       369.63559       343.21225 
       120.0000       369.78799       343.26968 
       121.0000       369.94040       343.32709 
       122.0000       370.09280       343.38452 
       123.0000       370.24521       343.44202 
       124.0000       370.39761       343.49960 
       125.0000       370.54999       343.55722 
       126.0000       370.70239       343.61459 
       127.0000       370.85480       343.67114 
       128.0000       371.00720       343.72693 
       129.0000       371.15961       343.78244 
       130.0000       371.31201       343.83917 
       131.0000       371.46439       343.89966 
       132.0000       371.61679       343.96371 
       133.0000       371.76920       344.03082 
       134.0000       371.92160       344.10031 
       135.0000       372.07401       344.16840 
       136.0000       372.22641       344.23401 
       137.0000       372.37881       344.29486 
       138.0000       372.53119       344.35349 
       139.0000       372.68359       344.41138 
       140.0000       372.83600       344.46887 
       141.0000       372.98840       344.52567 
       142.0000       373.14081       344.58170 
       143.0000       373.29321       344.63699 
       144.0000       373.44559       344.69241 
       145.0000       373.59799       344.74835 
