   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A107984]     A107982]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       383.75607       375.15240 
         2.0000       383.81412       375.30481 
         3.0000       383.87222       375.45721 
         4.0000       383.93030       375.60959 
         5.0000       383.98837       375.76199 
         6.0000       384.04642       375.91440 
         7.0000       384.10449       376.06680 
         8.0000       384.16257       376.21921 
         9.0000       384.22067       376.37161 
        10.0000       384.27875       376.52399 
        11.0000       384.33676       376.67639 
        12.0000       384.39487       376.82880 
        13.0000       384.45291       376.98120 
        14.0000       384.51102       377.13361 
        15.0000       384.56906       377.28601 
        16.0000       384.62714       377.43839 
        17.0000       384.68521       377.59079 
        18.0000       384.74335       377.74319 
        19.0000       384.80139       377.89560 
        20.0000       384.85944       378.04800 
        21.0000       384.91754       378.20041 
        22.0000       384.97549       378.35281 
        23.0000       385.03357       378.50519 
        24.0000       385.09161       378.65759 
        25.0000       385.14963       378.81000 
        26.0000       385.20758       378.96240 
        27.0000       385.26544       379.11481 
        28.0000       385.32324       379.26721 
        29.0000       385.38107       379.41959 
        30.0000       385.43881       379.57199 
        31.0000       385.49637       379.72440 
        32.0000       385.55380       379.87680 
        33.0000       385.61111       380.02921 
        34.0000       385.66830       380.18161 
        35.0000       385.72556       380.33401 
        36.0000       385.78290       380.48639 
        37.0000       385.84039       380.63879 
        38.0000       385.89807       380.79120 
        39.0000       385.95584       380.94360 
        40.0000       386.01355       381.09601 
        41.0000       386.07111       381.24841 
        42.0000       386.12854       381.40079 
        43.0000       386.18600       381.55319 
        44.0000       386.24365       381.70560 
        45.0000       386.30157       381.85800 
        46.0000       386.35965       382.01041 
        47.0000       386.41687       382.16281 
        48.0000       386.47403       382.31519 
        49.0000       386.53140       382.46759 
        50.0000       386.58890       382.62000 
        51.0000       386.64661       382.77240 
        52.0000       386.70432       382.92480 
        53.0000       386.76196       383.07721 
        54.0000       386.81958       383.22961 
        55.0000       386.87708       383.38199 
        56.0000       386.93454       383.53439 
        57.0000       386.99219       383.68680 
        58.0000       387.05005       383.83920 
        59.0000       387.10815       383.99161 
        60.0000       387.16614       384.14401 
        61.0000       387.22400       384.29639 
