   PrimaryIndex TVD@UNKNOWN;4 [ TWOTIM@UNKNOWN;   
                A102201]        4 [A102203]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       822.15240       782.57245 
         2.0000       822.30481       782.73285 
         3.0000       822.45721       782.89386 
         4.0000       822.60962       783.05450 
         5.0000       822.76202       783.21613 
         6.0000       822.91443       783.37982 
         7.0000       823.06677       783.54584 
         8.0000       823.21918       783.71405 
         9.0000       823.37158       783.88300 
        10.0000       823.52399       784.05103 
        11.0000       823.67639       784.21808 
        12.0000       823.82880       784.38452 
        13.0000       823.98120       784.55090 
        14.0000       824.13361       784.71735 
        15.0000       824.28601       784.88367 
        16.0000       824.43842       785.04932 
        17.0000       824.59082       785.21411 
        18.0000       824.74323       785.37878 
        19.0000       824.89563       785.54346 
        20.0000       825.04797       785.70782 
        21.0000       825.20038       785.87128 
        22.0000       825.35278       786.03278 
        23.0000       825.50519       786.19171 
        24.0000       825.65759       786.34814 
        25.0000       825.81000       786.50366 
        26.0000       825.96240       786.65936 
        27.0000       826.11481       786.81573 
        28.0000       826.26721       786.97260 
        29.0000       826.41962       787.12939 
        30.0000       826.57202       787.28516 
        31.0000       826.72443       787.43988 
        32.0000       826.87677       787.59418 
        33.0000       827.02917       787.74823 
        34.0000       827.18158       787.90204 
        35.0000       827.33398       788.05542 
        36.0000       827.48639       788.20837 
        37.0000       827.63879       788.36139 
        38.0000       827.79120       788.51440 
        39.0000       827.94360       788.66809 
        40.0000       828.09601       788.82245 
        41.0000       828.24841       788.97626 
        42.0000       828.40082       789.13019 
        43.0000       828.55322       789.28436 
        44.0000       828.70563       789.43878 
        45.0000       828.85797       789.59326 
        46.0000       829.01038       789.74780 
        47.0000       829.16278       789.90131 
        48.0000       829.31519       790.05365 
        49.0000       829.46759       790.20563 
        50.0000       829.62000       790.35699 
        51.0000       829.77240       790.50775 
        52.0000       829.92480       790.65826 
        53.0000       830.07721       790.80963 
        54.0000       830.22961       790.96210 
        55.0000       830.38202       791.11572 
        56.0000       830.53442       791.26917 
        57.0000       830.68683       791.42145 
        58.0000       830.83917       791.57257 
        59.0000       830.99158       791.72388 
        60.0000       831.14398       791.87598 
        61.0000       831.29639       792.02765 
        62.0000       831.44879       792.17786 
        63.0000       831.60120       792.32538 
        64.0000       831.75360       792.47046 
        65.0000       831.90601       792.61591 
        66.0000       832.05841       792.76367 
        67.0000       832.21082       792.91492 
        68.0000       832.36322       793.06897 
        69.0000       832.51562       793.22510 
        70.0000       832.66803       793.38257 
        71.0000       832.82037       793.54102 
        72.0000       832.97278       793.70020 
        73.0000       833.12518       793.85724 
        74.0000       833.27759       794.00903 
        75.0000       833.42999       794.15497 
        76.0000       833.58240       794.29791 
        77.0000       833.73480       794.44116 
        78.0000       833.88721       794.58630 
        79.0000       834.03961       794.73297 
        80.0000       834.19202       794.87982 
        81.0000       834.34442       795.02594 
        82.0000       834.49683       795.17267 
        83.0000       834.64917       795.32239 
        84.0000       834.80157       795.47534 
        85.0000       834.95398       795.62958 
        86.0000       835.10638       795.78229 
        87.0000       835.25879       795.93176 
        88.0000       835.41119       796.07477 
        89.0000       835.56360       796.21136 
        90.0000       835.71600       796.34351 
        91.0000       835.86841       796.47229 
        92.0000       836.02081       796.60016 
        93.0000       836.17322       796.72894 
        94.0000       836.32562       796.85883 
        95.0000       836.47803       796.98914 
        96.0000       836.63037       797.11969 
        97.0000       836.78278       797.25012 
        98.0000       836.93518       797.37982 
        99.0000       837.08759       797.50848 
       100.0000       837.23999       797.63849 
       101.0000       837.39240       797.77051 
       102.0000       837.54480       797.90442 
       103.0000       837.69720       798.04053 
       104.0000       837.84961       798.17639 
       105.0000       838.00201       798.31049 
       106.0000       838.15442       798.44312 
       107.0000       838.30682       798.57538 
       108.0000       838.45923       798.70679 
       109.0000       838.61157       798.83868 
       110.0000       838.76398       798.97144 
       111.0000       838.91638       799.10468 
       112.0000       839.06879       799.23834 
       113.0000       839.22119       799.37164 
       114.0000       839.37360       799.50446 
       115.0000       839.52600       799.63727 
       116.0000       839.67841       799.77081 
       117.0000       839.83081       799.90601 
       118.0000       839.98322       800.04193 
       119.0000       840.13562       800.17529 
       120.0000       840.28802       800.30450 
       121.0000       840.44043       800.43188 
       122.0000       840.59277       800.56079 
       123.0000       840.74518       800.69238 
       124.0000       840.89758       800.82568 
       125.0000       841.04999       800.95819 
       126.0000       841.20239       801.08789 
       127.0000       841.35480       801.21667 
       128.0000       841.50720       801.34729 
       129.0000       841.65961       801.47961 
       130.0000       841.81201       801.61267 
       131.0000       841.96442       801.74548 
       132.0000       842.11682       801.87646 
       133.0000       842.26923       802.00555 
       134.0000       842.42157       802.13214 
       135.0000       842.57397       802.25677 
       136.0000       842.72638       802.38098 
       137.0000       842.87878       802.50629 
       138.0000       843.03119       802.63367 
       139.0000       843.18359       802.76178 
       140.0000       843.33600       802.88922 
       141.0000       843.48840       803.01624 
       142.0000       843.64081       803.14325 
       143.0000       843.79321       803.27124 
       144.0000       843.94562       803.40094 
       145.0000       844.09802       803.53198 
