   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;5 [   
                5 [A106123]     A106121]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       441.07120       458.17142 
         2.0000       441.20615       458.32382 
         3.0000       441.34033       458.47623 
         4.0000       441.47681       458.62860 
         5.0000       441.61581       458.78101 
         6.0000       441.75601       458.93341 
         7.0000       441.89673       459.08582 
         8.0000       442.03763       459.23822 
         9.0000       442.17883       459.39062 
        10.0000       442.32028       459.54300 
        11.0000       442.46136       459.69540 
        12.0000       442.60205       459.84781 
        13.0000       442.74091       460.00021 
        14.0000       442.87628       460.15262 
        15.0000       443.00610       460.30502 
        16.0000       443.13193       460.45740 
        17.0000       443.26062       460.60980 
        18.0000       443.39670       460.76221 
        19.0000       443.54330       460.91461 
        20.0000       443.69925       461.06702 
        21.0000       443.85828       461.21942 
        22.0000       444.01807       461.37183 
        23.0000       444.17792       461.52420 
        24.0000       444.33630       461.67661 
        25.0000       444.48953       461.82901 
        26.0000       444.63425       461.98141 
        27.0000       444.77087       462.13382 
        28.0000       444.90176       462.28622 
        29.0000       445.03207       462.43860 
        30.0000       445.16693       462.59100 
        31.0000       445.30731       462.74341 
        32.0000       445.45309       462.89581 
        33.0000       445.60318       463.04822 
        34.0000       445.75446       463.20062 
        35.0000       445.90546       463.35303 
        36.0000       446.05548       463.50540 
        37.0000       446.20532       463.65781 
        38.0000       446.35654       463.81021 
        39.0000       446.50912       463.96262 
        40.0000       446.66290       464.11502 
        41.0000       446.81711       464.26743 
        42.0000       446.97003       464.41980 
        43.0000       447.12097       464.57220 
        44.0000       447.26913       464.72461 
        45.0000       447.41333       464.87701 
        46.0000       447.55447       465.02942 
        47.0000       447.69299       465.18182 
        48.0000       447.82925       465.33420 
        49.0000       447.96622       465.48660 
        50.0000       448.10605       465.63901 
        51.0000       448.25058       465.79141 
        52.0000       448.40140       465.94382 
        53.0000       448.55643       466.09622 
        54.0000       448.71320       466.24863 
        55.0000       448.86969       466.40100 
        56.0000       449.02469       466.55341 
        57.0000       449.17786       466.70581 
        58.0000       449.32956       466.85822 
        59.0000       449.48016       467.01062 
        60.0000       449.62973       467.16302 
        61.0000       449.77963       467.31540 
