   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A106456]     A106454]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       761.95935       780.27740 
         2.0000       762.10773       780.42981 
         3.0000       762.25806       780.58221 
         4.0000       762.41089       780.73462 
         5.0000       762.56573       780.88702 
         6.0000       762.72168       781.03943 
         7.0000       762.87805       781.19177 
         8.0000       763.03516       781.34418 
         9.0000       763.19403       781.49658 
        10.0000       763.35559       781.64899 
        11.0000       763.52026       781.80139 
        12.0000       763.68750       781.95380 
        13.0000       763.85718       782.10620 
        14.0000       764.02917       782.25861 
        15.0000       764.20349       782.41101 
        16.0000       764.37994       782.56342 
        17.0000       764.55804       782.71582 
        18.0000       764.73743       782.86823 
        19.0000       764.91809       783.02063 
        20.0000       765.09991       783.17297 
        21.0000       765.28308       783.32538 
        22.0000       765.46747       783.47778 
        23.0000       765.65265       783.63019 
        24.0000       765.83832       783.78259 
        25.0000       766.02393       783.93500 
        26.0000       766.20898       784.08740 
        27.0000       766.39264       784.23981 
        28.0000       766.57452       784.39221 
        29.0000       766.75409       784.54462 
        30.0000       766.93164       784.69702 
        31.0000       767.10706       784.84943 
        32.0000       767.28088       785.00177 
        33.0000       767.45386       785.15417 
        34.0000       767.62622       785.30658 
        35.0000       767.79742       785.45898 
        36.0000       767.96631       785.61139 
        37.0000       768.13226       785.76379 
        38.0000       768.29553       785.91620 
        39.0000       768.45709       786.06860 
        40.0000       768.61792       786.22101 
        41.0000       768.77863       786.37341 
        42.0000       768.93982       786.52582 
        43.0000       769.10168       786.67822 
        44.0000       769.26465       786.83063 
        45.0000       769.42859       786.98297 
        46.0000       769.59357       787.13538 
        47.0000       769.75916       787.28778 
        48.0000       769.92578       787.44019 
        49.0000       770.09375       787.59259 
        50.0000       770.26373       787.74500 
        51.0000       770.43585       787.89740 
        52.0000       770.60992       788.04980 
        53.0000       770.78552       788.20221 
        54.0000       770.96198       788.35461 
        55.0000       771.13885       788.50702 
        56.0000       771.31512       788.65942 
        57.0000       771.49060       788.81183 
        58.0000       771.66547       788.96417 
        59.0000       771.83984       789.11658 
        60.0000       772.01367       789.26898 
        61.0000       772.18616       789.42139 
