   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;4 [   
                4 [A101085]     A101083]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       713.54285       788.40240 
         2.0000       713.71619       788.55481 
         3.0000       713.88989       788.70721 
         4.0000       714.06299       788.85962 
         5.0000       714.23309       789.01202 
         6.0000       714.39899       789.16443 
         7.0000       714.56030       789.31677 
         8.0000       714.71893       789.46918 
         9.0000       714.87549       789.62158 
        10.0000       715.03064       789.77399 
        11.0000       715.18604       789.92639 
        12.0000       715.34570       790.07880 
        13.0000       715.50879       790.23120 
        14.0000       715.67474       790.38361 
        15.0000       715.84216       790.53601 
        16.0000       716.01099       790.68842 
        17.0000       716.18134       790.84082 
        18.0000       716.35358       790.99323 
        19.0000       716.52777       791.14563 
        20.0000       716.70374       791.29797 
        21.0000       716.88110       791.45038 
        22.0000       717.05853       791.60278 
        23.0000       717.23474       791.75519 
        24.0000       717.40857       791.90759 
        25.0000       717.58008       792.06000 
        26.0000       717.74988       792.21240 
        27.0000       717.91809       792.36481 
        28.0000       718.08514       792.51721 
        29.0000       718.25171       792.66962 
        30.0000       718.41949       792.82202 
        31.0000       718.58820       792.97443 
        32.0000       718.75635       793.12677 
        33.0000       718.92328       793.27917 
        34.0000       719.09003       793.43158 
        35.0000       719.25732       793.58398 
        36.0000       719.42548       793.73639 
        37.0000       719.59460       793.88879 
        38.0000       719.76373       794.04120 
        39.0000       719.93213       794.19360 
        40.0000       720.09955       794.34601 
        41.0000       720.26562       794.49841 
        42.0000       720.43011       794.65082 
        43.0000       720.59332       794.80322 
        44.0000       720.75421       794.95563 
        45.0000       720.91235       795.10797 
        46.0000       721.06824       795.26038 
        47.0000       721.22321       795.41278 
        48.0000       721.37549       795.56519 
        49.0000       721.52240       795.71759 
        50.0000       721.66412       795.87000 
        51.0000       721.80133       796.02240 
        52.0000       721.93475       796.17480 
        53.0000       722.06946       796.32721 
        54.0000       722.20770       796.47961 
        55.0000       722.35077       796.63202 
        56.0000       722.50238       796.78442 
        57.0000       722.65253       796.93683 
        58.0000       722.80182       797.08917 
        59.0000       722.95422       797.24158 
        60.0000       723.11084       797.39398 
        61.0000       723.26874       797.54639 
