   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;1 [   
                1 [A105571]     A105569]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000         0.20456         0.20479 
         2.0000         0.35679         0.35719 
         3.0000         0.50902         0.50959 
         4.0000         0.66125         0.66199 
         5.0000         0.81348         0.81439 
         6.0000         0.96571         0.96679 
         7.0000         1.11794         1.11919 
         8.0000         1.27017         1.27159 
         9.0000         1.42240         1.42399 
        10.0000         1.57463         1.57639 
        11.0000         1.72686         1.72879 
        12.0000         1.87909         1.88119 
        13.0000         2.03132         2.03359 
        14.0000         2.18355         2.18599 
        15.0000         2.33578         2.33839 
        16.0000         2.48801         2.49079 
        17.0000         2.64024         2.64319 
        18.0000         2.79247         2.79559 
        19.0000         2.94470         2.94799 
        20.0000         3.09693         3.10039 
        21.0000         3.24916         3.25279 
        22.0000         3.40139         3.40519 
        23.0000         3.55362         3.55759 
        24.0000         3.70585         3.70999 
        25.0000         3.85808         3.86239 
        26.0000         4.01031         4.01479 
        27.0000         4.16254         4.16719 
        28.0000         4.31478         4.31959 
        29.0000         4.46700         4.47199 
        30.0000         4.61923         4.62439 
        31.0000         4.77147         4.77679 
        32.0000         4.92370         4.92919 
        33.0000         5.07593         5.08159 
        34.0000         5.22816         5.23399 
        35.0000         5.38039         5.38639 
        36.0000         5.53262         5.53879 
        37.0000         5.68485         5.69119 
        38.0000         5.83708         5.84359 
        39.0000         5.98931         5.99599 
        40.0000         6.14154         6.14839 
        41.0000         6.29377         6.30079 
        42.0000         6.44600         6.45319 
        43.0000         6.59823         6.60559 
        44.0000         6.75046         6.75799 
        45.0000         6.90269         6.91039 
        46.0000         7.05492         7.06279 
        47.0000         7.20715         7.21519 
        48.0000         7.35938         7.36759 
        49.0000         7.51161         7.51999 
        50.0000         7.66384         7.67239 
        51.0000         7.81607         7.82479 
        52.0000         7.96830         7.97719 
        53.0000         8.12053         8.12959 
        54.0000         8.27276         8.28199 
        55.0000         8.42499         8.43439 
        56.0000         8.57722         8.58679 
        57.0000         8.72945         8.73919 
        58.0000         8.88168         8.89159 
        59.0000         9.03391         9.04399 
        60.0000         9.18614         9.19639 
        61.0000         9.33837         9.34879 
