   PrimaryIndex TVD@UNKNOWN;3 [ TWOTIM@UNKNOWN;   
                A104509]        3 [A104511]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       983.55042       932.74609 
         2.0000       983.70282       932.86078 
         3.0000       983.85522       932.97437 
         4.0000       984.00763       933.08771 
         5.0000       984.16003       933.20227 
         6.0000       984.31238       933.31805 
         7.0000       984.46478       933.43481 
         8.0000       984.61719       933.55188 
         9.0000       984.76959       933.66925 
        10.0000       984.92200       933.78680 
        11.0000       985.07440       933.90485 
        12.0000       985.22681       934.02338 
        13.0000       985.37921       934.14307 
        14.0000       985.53162       934.26416 
        15.0000       985.68402       934.38818 
        16.0000       985.83643       934.51392 
        17.0000       985.98883       934.63995 
        18.0000       986.14124       934.76428 
        19.0000       986.29358       934.88647 
        20.0000       986.44598       935.00739 
        21.0000       986.59839       935.12823 
        22.0000       986.75079       935.24982 
        23.0000       986.90320       935.37189 
        24.0000       987.05560       935.49432 
        25.0000       987.20801       935.61615 
        26.0000       987.36041       935.73712 
        27.0000       987.51282       935.85742 
        28.0000       987.66522       935.97766 
        29.0000       987.81763       936.09863 
        30.0000       987.97003       936.22089 
        31.0000       988.12244       936.34534 
        32.0000       988.27478       936.47235 
        33.0000       988.42719       936.60052 
        34.0000       988.57959       936.72845 
        35.0000       988.73199       936.85474 
        36.0000       988.88440       936.97961 
        37.0000       989.03680       937.10364 
        38.0000       989.18921       937.22772 
        39.0000       989.34161       937.35223 
        40.0000       989.49402       937.47681 
        41.0000       989.64642       937.60089 
        42.0000       989.79883       937.72394 
        43.0000       989.95123       937.84589 
        44.0000       990.10358       937.96698 
        45.0000       990.25598       938.08771 
        46.0000       990.40839       938.20856 
        47.0000       990.56079       938.32983 
        48.0000       990.71320       938.45160 
        49.0000       990.86560       938.57385 
        50.0000       991.01801       938.69629 
        51.0000       991.17041       938.81866 
        52.0000       991.32281       938.94055 
        53.0000       991.47522       939.06061 
        54.0000       991.62762       939.17670 
        55.0000       991.78003       939.28796 
        56.0000       991.93243       939.39862 
        57.0000       992.08478       939.51361 
        58.0000       992.23718       939.64001 
        59.0000       992.38959       939.77740 
        60.0000       992.54199       939.92413 
        61.0000       992.69440       940.07776 
        62.0000       992.84680       940.23126 
        63.0000       992.99921       940.38043 
        64.0000       993.15161       940.52008 
        65.0000       993.30402       940.64899 
        66.0000       993.45642       940.77081 
        67.0000       993.60883       940.88489 
        68.0000       993.76123       940.99133 
        69.0000       993.91364       941.09259 
        70.0000       994.06598       941.18890 
        71.0000       994.21838       941.28015 
        72.0000       994.37079       941.36963 
        73.0000       994.52319       941.46045 
        74.0000       994.67560       941.55823 
        75.0000       994.82800       941.66571 
        76.0000       994.98041       941.78149 
        77.0000       995.13281       941.90686 
        78.0000       995.28522       942.03882 
        79.0000       995.43762       942.17212 
        80.0000       995.59003       942.30566 
        81.0000       995.74243       942.43921 
        82.0000       995.89484       942.57300 
        83.0000       996.04718       942.70703 
        84.0000       996.19958       942.83929 
        85.0000       996.35199       942.96924 
        86.0000       996.50439       943.09766 
        87.0000       996.65680       943.22491 
        88.0000       996.80920       943.35303 
        89.0000       996.96161       943.48407 
        90.0000       997.11401       943.62262 
        91.0000       997.26642       943.77289 
        92.0000       997.41882       943.93048 
        93.0000       997.57123       944.09259 
        94.0000       997.72363       944.25665 
        95.0000       997.87598       944.42078 
        96.0000       998.02838       944.58466 
        97.0000       998.18079       944.74841 
        98.0000       998.33319       944.91217 
        99.0000       998.48560       945.07593 
       100.0000       998.63800       945.23914 
       101.0000       998.79041       945.40143 
       102.0000       998.94281       945.56305 
       103.0000       999.09521       945.72437 
       104.0000       999.24762       945.88531 
       105.0000       999.40002       946.04590 
       106.0000       999.55243       946.20618 
       107.0000       999.70483       946.36511 
       108.0000       999.85718       946.52350 
       109.0000      1000.00958       946.68140 
       110.0000      1000.16199       946.84021 
       111.0000      1000.31439       947.00055 
       112.0000      1000.46680       947.16156 
       113.0000      1000.61920       947.32306 
       114.0000      1000.77161       947.48450 
       115.0000      1000.92401       947.64532 
       116.0000      1001.07642       947.80579 
       117.0000      1001.22882       947.96594 
       118.0000      1001.38123       948.12579 
       119.0000      1001.53363       948.28558 
       120.0000      1001.68604       948.44470 
       121.0000      1001.83838       948.60345 
       122.0000      1001.99078       948.76184 
       123.0000      1002.14319       948.92004 
       124.0000      1002.29559       949.07874 
       125.0000      1002.44800       949.23779 
       126.0000      1002.60040       949.39758 
       127.0000      1002.75281       949.55823 
       128.0000      1002.90521       949.71942 
       129.0000      1003.05762       949.88123 
       130.0000      1003.21002       950.04327 
       131.0000      1003.36243       950.20593 
       132.0000      1003.51483       950.36890 
       133.0000      1003.66724       950.53229 
       134.0000      1003.81958       950.69672 
       135.0000      1003.97198       950.86157 
       136.0000      1004.12439       951.02722 
       137.0000      1004.27679       951.19360 
       138.0000      1004.42920       951.36029 
       139.0000      1004.58160       951.52728 
       140.0000      1004.73401       951.69427 
       141.0000      1004.88641       951.86127 
       142.0000      1005.03882       952.02802 
       143.0000      1005.19122       952.19421 
