   PrimaryIndex TVD@UNKNOWN;2 [ TWOTIM@UNKNOWN;   
                A93758]         2 [A93760]        
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       807.77240       772.12817 
         2.0000       807.92480       772.27185 
         3.0000       808.07721       772.40387 
         4.0000       808.22961       772.53125 
         5.0000       808.38202       772.66455 
         6.0000       808.53442       772.80627 
         7.0000       808.68683       772.96588 
         8.0000       808.83917       773.13159 
         9.0000       808.99158       773.30182 
        10.0000       809.14398       773.47473 
        11.0000       809.29639       773.64722 
        12.0000       809.44879       773.81848 
        13.0000       809.60120       773.98944 
        14.0000       809.75360       774.16101 
        15.0000       809.90601       774.33380 
        16.0000       810.05841       774.50623 
        17.0000       810.21082       774.67816 
        18.0000       810.36322       774.85065 
        19.0000       810.51562       775.02411 
        20.0000       810.66803       775.19836 
        21.0000       810.82037       775.37231 
        22.0000       810.97278       775.54480 
        23.0000       811.12518       775.71399 
        24.0000       811.27759       775.87915 
        25.0000       811.42999       776.04083 
        26.0000       811.58240       776.19977 
        27.0000       811.73480       776.35693 
        28.0000       811.88721       776.51276 
        29.0000       812.03961       776.66772 
        30.0000       812.19202       776.82190 
        31.0000       812.34442       776.97552 
        32.0000       812.49683       777.12854 
        33.0000       812.64917       777.28076 
        34.0000       812.80157       777.43170 
        35.0000       812.95398       777.58289 
        36.0000       813.10638       777.73444 
        37.0000       813.25879       777.88586 
        38.0000       813.41119       778.03491 
        39.0000       813.56360       778.18091 
        40.0000       813.71600       778.32410 
        41.0000       813.86841       778.46503 
        42.0000       814.02081       778.60431 
        43.0000       814.17322       778.74872 
        44.0000       814.32562       778.89825 
        45.0000       814.47803       779.05035 
        46.0000       814.63037       779.20337 
        47.0000       814.78278       779.35681 
        48.0000       814.93518       779.50922 
        49.0000       815.08759       779.65997 
        50.0000       815.23999       779.80914 
        51.0000       815.39240       779.95636 
        52.0000       815.54480       780.10260 
        53.0000       815.69720       780.24908 
        54.0000       815.84961       780.39612 
        55.0000       816.00201       780.54327 
        56.0000       816.15442       780.68817 
        57.0000       816.30682       780.83057 
        58.0000       816.45923       780.97046 
        59.0000       816.61157       781.10815 
        60.0000       816.76398       781.24335 
        61.0000       816.91638       781.37744 
        62.0000       817.06879       781.51501 
        63.0000       817.22119       781.65466 
        64.0000       817.37360       781.79407 
        65.0000       817.52600       781.93036 
        66.0000       817.67841       782.06403 
        67.0000       817.83081       782.19824 
        68.0000       817.98322       782.33734 
        69.0000       818.13562       782.48010 
        70.0000       818.28802       782.62201 
        71.0000       818.44043       782.75903 
        72.0000       818.59277       782.89185 
        73.0000       818.74518       783.02118 
        74.0000       818.89758       783.14722 
        75.0000       819.04999       783.27185 
        76.0000       819.20239       783.39911 
        77.0000       819.35480       783.52899 
        78.0000       819.50720       783.66113 
        79.0000       819.65961       783.79480 
        80.0000       819.81201       783.92865 
        81.0000       819.96442       784.06213 
        82.0000       820.11682       784.19598 
        83.0000       820.26923       784.33075 
        84.0000       820.42157       784.46753 
        85.0000       820.57397       784.60767 
        86.0000       820.72638       784.75134 
        87.0000       820.87878       784.89691 
        88.0000       821.03119       785.04358 
        89.0000       821.18359       785.19031 
        90.0000       821.33600       785.33636 
        91.0000       821.48840       785.48151 
        92.0000       821.64081       785.62476 
        93.0000       821.79321       785.76556 
        94.0000       821.94562       785.90332 
        95.0000       822.09802       786.03821 
        96.0000       822.25043       786.17035 
        97.0000       822.40277       786.29980 
        98.0000       822.55518       786.42694 
        99.0000       822.70758       786.55334 
       100.0000       822.85999       786.67987 
       101.0000       823.01239       786.81177 
       102.0000       823.16479       786.95123 
       103.0000       823.31720       787.09552 
       104.0000       823.46960       787.24493 
       105.0000       823.62201       787.39661 
       106.0000       823.77441       787.54657 
       107.0000       823.92682       787.69354 
       108.0000       824.07922       787.83728 
       109.0000       824.23163       787.97845 
       110.0000       824.38397       788.11749 
       111.0000       824.53638       788.25476 
       112.0000       824.68878       788.39130 
       113.0000       824.84119       788.52667 
       114.0000       824.99359       788.66016 
       115.0000       825.14600       788.79077 
       116.0000       825.29840       788.91791 
       117.0000       825.45081       789.04242 
       118.0000       825.60321       789.16406 
       119.0000       825.75562       789.28333 
       120.0000       825.90802       789.40234 
       121.0000       826.06042       789.52600 
       122.0000       826.21283       789.65912 
       123.0000       826.36517       789.79834 
       124.0000       826.51758       789.94177 
       125.0000       826.66998       790.08862 
       126.0000       826.82239       790.23804 
       127.0000       826.97479       790.38867 
       128.0000       827.12720       790.53961 
       129.0000       827.27960       790.69025 
       130.0000       827.43201       790.84027 
       131.0000       827.58441       790.98901 
       132.0000       827.73682       791.13593 
       133.0000       827.88922       791.28070 
       134.0000       828.04163       791.42316 
       135.0000       828.19403       791.56317 
       136.0000       828.34637       791.70093 
       137.0000       828.49878       791.83655 
       138.0000       828.65118       791.97034 
       139.0000       828.80359       792.10236 
       140.0000       828.95599       792.23328 
       141.0000       829.10840       792.36566 
       142.0000       829.26080       792.50116 
       143.0000       829.41321       792.64014 
       144.0000       829.56561       792.78217 
       145.0000       829.71802       792.92676 
