   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;2 [   
                2 [A104006]     A104004]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       757.04382       794.99738 
         2.0000       757.13348       795.14978 
         3.0000       757.22241       795.30219 
         4.0000       757.31348       795.45459 
         5.0000       757.40839       795.60699 
         6.0000       757.50787       795.75940 
         7.0000       757.60950       795.91174 
         8.0000       757.70801       796.06415 
         9.0000       757.80151       796.21655 
        10.0000       757.89093       796.36896 
        11.0000       757.97913       796.52136 
        12.0000       758.06726       796.67377 
        13.0000       758.15356       796.82617 
        14.0000       758.23676       796.97858 
        15.0000       758.31549       797.13098 
        16.0000       758.39270       797.28339 
        17.0000       758.47125       797.43579 
        18.0000       758.55066       797.58820 
        19.0000       758.63202       797.74060 
        20.0000       758.71667       797.89294 
        21.0000       758.80292       798.04535 
        22.0000       758.89014       798.19775 
        23.0000       758.98010       798.35016 
        24.0000       759.07214       798.50256 
        25.0000       759.16217       798.65497 
        26.0000       759.24988       798.80737 
        27.0000       759.33264       798.95978 
        28.0000       759.40991       799.11218 
        29.0000       759.48798       799.26459 
        30.0000       759.56915       799.41699 
        31.0000       759.65430       799.56940 
        32.0000       759.74335       799.72174 
        33.0000       759.83368       799.87415 
        34.0000       759.92358       800.02655 
        35.0000       760.01221       800.17896 
        36.0000       760.09906       800.33136 
        37.0000       760.18298       800.48376 
        38.0000       760.26453       800.63617 
        39.0000       760.34521       800.78857 
        40.0000       760.42590       800.94098 
        41.0000       760.50836       801.09338 
        42.0000       760.59149       801.24579 
        43.0000       760.67511       801.39819 
        44.0000       760.76135       801.55060 
        45.0000       760.85138       801.70294 
        46.0000       760.94617       801.85535 
        47.0000       761.04547       802.00775 
        48.0000       761.14606       802.16016 
        49.0000       761.24597       802.31256 
        50.0000       761.34637       802.46497 
        51.0000       761.45013       802.61737 
        52.0000       761.55829       802.76978 
        53.0000       761.67383       802.92218 
        54.0000       761.80066       803.07458 
        55.0000       761.93823       803.22699 
        56.0000       762.08496       803.37939 
        57.0000       762.23932       803.53180 
        58.0000       762.39404       803.68414 
        59.0000       762.54279       803.83655 
        60.0000       762.68042       803.98895 
        61.0000       762.80243       804.14136 
