   PrimaryIndex TVD@UNKNOWN;6 [ TWOTIM@UNKNOWN;   
                A104556]        6 [A104558]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000      1500.15234      1308.85217 
         2.0000      1500.30481      1308.97107 
         3.0000      1500.45715      1309.09473 
         4.0000      1500.60962      1309.21667 
         5.0000      1500.76196      1309.33313 
         6.0000      1500.91443      1309.44141 
         7.0000      1501.06677      1309.54651 
         8.0000      1501.21924      1309.65210 
         9.0000      1501.37158      1309.76038 
        10.0000      1501.52405      1309.87170 
        11.0000      1501.67639      1309.98364 
        12.0000      1501.82886      1310.09460 
        13.0000      1501.98120      1310.20312 
        14.0000      1502.13354      1310.30994 
        15.0000      1502.28601      1310.41663 
        16.0000      1502.43835      1310.52527 
        17.0000      1502.59082      1310.63904 
        18.0000      1502.74316      1310.75964 
        19.0000      1502.89563      1310.89197 
        20.0000      1503.04797      1311.03552 
        21.0000      1503.20044      1311.18396 
        22.0000      1503.35278      1311.33350 
        23.0000      1503.50525      1311.48145 
        24.0000      1503.65759      1311.62622 
        25.0000      1503.81006      1311.76624 
        26.0000      1503.96240      1311.89844 
        27.0000      1504.11475      1312.02551 
        28.0000      1504.26721      1312.15076 
        29.0000      1504.41956      1312.27673 
        30.0000      1504.57202      1312.40430 
        31.0000      1504.72437      1312.53149 
        32.0000      1504.87683      1312.65601 
        33.0000      1505.02917      1312.77612 
        34.0000      1505.18164      1312.89368 
        35.0000      1505.33398      1313.01038 
        36.0000      1505.48645      1313.12817 
        37.0000      1505.63879      1313.24829 
        38.0000      1505.79126      1313.37073 
        39.0000      1505.94360      1313.49536 
        40.0000      1506.09595      1313.62036 
        41.0000      1506.24841      1313.74341 
        42.0000      1506.40076      1313.86108 
        43.0000      1506.55322      1313.97461 
        44.0000      1506.70557      1314.08728 
        45.0000      1506.85803      1314.20386 
        46.0000      1507.01038      1314.32849 
        47.0000      1507.16284      1314.45996 
        48.0000      1507.31519      1314.59814 
        49.0000      1507.46765      1314.74182 
        50.0000      1507.62000      1314.88562 
        51.0000      1507.77246      1315.02625 
        52.0000      1507.92480      1315.16089 
        53.0000      1508.07715      1315.29053 
        54.0000      1508.22961      1315.41821 
        55.0000      1508.38196      1315.54492 
        56.0000      1508.53442      1315.67236 
        57.0000      1508.68677      1315.80188 
        58.0000      1508.83923      1315.93469 
        59.0000      1508.99158      1316.07056 
        60.0000      1509.14404      1316.20764 
        61.0000      1509.29639      1316.34521 
        62.0000      1509.44885      1316.48315 
        63.0000      1509.60120      1316.62073 
        64.0000      1509.75354      1316.75842 
        65.0000      1509.90601      1316.89661 
        66.0000      1510.05835      1317.03528 
        67.0000      1510.21082      1317.17419 
        68.0000      1510.36316      1317.31238 
        69.0000      1510.51562      1317.44995 
        70.0000      1510.66797      1317.58887 
        71.0000      1510.82043      1317.73132 
        72.0000      1510.97278      1317.87891 
        73.0000      1511.12524      1318.02966 
        74.0000      1511.27759      1318.18127 
        75.0000      1511.43005      1318.32776 
        76.0000      1511.58240      1318.46375 
        77.0000      1511.73474      1318.58801 
        78.0000      1511.88721      1318.69946 
        79.0000      1512.03955      1318.80957 
        80.0000      1512.19202      1318.92761 
        81.0000      1512.34436      1319.05688 
        82.0000      1512.49683      1319.19775 
        83.0000      1512.64917      1319.34375 
        84.0000      1512.80164      1319.49487 
        85.0000      1512.95398      1319.65320 
        86.0000      1513.10645      1319.81653 
        87.0000      1513.25879      1319.98132 
        88.0000      1513.41125      1320.14636 
        89.0000      1513.56360      1320.31165 
        90.0000      1513.71594      1320.47791 
        91.0000      1513.86841      1320.64514 
        92.0000      1514.02075      1320.81165 
        93.0000      1514.17322      1320.97632 
        94.0000      1514.32556      1321.13721 
        95.0000      1514.47803      1321.29175 
        96.0000      1514.63037      1321.44055 
        97.0000      1514.78284      1321.58398 
        98.0000      1514.93518      1321.72266 
        99.0000      1515.08765      1321.85950 
       100.0000      1515.23999      1321.99634 
       101.0000      1515.39246      1322.13477 
       102.0000      1515.54480      1322.27539 
       103.0000      1515.69714      1322.41699 
       104.0000      1515.84961      1322.55957 
       105.0000      1516.00195      1322.70227 
       106.0000      1516.15442      1322.84424 
       107.0000      1516.30676      1322.98438 
       108.0000      1516.45923      1323.12183 
       109.0000      1516.61157      1323.25806 
       110.0000      1516.76404      1323.39392 
       111.0000      1516.91638      1323.53113 
       112.0000      1517.06885      1323.67017 
       113.0000      1517.22119      1323.81042 
       114.0000      1517.37366      1323.95178 
       115.0000      1517.52600      1324.09387 
       116.0000      1517.67834      1324.23657 
       117.0000      1517.83081      1324.38086 
       118.0000      1517.98315      1324.52734 
       119.0000      1518.13562      1324.67480 
       120.0000      1518.28796      1324.82104 
       121.0000      1518.44043      1324.96313 
       122.0000      1518.59277      1325.10229 
       123.0000      1518.74524      1325.24011 
       124.0000      1518.89758      1325.37744 
       125.0000      1519.05005      1325.51343 
       126.0000      1519.20239      1325.64795 
       127.0000      1519.35486      1325.77917 
       128.0000      1519.50720      1325.90479 
       129.0000      1519.65955      1326.02600 
       130.0000      1519.81201      1326.14307 
