   PrimaryIndex TVD@UNKNOWN;3 [ TWOTIM@UNKNOWN;   
                A97703]         3 [A97705]        
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       660.57782       632.78772 
         2.0000       660.73022       632.84729 
         3.0000       660.88263       632.90289 
         4.0000       661.03503       632.95758 
         5.0000       661.18744       633.01257 
         6.0000       661.33978       633.06842 
         7.0000       661.49219       633.12469 
         8.0000       661.64459       633.18060 
         9.0000       661.79700       633.23688 
        10.0000       661.94940       633.29828 
        11.0000       662.10181       633.36914 
        12.0000       662.25421       633.44843 
        13.0000       662.40662       633.53406 
        14.0000       662.55902       633.62152 
        15.0000       662.71143       633.70685 
        16.0000       662.86383       633.79150 
        17.0000       663.01624       633.87653 
        18.0000       663.16864       633.96350 
        19.0000       663.32098       634.04742 
        20.0000       663.47339       634.12555 
        21.0000       663.62579       634.19751 
        22.0000       663.77820       634.26062 
        23.0000       663.93060       634.31842 
        24.0000       664.08301       634.37390 
        25.0000       664.23541       634.42737 
        26.0000       664.38782       634.48083 
        27.0000       664.54022       634.53485 
        28.0000       664.69263       634.58868 
        29.0000       664.84503       634.64227 
        30.0000       664.99744       634.69470 
        31.0000       665.14984       634.74658 
        32.0000       665.30219       634.79895 
        33.0000       665.45459       634.85126 
        34.0000       665.60699       634.90326 
        35.0000       665.75940       634.95453 
        36.0000       665.91180       635.00531 
        37.0000       666.06421       635.05621 
        38.0000       666.21661       635.10760 
        39.0000       666.36902       635.15930 
        40.0000       666.52142       635.21143 
        41.0000       666.67383       635.26367 
        42.0000       666.82623       635.31592 
        43.0000       666.97864       635.36829 
        44.0000       667.13104       635.42059 
        45.0000       667.28339       635.47308 
        46.0000       667.43579       635.52594 
        47.0000       667.58820       635.57904 
        48.0000       667.74060       635.63196 
        49.0000       667.89301       635.68475 
        50.0000       668.04541       635.73682 
        51.0000       668.19781       635.78882 
        52.0000       668.35022       635.84131 
        53.0000       668.50262       635.89465 
        54.0000       668.65503       635.94940 
        55.0000       668.80743       636.00500 
        56.0000       668.95984       636.06085 
        57.0000       669.11218       636.11615 
        58.0000       669.26459       636.17047 
        59.0000       669.41699       636.22412 
        60.0000       669.56940       636.27753 
        61.0000       669.72180       636.33118 
        62.0000       669.87421       636.38489 
        63.0000       670.02661       636.43823 
        64.0000       670.17902       636.49060 
        65.0000       670.33142       636.54230 
        66.0000       670.48383       636.59460 
        67.0000       670.63623       636.64771 
        68.0000       670.78864       636.70166 
        69.0000       670.94104       636.75635 
        70.0000       671.09338       636.81158 
        71.0000       671.24579       636.86725 
        72.0000       671.39819       636.92303 
        73.0000       671.55060       636.97821 
        74.0000       671.70300       637.03253 
        75.0000       671.85541       637.08655 
        76.0000       672.00781       637.14093 
        77.0000       672.16022       637.19550 
        78.0000       672.31262       637.25018 
        79.0000       672.46503       637.30457 
        80.0000       672.61743       637.35883 
        81.0000       672.76984       637.41388 
        82.0000       672.92224       637.46997 
        83.0000       673.07458       637.52673 
        84.0000       673.22699       637.58386 
        85.0000       673.37939       637.64044 
        86.0000       673.53180       637.69647 
        87.0000       673.68420       637.75336 
        88.0000       673.83661       637.81079 
        89.0000       673.98901       637.86987 
        90.0000       674.14142       637.93500 
        91.0000       674.29382       638.00671 
        92.0000       674.44623       638.08167 
        93.0000       674.59863       638.15625 
        94.0000       674.75104       638.22443 
        95.0000       674.90344       638.28491 
        96.0000       675.05579       638.34113 
        97.0000       675.20819       638.39648 
        98.0000       675.36060       638.45355 
        99.0000       675.51300       638.51147 
       100.0000       675.66541       638.56970 
       101.0000       675.81781       638.62762 
       102.0000       675.97021       638.68463 
       103.0000       676.12262       638.74402 
       104.0000       676.27502       638.80524 
       105.0000       676.42743       638.86664 
       106.0000       676.57983       638.92749 
       107.0000       676.73224       638.98517 
       108.0000       676.88458       639.04047 
       109.0000       677.03699       639.09515 
       110.0000       677.18939       639.14948 
       111.0000       677.34180       639.20355 
       112.0000       677.49420       639.25775 
       113.0000       677.64661       639.31232 
       114.0000       677.79901       639.36731 
       115.0000       677.95142       639.42255 
       116.0000       678.10382       639.47778 
       117.0000       678.25623       639.53259 
       118.0000       678.40863       639.58661 
       119.0000       678.56104       639.64026 
       120.0000       678.71344       639.69360 
       121.0000       678.86578       639.74640 
       122.0000       679.01819       639.79956 
       123.0000       679.17059       639.85303 
       124.0000       679.32300       639.90857 
       125.0000       679.47540       639.96747 
       126.0000       679.62781       640.02863 
       127.0000       679.78021       640.09180 
       128.0000       679.93262       640.15424 
       129.0000       680.08502       640.21436 
       130.0000       680.23743       640.27307 
       131.0000       680.38983       640.32996 
       132.0000       680.54224       640.38641 
       133.0000       680.69464       640.44293 
       134.0000       680.84698       640.49915 
       135.0000       680.99939       640.55530 
       136.0000       681.15179       640.61267 
       137.0000       681.30420       640.67377 
       138.0000       681.45660       640.74072 
       139.0000       681.60901       640.81494 
       140.0000       681.76141       640.89178 
       141.0000       681.91382       640.96667 
       142.0000       682.06622       641.03717 
       143.0000       682.21863       641.10101 
       144.0000       682.37103       641.16132 
       145.0000       682.52344       641.22302 
