   PrimaryIndex TVD@UNKNOWN;4 [ TWOTIM@UNKNOWN;   
                A107949]        4 [A107951]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       426.12521       403.23453 
         2.0000       426.27759       403.27423 
         3.0000       426.42999       403.31396 
         4.0000       426.58240       403.35370 
         5.0000       426.73480       403.39343 
         6.0000       426.88721       403.43317 
         7.0000       427.03961       403.47296 
         8.0000       427.19199       403.51270 
         9.0000       427.34439       403.55243 
        10.0000       427.49680       403.59213 
        11.0000       427.64920       403.63187 
        12.0000       427.80161       403.67160 
        13.0000       427.95401       403.71130 
        14.0000       428.10641       403.75104 
        15.0000       428.25879       403.79077 
        16.0000       428.41119       403.83051 
        17.0000       428.56360       403.87024 
        18.0000       428.71600       403.90994 
        19.0000       428.86841       403.94968 
        20.0000       429.02081       403.98944 
        21.0000       429.17319       404.02921 
        22.0000       429.32559       404.06894 
        23.0000       429.47800       404.10867 
        24.0000       429.63040       404.14841 
        25.0000       429.78281       404.18814 
        26.0000       429.93521       404.22784 
        27.0000       430.08759       404.26761 
        28.0000       430.23999       404.30731 
        29.0000       430.39240       404.34708 
        30.0000       430.54480       404.38678 
        31.0000       430.69720       404.42648 
        32.0000       430.84961       404.46631 
        33.0000       431.00201       404.50601 
        34.0000       431.15439       404.54572 
        35.0000       431.30679       404.58548 
        36.0000       431.45920       404.62521 
        37.0000       431.61160       404.66495 
        38.0000       431.76401       404.70468 
        39.0000       431.91641       404.74438 
        40.0000       432.06879       404.78412 
        41.0000       432.22119       404.82385 
        42.0000       432.37360       404.86356 
        43.0000       432.52600       404.90332 
        44.0000       432.67841       404.94308 
        45.0000       432.83081       404.98282 
        46.0000       432.98322       405.02255 
        47.0000       433.13559       405.06226 
        48.0000       433.28799       405.10199 
        49.0000       433.44040       405.14172 
        50.0000       433.59280       405.18146 
        51.0000       433.74521       405.22119 
        52.0000       433.89761       405.26093 
        53.0000       434.04999       405.30066 
        54.0000       434.20239       405.35025 
        55.0000       434.35480       405.41040 
        56.0000       434.50720       405.46695 
        57.0000       434.65961       405.52402 
        58.0000       434.81201       405.58411 
        59.0000       434.96439       405.64874 
        60.0000       435.11679       405.71527 
        61.0000       435.26920       405.78275 
        62.0000       435.42160       405.84973 
        63.0000       435.57401       405.91519 
        64.0000       435.72641       405.97836 
        65.0000       435.87881       406.03574 
        66.0000       436.03119       406.08884 
        67.0000       436.18359       406.13867 
        68.0000       436.33600       406.18503 
        69.0000       436.48840       406.22910 
        70.0000       436.64081       406.27295 
        71.0000       436.79321       406.31714 
        72.0000       436.94559       406.36206 
        73.0000       437.09799       406.40732 
        74.0000       437.25040       406.45367 
        75.0000       437.40280       406.50452 
        76.0000       437.55521       406.55869 
        77.0000       437.70761       406.61578 
        78.0000       437.85999       406.67575 
        79.0000       438.01239       406.73676 
        80.0000       438.16479       406.79764 
        81.0000       438.31720       406.85828 
        82.0000       438.46960       406.91879 
        83.0000       438.62201       406.97913 
        84.0000       438.77441       407.03897 
        85.0000       438.92679       407.09714 
        86.0000       439.07919       407.15402 
        87.0000       439.23160       407.20956 
        88.0000       439.38400       407.26340 
        89.0000       439.53641       407.31656 
        90.0000       439.68881       407.36996 
        91.0000       439.84119       407.42581 
        92.0000       439.99359       407.48520 
        93.0000       440.14600       407.54706 
        94.0000       440.29840       407.61136 
        95.0000       440.45081       407.67972 
        96.0000       440.60321       407.75159 
        97.0000       440.75562       407.82739 
        98.0000       440.90799       407.90875 
        99.0000       441.06039       407.99139 
       100.0000       441.21280       408.07343 
       101.0000       441.36520       408.15030 
       102.0000       441.51761       408.22192 
       103.0000       441.67001       408.29047 
       104.0000       441.82239       408.35828 
       105.0000       441.97479       408.42752 
       106.0000       442.12720       408.49884 
       107.0000       442.27960       408.57245 
       108.0000       442.43201       408.64914 
       109.0000       442.58441       408.72601 
       110.0000       442.73679       408.80148 
       111.0000       442.88919       408.87219 
       112.0000       443.04160       408.93982 
       113.0000       443.19400       409.00485 
       114.0000       443.34641       409.06549 
       115.0000       443.49881       409.12100 
       116.0000       443.65121       409.17316 
       117.0000       443.80359       409.22342 
       118.0000       443.95599       409.27362 
       119.0000       444.10840       409.32455 
       120.0000       444.26080       409.37622 
       121.0000       444.41321       409.42993 
       122.0000       444.56561       409.48410 
       123.0000       444.71799       409.53769 
       124.0000       444.87039       409.58899 
       125.0000       445.02280       409.63916 
       126.0000       445.17520       409.69000 
       127.0000       445.32761       409.74271 
       128.0000       445.48001       409.79794 
       129.0000       445.63239       409.85422 
       130.0000       445.78479       409.91107 
       131.0000       445.93719       409.96725 
       132.0000       446.08960       410.02258 
       133.0000       446.24200       410.07742 
       134.0000       446.39441       410.13327 
       135.0000       446.54681       410.18951 
       136.0000       446.69919       410.24536 
       137.0000       446.85159       410.29962 
       138.0000       447.00400       410.35315 
       139.0000       447.15640       410.40750 
       140.0000       447.30881       410.46423 
       141.0000       447.46121       410.52435 
       142.0000       447.61359       410.58554 
       143.0000       447.76599       410.64658 
       144.0000       447.91840       410.70508 
       145.0000       448.07080       410.76233 
