   PrimaryIndex TVD@UNKNOWN;2 [ TWOTIM@UNKNOWN;   
                A93774]         2 [A93776]        
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000      1030.17126       956.42236 
         2.0000      1112.25818      1029.09729 
         3.0000      1167.73340      1069.05322 
         4.0000      1213.34363      1095.33374 
         5.0000      1252.43811      1130.06152 
         6.0000      1252.43823      1130.06165 
         7.0000      1274.80676      1155.40332 
         8.0000      1287.49683      1164.98804 
         9.0000      1553.22620      1358.13855 
        10.0000      1576.46924      1388.17334 
        11.0000      1576.46948      1388.17346 
        12.0000      1608.01343      1412.57678 
        13.0000      1657.81970      1434.16443 
        14.0000      1677.18884      1448.24329 
        15.0000      1770.52771      1496.11133 
        16.0000      1817.93787      1537.40918 
        17.0000      1861.84131      1582.46143 
        18.0000      1865.71521      1585.27734 
        19.0000      1928.98755      1642.53113 
        20.0000      2014.52612      1688.52209 
        21.0000      2015.50317      1689.42065 
        22.0000      2032.48865      1711.98682 
        23.0000      2050.36792      1730.75854 
        24.0000      2120.09668      1770.17932 
        25.0000      2260.91431      1872.53540 
        26.0000      2261.06689      1872.58655 
        27.0000      2261.21924      1872.63745 
        28.0000      2261.37158      1872.68738 
        29.0000      2261.52393      1872.73657 
        30.0000      2261.67651      1872.78552 
        31.0000      2261.82886      1872.83533 
        32.0000      2261.98120      1872.88477 
        33.0000      2262.13354      1872.93396 
        34.0000      2262.28589      1872.98267 
        35.0000      2262.43848      1873.03088 
        36.0000      2262.59082      1873.07922 
        37.0000      2262.74316      1873.12793 
        38.0000      2262.89551      1873.17737 
        39.0000      2263.04810      1873.22766 
        40.0000      2263.20044      1873.27795 
        41.0000      2263.35278      1873.32703 
        42.0000      2263.50513      1873.37476 
        43.0000      2263.65771      1873.42078 
        44.0000      2263.81006      1873.46594 
        45.0000      2263.96240      1873.51123 
        46.0000      2264.11475      1873.55676 
        47.0000      2264.26709      1873.60229 
        48.0000      2264.41968      1873.64771 
        49.0000      2264.57202      1873.69299 
        50.0000      2264.72437      1873.73828 
        51.0000      2264.87671      1873.78296 
        52.0000      2265.02930      1873.82739 
        53.0000      2265.18164      1873.87219 
        54.0000      2265.33398      1873.91919 
        55.0000      2265.48633      1873.96777 
        56.0000      2265.63892      1874.01843 
        57.0000      2265.79126      1874.07019 
        58.0000      2265.94360      1874.12183 
        59.0000      2266.09595      1874.17273 
        60.0000      2266.24829      1874.22314 
        61.0000      2266.40088      1874.27344 
        62.0000      2266.55322      1874.32446 
        63.0000      2266.70557      1874.37634 
        64.0000      2266.85791      1874.42859 
        65.0000      2267.01050      1874.48022 
        66.0000      2267.16284      1874.53064 
        67.0000      2267.31519      1874.57996 
        68.0000      2267.46753      1874.62927 
        69.0000      2267.62012      1874.67920 
        70.0000      2267.77246      1874.72986 
        71.0000      2267.92480      1874.78101 
        72.0000      2268.07715      1874.83252 
        73.0000      2268.22949      1874.88477 
        74.0000      2268.38208      1874.93713 
        75.0000      2268.53442      1874.98962 
        76.0000      2268.68677      1875.04224 
        77.0000      2268.83911      1875.09485 
        78.0000      2268.99170      1875.14783 
        79.0000      2269.14404      1875.20093 
        80.0000      2269.29639      1875.25305 
        81.0000      2269.44873      1875.30481 
        82.0000      2269.60132      1875.35620 
        83.0000      2269.75366      1875.40820 
        84.0000      2269.90601      1875.46069 
        85.0000      2270.05835      1875.51343 
        86.0000      2270.21069      1875.56592 
        87.0000      2270.36328      1875.61731 
        88.0000      2270.51562      1875.66809 
        89.0000      2270.66797      1875.71826 
        90.0000      2270.82031      1875.76831 
        91.0000      2270.97290      1875.81897 
        92.0000      2271.12524      1875.87012 
        93.0000      2271.27759      1875.92175 
        94.0000      2271.42993      1875.97351 
        95.0000      2271.58252      1876.02539 
        96.0000      2271.73486      1876.07764 
        97.0000      2271.88721      1876.13000 
        98.0000      2272.03955      1876.18250 
        99.0000      2272.19189      1876.23499 
       100.0000      2272.34448      1876.28748 
       101.0000      2272.49683      1876.33936 
       102.0000      2272.64917      1876.39038 
       103.0000      2272.80151      1876.43872 
       104.0000      2272.95410      1876.48572 
       105.0000      2273.10645      1876.53210 
       106.0000      2273.25879      1876.57935 
       107.0000      2273.41113      1876.62756 
       108.0000      2273.56372      1876.67651 
       109.0000      2273.71606      1876.72473 
       110.0000      2273.86841      1876.77112 
       111.0000      2274.02075      1876.81616 
       112.0000      2274.17310      1876.86084 
       113.0000      2274.32568      1876.90674 
       114.0000      2274.47803      1876.95337 
       115.0000      2274.63037      1877.00000 
       116.0000      2274.78271      1877.04480 
       117.0000      2274.93530      1877.08911 
       118.0000      2275.08765      1877.13379 
       119.0000      2275.23999      1877.18066 
       120.0000      2275.39233      1877.22986 
       121.0000      2275.54492      1877.28101 
       122.0000      2275.69727      1877.33496 
       123.0000      2275.84961      1877.39270 
       124.0000      2276.00195      1877.45203 
       125.0000      2276.15430      1877.51257 
       126.0000      2276.30688      1877.57385 
       127.0000      2276.45923      1877.63489 
       128.0000      2276.61157      1877.69556 
       129.0000      2276.76392      1877.75525 
       130.0000      2276.91650      1877.81543 
