   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;4 [   
                4 [A106945]     A106943]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       399.77545       476.65259 
         2.0000       400.03156       476.80499 
         3.0000       400.28763       476.95740 
         4.0000       400.54373       477.10980 
         5.0000       400.79980       477.26221 
         6.0000       401.05594       477.41461 
         7.0000       401.31195       477.56699 
         8.0000       401.56799       477.71939 
         9.0000       401.82410       477.87180 
        10.0000       402.08017       478.02420 
        11.0000       402.33627       478.17661 
        12.0000       402.59238       478.32901 
        13.0000       402.84845       478.48141 
        14.0000       403.10458       478.63379 
        15.0000       403.36057       478.78619 
        16.0000       403.61670       478.93860 
        17.0000       403.87271       479.09100 
        18.0000       404.12885       479.24341 
        19.0000       404.38492       479.39581 
        20.0000       404.64096       479.54819 
        21.0000       404.89706       479.70059 
        22.0000       405.15317       479.85300 
        23.0000       405.40918       480.00540 
        24.0000       405.66534       480.15781 
        25.0000       405.92142       480.31021 
        26.0000       406.17749       480.46259 
        27.0000       406.43350       480.61499 
        28.0000       406.68958       480.76740 
        29.0000       406.94565       480.91980 
        30.0000       407.20181       481.07220 
        31.0000       407.45789       481.22461 
        32.0000       407.71399       481.37701 
        33.0000       407.97003       481.52939 
        34.0000       408.22607       481.68179 
        35.0000       408.48218       481.83420 
        36.0000       408.73831       481.98660 
        37.0000       408.99435       482.13901 
        38.0000       409.25034       482.29141 
        39.0000       409.50653       482.44379 
        40.0000       409.76257       482.59619 
        41.0000       410.01865       482.74860 
        42.0000       410.27478       482.90100 
        43.0000       410.53076       483.05341 
        44.0000       410.78693       483.20581 
        45.0000       411.04297       483.35822 
        46.0000       411.29901       483.51059 
        47.0000       411.55511       483.66299 
        48.0000       411.81119       483.81540 
        49.0000       412.06732       483.96780 
        50.0000       412.32339       484.12021 
        51.0000       412.57950       484.27261 
        52.0000       412.83554       484.42499 
        53.0000       413.09149       484.57739 
        54.0000       413.34769       484.72980 
        55.0000       413.60373       484.88220 
        56.0000       413.85986       485.03461 
        57.0000       414.11597       485.18701 
        58.0000       414.37210       485.33939 
        59.0000       414.62802       485.49179 
        60.0000       414.88416       485.64420 
        61.0000       415.14026       485.79660 
