   PrimaryIndex TVD@UNKNOWN;3 [ TWOTIM@UNKNOWN;   
                A102096]        3 [A102098]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       457.86841       461.17542 
         2.0000       458.02081       461.32590 
         3.0000       458.17322       461.47284 
         4.0000       458.32559       461.61841 
         5.0000       458.47800       461.76648 
         6.0000       458.63040       461.91876 
         7.0000       458.78281       462.07581 
         8.0000       458.93521       462.23697 
         9.0000       459.08762       462.39914 
        10.0000       459.23999       462.55920 
        11.0000       459.39240       462.71616 
        12.0000       459.54480       462.87042 
        13.0000       459.69720       463.02203 
        14.0000       459.84961       463.16919 
        15.0000       460.00201       463.31015 
        16.0000       460.15439       463.44315 
        17.0000       460.30679       463.57098 
        18.0000       460.45920       463.69931 
        19.0000       460.61160       463.82922 
        20.0000       460.76401       463.96085 
        21.0000       460.91641       464.09473 
        22.0000       461.06882       464.23117 
        23.0000       461.22119       464.36880 
        24.0000       461.37360       464.50424 
        25.0000       461.52600       464.63583 
        26.0000       461.67841       464.76428 
        27.0000       461.83081       464.89371 
        28.0000       461.98322       465.02841 
        29.0000       462.13559       465.16812 
        30.0000       462.28799       465.30902 
        31.0000       462.44040       465.45047 
        32.0000       462.59280       465.59375 
        33.0000       462.74521       465.73853 
        34.0000       462.89761       465.88443 
        35.0000       463.05002       466.02881 
        36.0000       463.20239       466.16895 
        37.0000       463.35480       466.30615 
        38.0000       463.50720       466.44217 
        39.0000       463.65961       466.57751 
        40.0000       463.81201       466.71323 
        41.0000       463.96442       466.84973 
        42.0000       464.11679       466.98767 
        43.0000       464.26920       467.12521 
        44.0000       464.42160       467.26089 
        45.0000       464.57401       467.39484 
        46.0000       464.72641       467.52823 
        47.0000       464.87881       467.66647 
        48.0000       465.03119       467.81223 
        49.0000       465.18359       467.96448 
        50.0000       465.33600       468.12079 
        51.0000       465.48840       468.27756 
        52.0000       465.64081       468.43301 
        53.0000       465.79321       468.58636 
        54.0000       465.94562       468.73779 
        55.0000       466.09799       468.88974 
        56.0000       466.25040       469.04358 
        57.0000       466.40280       469.20004 
        58.0000       466.55521       469.35797 
        59.0000       466.70761       469.51349 
        60.0000       466.86002       469.66528 
        61.0000       467.01239       469.81424 
        62.0000       467.16479       469.96320 
        63.0000       467.31720       470.11420 
        64.0000       467.46960       470.26639 
        65.0000       467.62201       470.41690 
        66.0000       467.77441       470.56104 
        67.0000       467.92679       470.70273 
        68.0000       468.07919       470.84854 
        69.0000       468.23160       471.00031 
        70.0000       468.38400       471.15891 
        71.0000       468.53641       471.32016 
        72.0000       468.68881       471.48059 
        73.0000       468.84122       471.63840 
        74.0000       468.99359       471.79446 
        75.0000       469.14600       471.94971 
        76.0000       469.29840       472.10175 
        77.0000       469.45081       472.25095 
        78.0000       469.60321       472.39603 
        79.0000       469.75562       472.53122 
        80.0000       469.90799       472.65955 
        81.0000       470.06039       472.78842 
        82.0000       470.21280       472.92230 
        83.0000       470.36520       473.06485 
        84.0000       470.51761       473.21301 
        85.0000       470.67001       473.36014 
        86.0000       470.82242       473.50366 
        87.0000       470.97479       473.64450 
        88.0000       471.12720       473.78354 
        89.0000       471.27960       473.92105 
        90.0000       471.43201       474.05765 
        91.0000       471.58441       474.19449 
        92.0000       471.73682       474.33408 
        93.0000       471.88919       474.47720 
        94.0000       472.04160       474.62357 
        95.0000       472.19400       474.77301 
        96.0000       472.34641       474.92245 
        97.0000       472.49881       475.06937 
        98.0000       472.65121       475.21338 
        99.0000       472.80359       475.35266 
       100.0000       472.95599       475.48889 
       101.0000       473.10840       475.62628 
       102.0000       473.26080       475.76749 
       103.0000       473.41321       475.91296 
       104.0000       473.56561       476.05878 
       105.0000       473.71802       476.20020 
       106.0000       473.87039       476.33554 
       107.0000       474.02280       476.46533 
       108.0000       474.17520       476.59311 
       109.0000       474.32761       476.72250 
       110.0000       474.48001       476.85590 
       111.0000       474.63242       476.99570 
       112.0000       474.78479       477.14322 
       113.0000       474.93719       477.29837 
       114.0000       475.08960       477.45850 
       115.0000       475.24200       477.62006 
       116.0000       475.39441       477.78043 
       117.0000       475.54681       477.93817 
       118.0000       475.69922       478.09149 
       119.0000       475.85159       478.23761 
       120.0000       476.00400       478.37537 
       121.0000       476.15640       478.50665 
       122.0000       476.30881       478.63800 
       123.0000       476.46121       478.77582 
       124.0000       476.61362       478.92188 
       125.0000       476.76599       479.07584 
       126.0000       476.91840       479.23373 
       127.0000       477.07080       479.39066 
       128.0000       477.22321       479.54373 
       129.0000       477.37561       479.69000 
       130.0000       477.52802       479.82761 
       131.0000       477.68039       479.95715 
       132.0000       477.83279       480.08154 
       133.0000       477.98520       480.20483 
       134.0000       478.13760       480.33209 
       135.0000       478.29001       480.46692 
       136.0000       478.44241       480.60883 
       137.0000       478.59482       480.75467 
       138.0000       478.74719       480.90326 
       139.0000       478.89960       481.05432 
       140.0000       479.05200       481.20944 
       141.0000       479.20441       481.37000 
       142.0000       479.35681       481.53394 
       143.0000       479.50922       481.69873 
       144.0000       479.66159       481.86328 
       145.0000       479.81400       482.02551 
