   PrimaryIndex TVD@UNKNOWN;4 [ TWOTIM@UNKNOWN;   
                A107905]        4 [A107907]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       366.33588       360.00995 
         2.0000       406.92426       398.43814 
         3.0000       465.80457       437.54156 
         4.0000       468.15323       439.21396 
         5.0000       576.19061       553.38635 
         6.0000       620.20660       598.82227 
         7.0000       677.67206       650.08331 
         8.0000       718.00000       681.68286 
         9.0000       735.02386       694.35419 
        10.0000       740.00000       698.56451 
        11.0000       762.00000       717.17908 
        12.0000       785.00000       735.79370 
        13.0000       807.00000       754.40839 
        14.0000       818.19415       763.09064 
        15.0000       831.00000       775.68500 
        16.0000       854.00000       799.28918 
        17.0000       877.00000       822.89319 
        18.0000       900.00000       846.49689 
        19.0000       916.35602       863.28259 
        20.0000       923.00000       868.66614 
        21.0000       946.00000       887.30237 
        22.0000       970.00000       905.93854 
        23.0000       993.00000       924.57501 
        24.0000      1017.00000       943.21124 
        25.0000      1030.36401       953.58856 
        26.0000      1030.36414       953.58862 
        27.0000      1041.00000       962.45184 
        28.0000      1062.37390       980.26343 
        29.0000      1062.37402       980.26349 
        30.0000      1065.00000       982.59351 
        31.0000      1089.00000      1003.88837 
        32.0000      1113.00000      1025.18323 
        33.0000      1137.00000      1046.47778 
        34.0000      1162.00000      1067.77234 
        35.0000      1186.00000      1089.06726 
        36.0000      1211.00000      1110.36182 
        37.0000      1236.00000      1131.65674 
        38.0000      1242.34705      1137.06311 
        39.0000      1242.34717      1137.06323 
        40.0000      1261.00000      1152.05640 
        41.0000      1281.18616      1168.28210 
        42.0000      1286.00000      1172.30627 
        43.0000      1311.00000      1193.20508 
        44.0000      1336.00000      1214.10376 
        45.0000      1348.56873      1224.20654 
        46.0000      1362.00000      1234.29797 
        47.0000      1387.00000      1253.83276 
        48.0000      1413.00000      1273.36755 
        49.0000      1420.45935      1279.19617 
        50.0000      1438.00000      1290.79675 
        51.0000      1446.35876      1296.11230 
        52.0000      1464.00000      1307.65271 
        53.0000      1496.00000      1324.66089 
        54.0000      1517.00000      1341.66943 
        55.0000      1543.00000      1358.67798 
        56.0000      1569.00000      1375.68628 
        57.0000      1592.29663      1390.36182 
        58.0000      1596.00000      1393.10498 
        59.0000      1622.00000      1413.10486 
        60.0000      1649.00000      1433.10486 
        61.0000      1676.00000      1453.10486 
        62.0000      1703.00000      1473.10510 
        63.0000      1730.00000      1493.10510 
        64.0000      1758.00000      1513.10498 
        65.0000      1785.00000      1533.10498 
        66.0000      1813.00000      1553.10486 
        67.0000      1841.00000      1573.10486 
        68.0000      1868.00000      1593.10510 
        69.0000      1896.00000      1613.10510 
        70.0000      1925.00000      1633.10498 
        71.0000      1953.00000      1653.10498 
        72.0000      1981.00000      1673.10486 
        73.0000      2010.00000      1693.10486 
        74.0000      2038.00000      1713.10510 
        75.0000      2067.00000      1733.10510 
        76.0000      2096.00000      1753.10510 
        77.0000      2125.00000      1773.10498 
        78.0000      2155.00000      1793.10486 
        79.0000      2184.00000      1813.10486 
        80.0000      2214.00000      1833.10510 
        81.0000      2243.00000      1853.10510 
        82.0000      2273.00000      1873.10510 
        83.0000      2303.00000      1893.10498 
        84.0000      2333.00000      1913.10486 
        85.0000      2364.00000      1933.10486 
        86.0000      2394.00000      1953.10510 
        87.0000      2425.00000      1973.10486 
        88.0000      2455.00000      1993.10498 
        89.0000      2486.00000      2013.10535 
        90.0000      2517.00000      2033.10535 
        91.0000      2548.00000      2053.10547 
        92.0000      2580.00000      2073.10522 
        93.0000      2611.00000      2093.10522 
        94.0000      2643.00000      2113.10498 
        95.0000      2675.00000      2133.10498 
        96.0000      2707.00000      2153.10498 
        97.0000      2739.00000      2173.10498 
        98.0000      2771.00000      2193.10498 
        99.0000      2803.00000      2213.10498 
       100.0000      2836.00000      2233.10498 
       101.0000      2869.00000      2253.10547 
       102.0000      2902.00000      2273.10547 
       103.0000      2935.00000      2293.10547 
       104.0000      2968.00000      2313.10522 
       105.0000      3001.00000      2333.10522 
       106.0000      3035.00000      2353.10498 
       107.0000      3068.00000      2373.10498 
       108.0000      3102.00000      2393.10498 
       109.0000      3136.00000      2413.10498 
       110.0000      3171.00000      2433.10498 
       111.0000      3205.00000      2453.10498 
       112.0000      3240.00000      2473.10498 
       113.0000      3274.00000      2493.10547 
       114.0000      3309.00000      2513.10547 
       115.0000      3344.00000      2533.10547 
       116.0000      3379.00000      2553.10547 
       117.0000      3415.00000      2573.10522 
       118.0000      3450.00000      2593.10522 
       119.0000      3486.00000      2613.10498 
       120.0000      3522.00000      2633.10498 
       121.0000      3558.00000      2653.10498 
       122.0000      3595.00000      2673.10498 
       123.0000      3631.00000      2693.10498 
       124.0000      3668.00000      2713.10547 
       125.0000      3695.00000      2733.10547 
       126.0000      3741.00000      2753.10547 
       127.0000      3779.00000      2773.10547 
       128.0000      3816.00000      2793.10547 
       129.0000      3854.00000      2813.10522 
       130.0000      3891.00000      2833.10522 
       131.0000      3929.00000      2853.10498 
       132.0000      3967.00000      2873.10498 
       133.0000      4006.00000      2893.10498 
