   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A104097]     A104095]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       438.12894       453.55341 
         2.0000       438.28094       453.70581 
         3.0000       438.43256       453.85822 
         4.0000       438.58453       454.01059 
         5.0000       438.73453       454.16299 
         6.0000       438.87915       454.31540 
         7.0000       439.01901       454.46780 
         8.0000       439.14993       454.62021 
         9.0000       439.26605       454.77261 
        10.0000       439.36594       454.92499 
        11.0000       439.45621       455.07739 
        12.0000       439.54892       455.22980 
        13.0000       439.65173       455.38220 
        14.0000       439.76511       455.53461 
        15.0000       439.88474       455.68701 
        16.0000       440.00955       455.83939 
        17.0000       440.14163       455.99179 
        18.0000       440.27835       456.14420 
        19.0000       440.41498       456.29660 
        20.0000       440.54446       456.44901 
        21.0000       440.66516       456.60141 
        22.0000       440.78183       456.75381 
        23.0000       440.89819       456.90619 
        24.0000       441.01428       457.05859 
        25.0000       441.13000       457.21100 
        26.0000       441.24823       457.36340 
        27.0000       441.36990       457.51581 
        28.0000       441.49518       457.66821 
        29.0000       441.62650       457.82059 
        30.0000       441.75955       457.97299 
        31.0000       441.89124       458.12540 
        32.0000       442.02319       458.27780 
        33.0000       442.15591       458.43021 
        34.0000       442.29361       458.58261 
        35.0000       442.44037       458.73502 
        36.0000       442.59332       458.88739 
        37.0000       442.74646       459.03979 
        38.0000       442.89685       459.19220 
        39.0000       443.04279       459.34460 
        40.0000       443.18637       459.49701 
        41.0000       443.32907       459.64941 
        42.0000       443.46933       459.80179 
        43.0000       443.61066       459.95419 
        44.0000       443.75745       460.10660 
        45.0000       443.91388       460.25900 
        46.0000       444.08121       460.41141 
        47.0000       444.25409       460.56381 
        48.0000       444.42383       460.71619 
        49.0000       444.58554       460.86859 
        50.0000       444.73962       461.02100 
        51.0000       444.88812       461.17340 
        52.0000       445.03210       461.32581 
        53.0000       445.17273       461.47821 
        54.0000       445.31079       461.63062 
        55.0000       445.44818       461.78299 
        56.0000       445.58884       461.93539 
        57.0000       445.73700       462.08780 
        58.0000       445.89209       462.24020 
        59.0000       446.05249       462.39261 
        60.0000       446.21741       462.54501 
        61.0000       446.38428       462.69739 
