   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A101456]     A101454]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       694.31818       718.00000 
         2.0000       713.99744       740.00000 
         3.0000       733.67670       762.00000 
         4.0000       753.35590       785.00000 
         5.0000       773.03522       807.00000 
         6.0000       792.71442       831.00000 
         7.0000       812.39374       854.00000 
         8.0000       832.07300       877.00000 
         9.0000       851.75220       900.00000 
        10.0000       871.43140       923.00000 
        11.0000       891.11066       946.00000 
        12.0000       910.78992       970.00000 
        13.0000       930.46930       993.00000 
        14.0000       950.14844      1017.00000 
        15.0000       969.82770      1041.00000 
        16.0000       989.50690      1065.00000 
        17.0000      1009.18628      1089.00000 
        18.0000      1028.86548      1113.00000 
        19.0000      1041.89734      1128.89319 
        20.0000      1048.42151      1137.00000 
        21.0000      1067.73645      1162.00000 
        22.0000      1087.05115      1186.00000 
        23.0000      1106.36597      1211.00000 
        24.0000      1124.03308      1233.86731 
        25.0000      1125.69592      1236.00000 
        26.0000      1136.24048      1249.52441 
        27.0000      1144.26208      1261.00000 
        28.0000      1159.54968      1282.87048 
        29.0000      1161.27637      1284.81982 
        30.0000      1162.58215      1286.00000 
        31.0000      1188.23792      1309.18640 
        32.0000      1190.88281      1311.00000 
        33.0000      1191.08081      1311.13574 
        34.0000      1218.08826      1334.48547 
        35.0000      1219.06689      1336.00000 
        36.0000      1221.26428      1339.53711 
        37.0000      1229.34570      1356.88220 
        38.0000      1231.61755      1362.00000 
        39.0000      1240.31982      1380.84912 
        40.0000      1244.73865      1386.11340 
        41.0000      1244.73877      1386.11353 
        42.0000      1245.53625      1387.00000 
        43.0000      1263.34534      1407.58826 
        44.0000      1264.30823      1408.50610 
        45.0000      1267.76538      1413.00000 
        46.0000      1287.76721      1438.00000 
        47.0000      1307.76892      1464.00000 
        48.0000      1327.77087      1496.00000 
        49.0000      1347.77258      1517.00000 
        50.0000      1367.77466      1543.00000 
        51.0000      1387.77649      1569.00000 
        52.0000      1407.77832      1596.00000 
        53.0000      1427.78015      1622.00000 
        54.0000      1447.78198      1649.00000 
        55.0000      1467.78381      1676.00000 
        56.0000      1472.55908      1682.44604 
