   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A105379]     A105377]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       829.95111       894.84241 
         2.0000       830.07117       894.99481 
         3.0000       830.19135       895.14722 
         4.0000       830.31152       895.29962 
         5.0000       830.43121       895.45203 
         6.0000       830.54901       895.60443 
         7.0000       830.66180       895.75677 
         8.0000       830.76819       895.90918 
         9.0000       830.86755       896.06158 
        10.0000       830.95966       896.21399 
        11.0000       831.05042       896.36639 
        12.0000       831.14551       896.51880 
        13.0000       831.24707       896.67120 
        14.0000       831.35559       896.82361 
        15.0000       831.46844       896.97601 
        16.0000       831.58167       897.12842 
        17.0000       831.69159       897.28082 
        18.0000       831.79633       897.43323 
        19.0000       831.89569       897.58563 
        20.0000       831.99066       897.73798 
        21.0000       832.08368       897.89038 
        22.0000       832.17767       898.04279 
        23.0000       832.27539       898.19519 
        24.0000       832.38055       898.34760 
        25.0000       832.49677       898.50000 
        26.0000       832.62543       898.65240 
        27.0000       832.76520       898.80481 
        28.0000       832.91211       898.95721 
        29.0000       833.06122       899.10962 
        30.0000       833.20844       899.26202 
        31.0000       833.35028       899.41443 
        32.0000       833.48547       899.56677 
        33.0000       833.61493       899.71918 
        34.0000       833.74158       899.87158 
        35.0000       833.86865       900.02399 
        36.0000       833.99670       900.17639 
        37.0000       834.12610       900.32880 
        38.0000       834.25641       900.48120 
        39.0000       834.38574       900.63361 
        40.0000       834.51355       900.78601 
        41.0000       834.63916       900.93842 
        42.0000       834.76172       901.09082 
        43.0000       834.88330       901.24323 
        44.0000       835.00562       901.39563 
        45.0000       835.13239       901.54797 
        46.0000       835.26556       901.70038 
        47.0000       835.40100       901.85278 
        48.0000       835.53223       902.00519 
        49.0000       835.65570       902.15759 
        50.0000       835.77032       902.31000 
        51.0000       835.88000       902.46240 
        52.0000       835.99164       902.61481 
        53.0000       836.10541       902.76721 
        54.0000       836.22052       902.91962 
        55.0000       836.33826       903.07202 
        56.0000       836.45819       903.22443 
        57.0000       836.57977       903.37683 
        58.0000       836.70337       903.52917 
        59.0000       836.82812       903.68158 
        60.0000       836.95233       903.83398 
        61.0000       837.07275       903.98639 
