   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;5 [   
                5 [A95815]      A95813]           
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       422.29333       461.87500 
         2.0000       422.40442       462.00000 
         3.0000       422.51834       462.12500 
         4.0000       422.63495       462.25000 
         5.0000       422.75299       462.37500 
         6.0000       422.87198       462.50000 
         7.0000       422.99225       462.62500 
         8.0000       423.11356       462.75000 
         9.0000       423.23529       462.87500 
        10.0000       423.35696       463.00000 
        11.0000       423.47678       463.12500 
        12.0000       423.59323       463.25000 
        13.0000       423.70685       463.37500 
        14.0000       423.81799       463.50000 
        15.0000       423.92685       463.62500 
        16.0000       424.03568       463.75000 
        17.0000       424.14566       463.87500 
        18.0000       424.25760       464.00000 
        19.0000       424.37259       464.12500 
        20.0000       424.49005       464.25000 
        21.0000       424.60849       464.37500 
        22.0000       424.72714       464.50000 
        23.0000       424.84454       464.62500 
        24.0000       424.95923       464.75000 
        25.0000       425.07150       464.87500 
        26.0000       425.18130       465.00000 
        27.0000       425.28772       465.12500 
        28.0000       425.39185       465.25000 
        29.0000       425.49530       465.37500 
        30.0000       425.59879       465.50000 
        31.0000       425.70374       465.62500 
        32.0000       425.81113       465.75000 
        33.0000       425.92047       465.87500 
        34.0000       426.03156       466.00000 
        35.0000       426.14459       466.12500 
        36.0000       426.25873       466.25000 
        37.0000       426.37311       466.37500 
        38.0000       426.48746       466.50000 
        39.0000       426.60165       466.62500 
        40.0000       426.71582       466.75000 
        41.0000       426.83005       466.87500 
        42.0000       426.94452       467.00000 
        43.0000       427.05939       467.12500 
        44.0000       427.17432       467.25000 
        45.0000       427.28885       467.37500 
        46.0000       427.40244       467.50000 
        47.0000       427.51419       467.62500 
        48.0000       427.62463       467.75000 
        49.0000       427.73505       467.87500 
        50.0000       427.84641       468.00000 
        51.0000       427.96048       468.12500 
        52.0000       428.07758       468.25000 
        53.0000       428.19604       468.37500 
        54.0000       428.31506       468.50000 
        55.0000       428.43332       468.62500 
        56.0000       428.54993       468.75000 
        57.0000       428.66522       468.87500 
        58.0000       428.77930       469.00000 
        59.0000       428.89142       469.12500 
        60.0000       429.00134       469.25000 
        61.0000       429.10977       469.37500 
