   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;2 [   
                2 [A98623]      A98621]           
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       378.09210       438.19659 
         2.0000       378.09216       438.19666 
         3.0000       552.42200       695.01385 
         4.0000       573.73859       718.00000 
         5.0000       595.31305       740.00000 
         6.0000       616.88782       762.00000 
         7.0000       638.46271       785.00000 
         8.0000       660.03735       807.00000 
         9.0000       681.61188       831.00000 
        10.0000       703.18677       854.00000 
        11.0000       724.76154       877.00000 
        12.0000       746.33606       900.00000 
        13.0000       756.18433       910.49884 
        14.0000       766.63763       923.00000 
        15.0000       785.86963       946.00000 
        16.0000       805.10156       970.00000 
        17.0000       824.33386       993.00000 
        18.0000       843.56586      1017.00000 
        19.0000       862.79779      1041.00000 
        20.0000       882.02991      1065.00000 
        21.0000       887.49762      1071.82324 
        22.0000       905.79694      1089.00000 
        23.0000       931.36499      1113.00000 
        24.0000       956.93311      1137.00000 
        25.0000       982.50110      1162.00000 
        26.0000      1008.06927      1186.00000 
        27.0000      1033.63733      1211.00000 
        28.0000      1059.20593      1236.00000 
        29.0000      1066.35559      1242.99084 
        30.0000      1080.81042      1261.00000 
        31.0000      1100.87659      1286.00000 
        32.0000      1120.94250      1311.00000 
        33.0000      1141.00867      1336.00000 
        34.0000      1161.07471      1362.00000 
        35.0000      1181.14099      1387.00000 
        36.0000      1201.20715      1413.00000 
        37.0000      1221.27332      1438.00000 
        38.0000      1241.33923      1464.00000 
        39.0000      1261.40540      1496.00000 
        40.0000      1263.32568      1498.00977 
        41.0000      1279.01929      1517.00000 
        42.0000      1296.37402      1543.00000 
        43.0000      1313.72839      1569.00000 
        44.0000      1331.08276      1596.00000 
        45.0000      1335.77454      1603.02893 
        46.0000      1356.42334      1622.00000 
        47.0000      1374.68311      1639.42114 
        48.0000      1374.68323      1639.42126 
        49.0000      1381.83582      1649.00000 
        50.0000      1401.99707      1676.00000 
        51.0000      1422.15869      1703.00000 
        52.0000      1442.32007      1730.00000 
        53.0000      1462.48132      1758.00000 
        54.0000      1465.27197      1761.73706 
        55.0000      1479.71143      1785.00000 
        56.0000      1496.47034      1813.00000 
