   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A105840]     A105822]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000         0.19197         0.23476 
         2.0000         0.32652         0.38716 
         3.0000         0.46106         0.53956 
         4.0000         0.59560         0.69196 
         5.0000         0.73014         0.84436 
         6.0000         0.86469         0.99676 
         7.0000         0.99923         1.14916 
         8.0000         1.13377         1.30156 
         9.0000         1.26831         1.45396 
        10.0000         1.40286         1.60636 
        11.0000         1.53740         1.75876 
        12.0000         1.67194         1.91116 
        13.0000         1.80648         2.06356 
        14.0000         1.94103         2.21596 
        15.0000         2.07557         2.36836 
        16.0000         2.21011         2.52076 
        17.0000         2.34466         2.67316 
        18.0000         2.47920         2.82556 
        19.0000         2.61374         2.97796 
        20.0000         2.74828         3.13036 
        21.0000         2.88283         3.28276 
        22.0000         3.01737         3.43516 
        23.0000         3.15191         3.58756 
        24.0000         3.28645         3.73996 
        25.0000         3.42100         3.89236 
        26.0000         3.55554         4.04476 
        27.0000         3.69008         4.19716 
        28.0000         3.82463         4.34956 
        29.0000         3.95917         4.50196 
        30.0000         4.09371         4.65436 
        31.0000         4.22825         4.80676 
        32.0000         4.36280         4.95916 
        33.0000         4.49734         5.11156 
        34.0000         4.63188         5.26396 
        35.0000         4.76642         5.41636 
        36.0000         4.90097         5.56876 
        37.0000         5.03551         5.72116 
        38.0000         5.17005         5.87356 
        39.0000         5.30459         6.02596 
        40.0000         5.43914         6.17836 
        41.0000         5.57368         6.33076 
        42.0000         5.70822         6.48316 
        43.0000         5.84277         6.63556 
        44.0000         5.97731         6.78796 
        45.0000         6.11185         6.94036 
        46.0000         6.24639         7.09276 
        47.0000         6.38094         7.24516 
        48.0000         6.51548         7.39756 
        49.0000         6.65002         7.54996 
        50.0000         6.78456         7.70236 
        51.0000         6.91911         7.85476 
        52.0000         7.05365         8.00716 
        53.0000         7.18819         8.15956 
        54.0000         7.32274         8.31196 
        55.0000         7.45728         8.46436 
        56.0000         7.59182         8.61676 
        57.0000         7.72636         8.76916 
        58.0000         7.86091         8.92156 
        59.0000         7.99545         9.07396 
        60.0000         8.12999         9.22636 
        61.0000         8.26453         9.37876 
