   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A103195]     A103193]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       936.63708      1013.15240 
         2.0000       936.77161      1013.30481 
         3.0000       936.90338      1013.45721 
         4.0000       937.03381      1013.60962 
         5.0000       937.16467      1013.76202 
         6.0000       937.29797      1013.91443 
         7.0000       937.43396      1014.06677 
         8.0000       937.57098      1014.21918 
         9.0000       937.70886      1014.37158 
        10.0000       937.84711      1014.52399 
        11.0000       937.98511      1014.67639 
        12.0000       938.12286      1014.82880 
        13.0000       938.26074      1014.98120 
        14.0000       938.39978      1015.13361 
        15.0000       938.54077      1015.28601 
        16.0000       938.68549      1015.43842 
        17.0000       938.83313      1015.59082 
        18.0000       938.98224      1015.74323 
        19.0000       939.13092      1015.89563 
        20.0000       939.27686      1016.04797 
        21.0000       939.42102      1016.20038 
        22.0000       939.56482      1016.35278 
        23.0000       939.71118      1016.50519 
        24.0000       939.86060      1016.65759 
        25.0000       940.01288      1016.81000 
        26.0000       940.16705      1016.96240 
        27.0000       940.32153      1017.11481 
        28.0000       940.47546      1017.26721 
        29.0000       940.62878      1017.41962 
        30.0000       940.78174      1017.57202 
        31.0000       940.93433      1017.72443 
        32.0000       941.08594      1017.87677 
        33.0000       941.23572      1018.02917 
        34.0000       941.38385      1018.18158 
        35.0000       941.53021      1018.33398 
        36.0000       941.67450      1018.48639 
        37.0000       941.81744      1018.63879 
        38.0000       941.96021      1018.79120 
        39.0000       942.10382      1018.94360 
        40.0000       942.24884      1019.09601 
        41.0000       942.39484      1019.24841 
        42.0000       942.54156      1019.40082 
        43.0000       942.68835      1019.55322 
        44.0000       942.83508      1019.70563 
        45.0000       942.98132      1019.85797 
        46.0000       943.12585      1020.01038 
        47.0000       943.26764      1020.16278 
        48.0000       943.40570      1020.31519 
        49.0000       943.54016      1020.46759 
        50.0000       943.67407      1020.62000 
        51.0000       943.80908      1020.77240 
        52.0000       943.94678      1020.92480 
        53.0000       944.08716      1021.07721 
        54.0000       944.22998      1021.22961 
        55.0000       944.37708      1021.38202 
        56.0000       944.52930      1021.53442 
        57.0000       944.68427      1021.68683 
