   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A107749]     A107747]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       714.85333       800.24243 
         2.0000       715.00952       800.39484 
         3.0000       715.16425       800.54724 
         4.0000       715.31842       800.69965 
         5.0000       715.47253       800.85205 
         6.0000       715.62665       801.00446 
         7.0000       715.78241       801.15680 
         8.0000       715.93915       801.30920 
         9.0000       716.09412       801.46161 
        10.0000       716.24304       801.61401 
        11.0000       716.38147       801.76642 
        12.0000       716.51080       801.91882 
        13.0000       716.63556       802.07123 
        14.0000       716.76056       802.22363 
        15.0000       716.89081       802.37604 
        16.0000       717.02722       802.52844 
        17.0000       717.16797       802.68085 
        18.0000       717.31262       802.83325 
        19.0000       717.46063       802.98566 
        20.0000       717.61182       803.13800 
        21.0000       717.76471       803.29041 
        22.0000       717.91760       803.44281 
        23.0000       718.06720       803.59521 
        24.0000       718.21112       803.74762 
        25.0000       718.35132       803.90002 
        26.0000       718.49011       804.05243 
        27.0000       718.62988       804.20483 
        28.0000       718.77246       804.35724 
        29.0000       718.91602       804.50964 
        30.0000       719.06024       804.66205 
        31.0000       719.20612       804.81445 
        32.0000       719.35425       804.96680 
        33.0000       719.50580       805.11920 
        34.0000       719.66016       805.27161 
        35.0000       719.81500       805.42401 
        36.0000       719.96930       805.57642 
        37.0000       720.12244       805.72882 
        38.0000       720.27448       805.88123 
        39.0000       720.42682       806.03363 
        40.0000       720.57959       806.18604 
        41.0000       720.73242       806.33844 
        42.0000       720.88599       806.49084 
        43.0000       721.04047       806.64325 
        44.0000       721.19519       806.79565 
        45.0000       721.34973       806.94800 
        46.0000       721.50299       807.10040 
        47.0000       721.65283       807.25281 
        48.0000       721.79694       807.40521 
        49.0000       721.93524       807.55762 
        50.0000       722.06726       807.71002 
        51.0000       722.19421       807.86243 
        52.0000       722.32245       808.01483 
        53.0000       722.45691       808.16724 
        54.0000       722.59924       808.31964 
        55.0000       722.74829       808.47205 
        56.0000       722.90051       808.62445 
        57.0000       723.05359       808.77686 
        58.0000       723.20746       808.92920 
        59.0000       723.36304       809.08160 
        60.0000       723.52039       809.23401 
        61.0000       723.67944       809.38641 
