   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;2 [   
                2 [A108094]     A108092]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       754.84332       800.15240 
         2.0000       754.99536       800.30481 
         3.0000       755.14551       800.45721 
         4.0000       755.29266       800.60962 
         5.0000       755.43658       800.76202 
         6.0000       755.57544       800.91443 
         7.0000       755.71045       801.06677 
         8.0000       755.84448       801.21918 
         9.0000       755.98047       801.37158 
        10.0000       756.12219       801.52399 
        11.0000       756.26984       801.67639 
        12.0000       756.42377       801.82880 
        13.0000       756.58405       801.98120 
        14.0000       756.74677       802.13361 
        15.0000       756.91034       802.28601 
        16.0000       757.07416       802.43842 
        17.0000       757.23834       802.59082 
        18.0000       757.40253       802.74323 
        19.0000       757.56702       802.89563 
        20.0000       757.73145       803.04797 
        21.0000       757.89612       803.20038 
        22.0000       758.06055       803.35278 
        23.0000       758.22443       803.50519 
        24.0000       758.38757       803.65759 
        25.0000       758.54987       803.81000 
        26.0000       758.71027       803.96240 
        27.0000       758.86884       804.11481 
        28.0000       759.02539       804.26721 
        29.0000       759.17896       804.41962 
        30.0000       759.33020       804.57202 
        31.0000       759.47937       804.72443 
        32.0000       759.62585       804.87677 
        33.0000       759.76990       805.02917 
        34.0000       759.91223       805.18158 
        35.0000       760.05249       805.33398 
        36.0000       760.18964       805.48639 
        37.0000       760.32385       805.63879 
        38.0000       760.45544       805.79120 
        39.0000       760.58209       805.94360 
        40.0000       760.70410       806.09601 
        41.0000       760.82202       806.24841 
        42.0000       760.93524       806.40082 
        43.0000       761.04651       806.55322 
        44.0000       761.15839       806.70563 
        45.0000       761.27338       806.85797 
        46.0000       761.39337       807.01038 
        47.0000       761.51746       807.16278 
        48.0000       761.64624       807.31519 
        49.0000       761.78217       807.46759 
        50.0000       761.92377       807.62000 
        51.0000       762.06958       807.77240 
        52.0000       762.21997       807.92480 
        53.0000       762.37299       808.07721 
        54.0000       762.52655       808.22961 
        55.0000       762.67963       808.38202 
        56.0000       762.83136       808.53442 
        57.0000       762.98279       808.68683 
        58.0000       763.13452       808.83917 
        59.0000       763.28772       808.99158 
        60.0000       763.44171       809.14398 
        61.0000       763.59607       809.29639 
