   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A101112]     A101110]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       958.68060      1063.40234 
         2.0000       958.84302      1063.55481 
         3.0000       959.00464      1063.70715 
         4.0000       959.16498      1063.85962 
         5.0000       959.32404      1064.01196 
         6.0000       959.48157      1064.16443 
         7.0000       959.63776      1064.31677 
         8.0000       959.79303      1064.46924 
         9.0000       959.94824      1064.62158 
        10.0000       960.10358      1064.77405 
        11.0000       960.25873      1064.92639 
        12.0000       960.41290      1065.07886 
        13.0000       960.56635      1065.23120 
        14.0000       960.71869      1065.38354 
        15.0000       960.87067      1065.53601 
        16.0000       961.02283      1065.68835 
        17.0000       961.17584      1065.84082 
        18.0000       961.33014      1065.99316 
        19.0000       961.48578      1066.14563 
        20.0000       961.64276      1066.29797 
        21.0000       961.80084      1066.45044 
        22.0000       961.95953      1066.60278 
        23.0000       962.11829      1066.75525 
        24.0000       962.27673      1066.90759 
        25.0000       962.43414      1067.06006 
        26.0000       962.59070      1067.21240 
        27.0000       962.74603      1067.36475 
        28.0000       962.89966      1067.51721 
        29.0000       963.05212      1067.66956 
        30.0000       963.20270      1067.82202 
        31.0000       963.35168      1067.97437 
        32.0000       963.49884      1068.12683 
        33.0000       963.64453      1068.27917 
        34.0000       963.78857      1068.43164 
        35.0000       963.93066      1068.58398 
        36.0000       964.07062      1068.73645 
        37.0000       964.20801      1068.88879 
        38.0000       964.34155      1069.04126 
        39.0000       964.47070      1069.19360 
        40.0000       964.59479      1069.34595 
        41.0000       964.71521      1069.49841 
        42.0000       964.83319      1069.65076 
        43.0000       964.95111      1069.80322 
        44.0000       965.06958      1069.95557 
        45.0000       965.18890      1070.10803 
        46.0000       965.30884      1070.26038 
        47.0000       965.42914      1070.41284 
        48.0000       965.54944      1070.56519 
        49.0000       965.66986      1070.71765 
        50.0000       965.79034      1070.87000 
        51.0000       965.91077      1071.02246 
        52.0000       966.03180      1071.17480 
        53.0000       966.15338      1071.32715 
        54.0000       966.27582      1071.47961 
        55.0000       966.39886      1071.63196 
        56.0000       966.52374      1071.78442 
        57.0000       966.65204      1071.93677 
