   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;6 [   
                6 [A99947]      A99945]           
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000      1249.07776      1499.15234 
         2.0000      1249.21948      1499.30481 
         3.0000      1249.36169      1499.45715 
         4.0000      1249.50354      1499.60962 
         5.0000      1249.64404      1499.76196 
         6.0000      1249.78381      1499.91443 
         7.0000      1249.92346      1500.06677 
         8.0000      1250.06384      1500.21924 
         9.0000      1250.20410      1500.37158 
        10.0000      1250.34167      1500.52405 
        11.0000      1250.47327      1500.67639 
        12.0000      1250.60059      1500.82886 
        13.0000      1250.72583      1500.98120 
        14.0000      1250.85229      1501.13354 
        15.0000      1250.98145      1501.28601 
        16.0000      1251.11401      1501.43835 
        17.0000      1251.25525      1501.59082 
        18.0000      1251.40771      1501.74316 
        19.0000      1251.57031      1501.89563 
        20.0000      1251.74292      1502.04797 
        21.0000      1251.92065      1502.20044 
        22.0000      1252.10010      1502.35278 
        23.0000      1252.28125      1502.50525 
        24.0000      1252.45935      1502.65759 
        25.0000      1252.62756      1502.81006 
        26.0000      1252.77979      1502.96240 
        27.0000      1252.91333      1503.11475 
        28.0000      1253.03870      1503.26721 
        29.0000      1253.16321      1503.41956 
        30.0000      1253.29175      1503.57202 
        31.0000      1253.42468      1503.72437 
        32.0000      1253.56079      1503.87683 
        33.0000      1253.70032      1504.02917 
        34.0000      1253.84131      1504.18164 
        35.0000      1253.98193      1504.33398 
        36.0000      1254.12158      1504.48645 
        37.0000      1254.25940      1504.63879 
        38.0000      1254.39575      1504.79126 
        39.0000      1254.53076      1504.94360 
        40.0000      1254.66565      1505.09595 
        41.0000      1254.80164      1505.24841 
        42.0000      1254.93848      1505.40076 
        43.0000      1255.07776      1505.55322 
        44.0000      1255.21875      1505.70557 
        45.0000      1255.36084      1505.85803 
        46.0000      1255.50452      1506.01038 
        47.0000      1255.65002      1506.16284 
        48.0000      1255.79578      1506.31519 
        49.0000      1255.94238      1506.46765 
        50.0000      1256.08948      1506.62000 
        51.0000      1256.23645      1506.77246 
        52.0000      1256.38318      1506.92480 
        53.0000      1256.52942      1507.07715 
        54.0000      1256.67529      1507.22961 
