   PrimaryIndex TVD@UNKNOWN;3 [ TWOTIM@UNKNOWN;   
                A99556]         3 [A99558]        
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       291.15240       340.07364 
         2.0000       291.30481       340.11417 
         3.0000       291.45721       340.15466 
         4.0000       291.60959       340.19519 
         5.0000       291.76199       340.23572 
         6.0000       291.91440       340.27625 
         7.0000       292.06680       340.31677 
         8.0000       292.21921       340.35730 
         9.0000       292.37161       340.39780 
        10.0000       292.52399       340.43829 
        11.0000       292.67639       340.47885 
        12.0000       292.82880       340.52451 
        13.0000       292.98120       340.58533 
        14.0000       293.13361       340.65063 
        15.0000       293.28601       340.71585 
        16.0000       293.43839       340.78088 
        17.0000       293.59079       340.84592 
        18.0000       293.74319       340.91086 
        19.0000       293.89560       340.97589 
        20.0000       294.04800       341.04065 
        21.0000       294.20041       341.10483 
        22.0000       294.35281       341.16885 
        23.0000       294.50519       341.23386 
        24.0000       294.65759       341.30026 
        25.0000       294.81000       341.36792 
        26.0000       294.96240       341.43579 
        27.0000       295.11481       341.50278 
        28.0000       295.26721       341.56924 
        29.0000       295.41959       341.63660 
        30.0000       295.57199       341.70590 
        31.0000       295.72440       341.77634 
        32.0000       295.87680       341.84583 
        33.0000       296.02921       341.91147 
        34.0000       296.18161       341.97372 
        35.0000       296.33401       342.03333 
        36.0000       296.48639       342.09131 
        37.0000       296.63879       342.14902 
        38.0000       296.79120       342.20663 
        39.0000       296.94360       342.26440 
        40.0000       297.09601       342.32254 
        41.0000       297.24841       342.38071 
        42.0000       297.40079       342.43857 
        43.0000       297.55319       342.49570 
        44.0000       297.70560       342.55234 
        45.0000       297.85800       342.60873 
        46.0000       298.01041       342.66498 
        47.0000       298.16281       342.72116 
        48.0000       298.31519       342.77728 
        49.0000       298.46759       342.83337 
        50.0000       298.62000       342.88940 
        51.0000       298.77240       342.94547 
        52.0000       298.92480       343.00156 
        53.0000       299.07721       343.05789 
        54.0000       299.22961       343.11450 
        55.0000       299.38199       343.17145 
        56.0000       299.53439       343.22882 
        57.0000       299.68680       343.28635 
        58.0000       299.83920       343.34387 
        59.0000       299.99161       343.40134 
        60.0000       300.14401       343.45874 
        61.0000       300.29639       343.51611 
        62.0000       300.44879       343.57339 
        63.0000       300.60120       343.63068 
        64.0000       300.75360       343.68805 
        65.0000       300.90601       343.74554 
        66.0000       301.05841       343.80313 
        67.0000       301.21078       343.86093 
        68.0000       301.36319       343.91855 
        69.0000       301.51559       343.97601 
        70.0000       301.66800       344.03299 
        71.0000       301.82040       344.08923 
        72.0000       301.97281       344.14484 
        73.0000       302.12521       344.20013 
        74.0000       302.27759       344.25522 
        75.0000       302.42999       344.31049 
        76.0000       302.58240       344.36606 
        77.0000       302.73480       344.42203 
        78.0000       302.88721       344.47842 
        79.0000       303.03961       344.53497 
        80.0000       303.19199       344.59167 
        81.0000       303.34439       344.64865 
        82.0000       303.49680       344.70587 
        83.0000       303.64920       344.76324 
        84.0000       303.80161       344.82065 
        85.0000       303.95401       344.87787 
        86.0000       304.10641       344.93481 
        87.0000       304.25879       344.99136 
        88.0000       304.41119       345.04764 
        89.0000       304.56360       345.10370 
        90.0000       304.71600       345.15982 
        91.0000       304.86841       345.21631 
        92.0000       305.02081       345.27322 
        93.0000       305.17319       345.33044 
        94.0000       305.32559       345.38812 
        95.0000       305.47800       345.44592 
        96.0000       305.63040       345.50375 
        97.0000       305.78281       345.56152 
        98.0000       305.93521       345.61911 
        99.0000       306.08759       345.67654 
       100.0000       306.23999       345.73367 
       101.0000       306.39240       345.79028 
       102.0000       306.54480       345.84647 
       103.0000       306.69720       345.90240 
       104.0000       306.84961       345.95807 
       105.0000       307.00201       346.01367 
       106.0000       307.15439       346.06946 
       107.0000       307.30679       346.12598 
       108.0000       307.45920       346.18320 
       109.0000       307.61160       346.24051 
       110.0000       307.76401       346.29779 
       111.0000       307.91641       346.35510 
       112.0000       308.06879       346.41248 
       113.0000       308.22119       346.47003 
       114.0000       308.37360       346.52774 
       115.0000       308.52600       346.58548 
       116.0000       308.67841       346.64310 
       117.0000       308.83081       346.70035 
       118.0000       308.98322       346.75702 
       119.0000       309.13559       346.81290 
       120.0000       309.28799       346.86841 
       121.0000       309.44040       346.92352 
       122.0000       309.59280       346.97870 
       123.0000       309.74521       347.03412 
       124.0000       309.89761       347.08978 
       125.0000       310.04999       347.14594 
       126.0000       310.20239       347.20242 
       127.0000       310.35480       347.25903 
       128.0000       310.50720       347.31589 
       129.0000       310.65961       347.37299 
       130.0000       310.81201       347.43027 
       131.0000       310.96439       347.48767 
       132.0000       311.11679       347.54498 
       133.0000       311.26920       347.60208 
       134.0000       311.42160       347.65894 
       135.0000       311.57401       347.71533 
       136.0000       311.72641       347.77148 
       137.0000       311.87881       347.82755 
       138.0000       312.03119       347.88376 
       139.0000       312.18359       347.94043 
       140.0000       312.33600       347.99747 
       141.0000       312.48840       348.05493 
       142.0000       312.64081       348.11270 
       143.0000       312.79321       348.17050 
       144.0000       312.94559       348.22830 
       145.0000       313.09799       348.28604 
