   PrimaryIndex TVD@UNKNOWN;2 [ TWOTIM@UNKNOWN;   
                A98989]         2 [A98991]        
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       807.23138       742.84827 
         2.0000       807.38379       743.00555 
         3.0000       807.53619       743.14758 
         4.0000       807.68860       743.27600 
         5.0000       807.84100       743.39398 
         6.0000       807.99341       743.50555 
         7.0000       808.14575       743.61853 
         8.0000       808.29816       743.73840 
         9.0000       808.45056       743.86823 
        10.0000       808.60297       744.01050 
        11.0000       808.75537       744.16321 
        12.0000       808.90778       744.32098 
        13.0000       809.06018       744.48053 
        14.0000       809.21259       744.64380 
        15.0000       809.36499       744.81024 
        16.0000       809.51740       744.97711 
        17.0000       809.66980       745.14166 
        18.0000       809.82220       745.30237 
        19.0000       809.97461       745.46179 
        20.0000       810.12695       745.62408 
        21.0000       810.27936       745.78943 
        22.0000       810.43176       745.95648 
        23.0000       810.58417       746.12097 
        24.0000       810.73657       746.28168 
        25.0000       810.88898       746.44098 
        26.0000       811.04138       746.60071 
        27.0000       811.19379       746.76056 
        28.0000       811.34619       746.92017 
        29.0000       811.49860       747.07690 
        30.0000       811.65100       747.22998 
        31.0000       811.80341       747.38037 
        32.0000       811.95575       747.52838 
        33.0000       812.10815       747.67395 
        34.0000       812.26056       747.82202 
        35.0000       812.41296       747.97461 
        36.0000       812.56537       748.13141 
        37.0000       812.71777       748.29053 
        38.0000       812.87018       748.44836 
        39.0000       813.02258       748.60162 
        40.0000       813.17499       748.74908 
        41.0000       813.32739       748.89264 
        42.0000       813.47980       749.03229 
        43.0000       813.63220       749.16650 
        44.0000       813.78461       749.29840 
        45.0000       813.93695       749.43201 
        46.0000       814.08936       749.57111 
        47.0000       814.24176       749.71838 
        48.0000       814.39417       749.87146 
        49.0000       814.54657       750.02441 
        50.0000       814.69897       750.17419 
        51.0000       814.85138       750.31866 
        52.0000       815.00378       750.45514 
        53.0000       815.15619       750.58484 
        54.0000       815.30859       750.71350 
        55.0000       815.46100       750.84326 
        56.0000       815.61340       750.97546 
        57.0000       815.76581       751.10876 
        58.0000       815.91815       751.23975 
        59.0000       816.07056       751.36798 
        60.0000       816.22296       751.49664 
        61.0000       816.37537       751.62921 
        62.0000       816.52777       751.76495 
        63.0000       816.68018       751.89941 
        64.0000       816.83258       752.03180 
        65.0000       816.98499       752.16498 
        66.0000       817.13739       752.29865 
        67.0000       817.28979       752.42896 
        68.0000       817.44220       752.55304 
        69.0000       817.59460       752.67297 
        70.0000       817.74701       752.79144 
        71.0000       817.89935       752.91150 
        72.0000       818.05176       753.03381 
        73.0000       818.20416       753.15491 
        74.0000       818.35657       753.27435 
        75.0000       818.50897       753.39539 
        76.0000       818.66138       753.52045 
        77.0000       818.81378       753.64813 
        78.0000       818.96619       753.77783 
        79.0000       819.11859       753.90991 
        80.0000       819.27100       754.04254 
        81.0000       819.42340       754.17389 
        82.0000       819.57581       754.30249 
        83.0000       819.72815       754.43103 
        84.0000       819.88055       754.56152 
        85.0000       820.03296       754.69366 
        86.0000       820.18536       754.82806 
        87.0000       820.33777       754.96344 
        88.0000       820.49017       755.10004 
        89.0000       820.64258       755.24225 
        90.0000       820.79498       755.39081 
        91.0000       820.94739       755.54572 
        92.0000       821.09979       755.70673 
        93.0000       821.25220       755.87146 
        94.0000       821.40460       756.03845 
        95.0000       821.55701       756.20660 
        96.0000       821.70935       756.37244 
        97.0000       821.86176       756.53149 
        98.0000       822.01416       756.68060 
        99.0000       822.16656       756.82477 
       100.0000       822.31897       756.96997 
       101.0000       822.47137       757.11908 
       102.0000       822.62378       757.27222 
       103.0000       822.77618       757.42688 
       104.0000       822.92859       757.57861 
       105.0000       823.08099       757.72766 
       106.0000       823.23340       757.87372 
       107.0000       823.38580       758.01300 
       108.0000       823.53821       758.14276 
       109.0000       823.69055       758.26666 
       110.0000       823.84296       758.39020 
       111.0000       823.99536       758.51819 
       112.0000       824.14777       758.65338 
       113.0000       824.30017       758.79419 
       114.0000       824.45258       758.93982 
       115.0000       824.60498       759.08997 
       116.0000       824.75739       759.24512 
       117.0000       824.90979       759.40509 
       118.0000       825.06219       759.56732 
       119.0000       825.21460       759.72876 
       120.0000       825.36700       759.88763 
       121.0000       825.51941       760.04272 
       122.0000       825.67175       760.19427 
       123.0000       825.82416       760.34399 
       124.0000       825.97656       760.49255 
       125.0000       826.12897       760.64008 
       126.0000       826.28137       760.78656 
       127.0000       826.43378       760.93207 
       128.0000       826.58618       761.07898 
       129.0000       826.73859       761.22668 
       130.0000       826.89099       761.37421 
       131.0000       827.04340       761.52222 
       132.0000       827.19580       761.67090 
       133.0000       827.34821       761.82135 
       134.0000       827.50055       761.97510 
       135.0000       827.65295       762.13104 
       136.0000       827.80536       762.28741 
       137.0000       827.95776       762.44379 
       138.0000       828.11017       762.60046 
       139.0000       828.26257       762.75696 
       140.0000       828.41498       762.91345 
       141.0000       828.56738       763.06927 
       142.0000       828.71979       763.22369 
       143.0000       828.87219       763.37976 
       144.0000       829.02460       763.53949 
       145.0000       829.17700       763.70337 
