   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;4 [   
                4 [A100383]     A100381]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       684.26801       718.00000 
         2.0000       703.81854       740.00000 
         3.0000       723.36914       762.00000 
         4.0000       742.91956       785.00000 
         5.0000       762.47009       807.00000 
         6.0000       782.02063       831.00000 
         7.0000       801.57104       854.00000 
         8.0000       821.12158       877.00000 
         9.0000       840.67218       900.00000 
        10.0000       860.22266       923.00000 
        11.0000       879.77313       946.00000 
        12.0000       899.32373       970.00000 
        13.0000       918.87421       993.00000 
        14.0000       938.42468      1017.00000 
        15.0000       957.97528      1041.00000 
        16.0000       977.52570      1065.00000 
        17.0000       997.07629      1089.00000 
        18.0000      1016.62671      1113.00000 
        19.0000      1036.17725      1137.00000 
        20.0000      1055.72778      1162.00000 
        21.0000      1075.27832      1186.00000 
        22.0000      1094.82886      1211.00000 
        23.0000      1114.37939      1236.00000 
        24.0000      1133.92981      1261.00000 
        25.0000      1153.48035      1286.00000 
        26.0000      1173.03101      1311.00000 
        27.0000      1192.58142      1336.00000 
        28.0000      1212.13196      1362.00000 
        29.0000      1231.68237      1387.00000 
        30.0000      1251.23291      1413.00000 
        31.0000      1270.78345      1438.00000 
        32.0000      1290.33398      1464.00000 
        33.0000      1309.88452      1496.00000 
        34.0000      1315.47778      1502.00781 
        35.0000      1332.48706      1517.00000 
        36.0000      1356.31262      1543.00000 
        37.0000      1380.13831      1569.00000 
        38.0000      1397.19690      1588.33118 
        39.0000      1399.18994      1591.05481 
        40.0000      1401.44019      1596.00000 
        41.0000      1413.72632      1622.00000 
        42.0000      1426.01270      1649.00000 
        43.0000      1438.29883      1676.00000 
        44.0000      1439.05286      1677.65674 
        45.0000      1439.05298      1677.65686 
        46.0000      1459.46375      1703.00000 
        47.0000      1481.20935      1730.00000 
        48.0000      1502.95508      1758.00000 
        49.0000      1524.70081      1785.00000 
        50.0000      1546.44641      1813.00000 
        51.0000      1568.19214      1841.00000 
        52.0000      1589.93762      1868.00000 
        53.0000      1611.68323      1896.00000 
        54.0000      1633.42896      1925.00000 
        55.0000      1655.17432      1953.00000 
        56.0000      1676.92017      1981.00000 
        57.0000      1698.66577      2010.00000 
        58.0000      1720.41138      2038.00000 
        59.0000      1742.15698      2067.00000 
        60.0000      1763.90271      2096.00000 
        61.0000      1773.90173      2109.33496 
        62.0000      1773.90186      2109.33521 
        63.0000      1783.83948      2125.00000 
        64.0000      1802.23669      2155.00000 
        65.0000      1820.63391      2184.00000 
        66.0000      1839.03088      2214.00000 
        67.0000      1857.42810      2243.00000 
        68.0000      1875.82507      2273.00000 
        69.0000      1894.22217      2303.00000 
        70.0000      1897.47693      2308.30762 
        71.0000      1915.57080      2333.00000 
        72.0000      1937.55359      2364.00000 
        73.0000      1959.53625      2394.00000 
        74.0000      1981.51904      2425.00000 
        75.0000      2003.50195      2455.00000 
        76.0000      2025.48474      2486.00000 
        77.0000      2047.46753      2517.00000 
        78.0000      2069.45020      2548.00000 
        79.0000      2091.43335      2580.00000 
        80.0000      2100.77808      2593.17749 
        81.0000      2112.23438      2611.00000 
        82.0000      2132.16113      2643.00000 
        83.0000      2152.08789      2675.00000 
        84.0000      2168.54492      2701.42822 
        85.0000      2171.67090      2707.00000 
        86.0000      2189.62451      2739.00000 
        87.0000      2207.57788      2771.00000 
        88.0000      2225.53125      2803.00000 
        89.0000      2243.48462      2836.00000 
        90.0000      2261.43823      2869.00000 
        91.0000      2279.39136      2902.00000 
        92.0000      2297.34473      2935.00000 
        93.0000      2315.29810      2968.00000 
        94.0000      2333.25146      3001.00000 
        95.0000      2351.20532      3035.00000 
        96.0000      2369.15845      3068.00000 
        97.0000      2387.11182      3102.00000 
        98.0000      2405.06519      3136.00000 
        99.0000      2423.01880      3171.00000 
       100.0000      2440.97217      3205.00000 
       101.0000      2458.92554      3240.00000 
       102.0000      2461.53784      3244.94727 
       103.0000      2487.90332      3274.00000 
       104.0000      2518.75903      3309.00000 
       105.0000      2549.61475      3344.00000 
       106.0000      2579.13354      3377.48389 
       107.0000      2580.00000      3379.00000 
       108.0000      2600.00000      3415.00000 
       109.0000      2620.00000      3450.00000 
       110.0000      2640.00000      3486.00000 
       111.0000      2660.00000      3522.00000 
       112.0000      2680.00000      3558.00000 
       113.0000      2700.00000      3595.00000 
       114.0000      2720.00000      3631.00000 
       115.0000      2740.00000      3668.00000 
       116.0000      2760.00000      3695.00000 
       117.0000      2780.00000      3741.00000 
       118.0000      2800.00000      3779.00000 
       119.0000      2820.00000      3816.00000 
       120.0000      2840.00000      3854.00000 
       121.0000      2860.00000      3891.00000 
       122.0000      2880.00000      3929.00000 
       123.0000      2900.00000      3967.00000 
       124.0000      2920.00000      4006.00000 
       125.0000      2940.00000      4044.00000 
       126.0000      2960.00000      4083.00000 
       127.0000      2980.00000      4122.00000 
       128.0000      3000.00000      4161.00000 
       129.0000      3020.00000      4200.00000 
       130.0000      3040.00000      4239.00000 
       131.0000      3060.00000      4279.00000 
       132.0000      3080.00000      4319.00000 
       133.0000      3100.00000      4359.00000 
       134.0000      3120.00000      4399.00000 
       135.0000      3140.00000      4439.00000 
       136.0000      3160.00000      4480.00000 
       137.0000      3180.00000      4521.00000 
       138.0000      3200.00000      4561.60010 
       139.0000      3250.00000      4665.00000 
       140.0000      3300.00000      4769.70020 
       141.0000      3350.00000      4875.60010 
       142.0000      3400.00000      4982.79980 
