   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;5 [   
                5 [A99510]      A99508]           
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       723.61877       795.33838 
         2.0000       723.71088       795.49078 
         3.0000       723.84137       795.64319 
         4.0000       723.97131       795.79559 
         5.0000       724.10022       795.94800 
         6.0000       724.22839       796.10040 
         7.0000       724.35681       796.25281 
         8.0000       724.48615       796.40521 
         9.0000       724.61719       796.55762 
        10.0000       724.74939       796.71002 
        11.0000       724.88220       796.86243 
        12.0000       725.01678       797.01483 
        13.0000       725.15460       797.16718 
        14.0000       725.29541       797.31958 
        15.0000       725.44000       797.47198 
        16.0000       725.58936       797.62439 
        17.0000       725.74255       797.77679 
        18.0000       725.89990       797.92920 
        19.0000       726.06140       798.08160 
        20.0000       726.22406       798.23401 
        21.0000       726.38544       798.38641 
        22.0000       726.54218       798.53882 
        23.0000       726.69330       798.69122 
        24.0000       726.84027       798.84363 
        25.0000       726.98334       798.99603 
        26.0000       727.12347       799.14838 
        27.0000       727.26288       799.30078 
        28.0000       727.40295       799.45319 
        29.0000       727.54462       799.60559 
        30.0000       727.68787       799.75800 
        31.0000       727.83203       799.91040 
        32.0000       727.97565       800.06281 
        33.0000       728.11804       800.21521 
        34.0000       728.25928       800.36761 
        35.0000       728.39905       800.52002 
        36.0000       728.53839       800.67242 
        37.0000       728.67828       800.82483 
        38.0000       728.81946       800.97723 
        39.0000       728.96167       801.12958 
        40.0000       729.10370       801.28198 
        41.0000       729.24506       801.43439 
        42.0000       729.38446       801.58679 
        43.0000       729.52179       801.73920 
        44.0000       729.65723       801.89160 
        45.0000       729.78918       802.04401 
        46.0000       729.91791       802.19641 
        47.0000       730.04468       802.34882 
        48.0000       730.16974       802.50122 
        49.0000       730.29370       802.65363 
        50.0000       730.41742       802.80603 
        51.0000       730.54156       802.95837 
        52.0000       730.66614       803.11078 
        53.0000       730.79144       803.26318 
        54.0000       730.91809       803.41559 
        55.0000       731.04742       803.56799 
        56.0000       731.17969       803.72040 
        57.0000       731.31433       803.87280 
        58.0000       731.45117       804.02521 
        59.0000       731.58826       804.17761 
        60.0000       731.72345       804.33002 
        61.0000       731.85419       804.48242 
