   PrimaryIndex TVD@UNKNOWN;3 [ TWOTIM@UNKNOWN;   
                A101185]        3 [A101187]       
       Unitless               m              ms   
         0.0000         0.00000         0.00000 
         1.0000       669.99841       653.81824 
         2.0000       670.15082       653.87585 
         3.0000       670.30322       653.93250 
         4.0000       670.45563       653.98901 
         5.0000       670.60803       654.04553 
         6.0000       670.76044       654.10254 
         7.0000       670.91278       654.16022 
         8.0000       671.06519       654.21863 
         9.0000       671.21759       654.27777 
        10.0000       671.37000       654.33746 
        11.0000       671.52240       654.39740 
        12.0000       671.67480       654.45746 
        13.0000       671.82721       654.51721 
        14.0000       671.97961       654.57629 
        15.0000       672.13202       654.63501 
        16.0000       672.28442       654.69366 
        17.0000       672.43683       654.75238 
        18.0000       672.58923       654.81140 
        19.0000       672.74164       654.87097 
        20.0000       672.89398       654.93109 
        21.0000       673.04639       654.99158 
        22.0000       673.19879       655.05219 
        23.0000       673.35120       655.11285 
        24.0000       673.50360       655.17328 
        25.0000       673.65601       655.23328 
        26.0000       673.80841       655.29248 
        27.0000       673.96082       655.35095 
        28.0000       674.11322       655.40887 
        29.0000       674.26562       655.46698 
        30.0000       674.41803       655.52545 
        31.0000       674.57043       655.58441 
        32.0000       674.72278       655.64368 
        33.0000       674.87518       655.70306 
        34.0000       675.02759       655.76251 
        35.0000       675.17999       655.82245 
        36.0000       675.33240       655.88220 
        37.0000       675.48480       655.94135 
        38.0000       675.63721       656.00079 
        39.0000       675.78961       656.06134 
        40.0000       675.94202       656.12354 
        41.0000       676.09442       656.18634 
        42.0000       676.24683       656.25012 
        43.0000       676.39923       656.31598 
        44.0000       676.55164       656.38464 
        45.0000       676.70398       656.45703 
        46.0000       676.85638       656.53284 
        47.0000       677.00879       656.61279 
        48.0000       677.16119       656.69775 
        49.0000       677.31360       656.78656 
        50.0000       677.46600       656.87579 
        51.0000       677.61841       656.96155 
        52.0000       677.77081       657.04102 
        53.0000       677.92322       657.11353 
        54.0000       678.07562       657.18231 
        55.0000       678.22803       657.25031 
        56.0000       678.38043       657.32056 
        57.0000       678.53284       657.39386 
        58.0000       678.68518       657.46771 
        59.0000       678.83759       657.53882 
        60.0000       678.98999       657.60529 
        61.0000       679.14240       657.66760 
        62.0000       679.29480       657.72778 
        63.0000       679.44720       657.78729 
        64.0000       679.59961       657.84631 
        65.0000       679.75201       657.90479 
        66.0000       679.90442       657.96277 
        67.0000       680.05682       658.02094 
        68.0000       680.20923       658.07965 
        69.0000       680.36163       658.13867 
        70.0000       680.51404       658.19781 
        71.0000       680.66638       658.25671 
        72.0000       680.81879       658.31531 
        73.0000       680.97119       658.37341 
        74.0000       681.12360       658.43127 
        75.0000       681.27600       658.48895 
        76.0000       681.42841       658.54626 
        77.0000       681.58081       658.60358 
        78.0000       681.73322       658.66064 
        79.0000       681.88562       658.71814 
        80.0000       682.03802       658.77808 
        81.0000       682.19043       658.84351 
        82.0000       682.34283       658.91681 
        83.0000       682.49518       658.99799 
        84.0000       682.64758       659.08398 
        85.0000       682.79999       659.16937 
        86.0000       682.95239       659.25079 
        87.0000       683.10480       659.32770 
        88.0000       683.25720       659.40021 
        89.0000       683.40961       659.47009 
        90.0000       683.56201       659.53931 
        91.0000       683.71442       659.61029 
        92.0000       683.86682       659.68549 
        93.0000       684.01923       659.76538 
        94.0000       684.17163       659.84747 
        95.0000       684.32404       659.92963 
        96.0000       684.47638       660.01013 
        97.0000       684.62878       660.08887 
        98.0000       684.78119       660.16595 
        99.0000       684.93359       660.24286 
       100.0000       685.08600       660.32050 
       101.0000       685.23840       660.39978 
       102.0000       685.39081       660.48132 
       103.0000       685.54321       660.56464 
       104.0000       685.69562       660.64722 
       105.0000       685.84802       660.72766 
       106.0000       686.00043       660.80591 
       107.0000       686.15283       660.88232 
       108.0000       686.30524       660.95935 
       109.0000       686.45758       661.03912 
       110.0000       686.60999       661.12262 
       111.0000       686.76239       661.20917 
       112.0000       686.91479       661.29639 
       113.0000       687.06720       661.38135 
       114.0000       687.21960       661.46216 
       115.0000       687.37201       661.53882 
       116.0000       687.52441       661.61334 
       117.0000       687.67682       661.68909 
       118.0000       687.82922       661.76819 
       119.0000       687.98163       661.85052 
       120.0000       688.13403       661.93646 
       121.0000       688.28644       662.02649 
       122.0000       688.43878       662.11932 
       123.0000       688.59119       662.21259 
       124.0000       688.74359       662.30389 
       125.0000       688.89600       662.39142 
       126.0000       689.04840       662.47485 
       127.0000       689.20081       662.55432 
       128.0000       689.35321       662.63043 
       129.0000       689.50562       662.70361 
       130.0000       689.65802       662.77551 
       131.0000       689.81042       662.84821 
       132.0000       689.96283       662.92297 
       133.0000       690.11523       662.99817 
       134.0000       690.26758       663.07281 
       135.0000       690.41998       663.14685 
       136.0000       690.57239       663.22083 
       137.0000       690.72479       663.29639 
       138.0000       690.87720       663.37506 
       139.0000       691.02960       663.45654 
       140.0000       691.18201       663.54010 
       141.0000       691.33441       663.62384 
       142.0000       691.48682       663.70587 
       143.0000       691.63922       663.78522 
       144.0000       691.79163       663.86255 
       145.0000       691.94403       663.94019 
