   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A96150]      A96148]           
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       877.11340       830.15344 
         2.0000       877.22589       830.30585 
         3.0000       877.33728       830.45825 
         4.0000       877.44946       830.61066 
         5.0000       877.56390       830.76306 
         6.0000       877.68176       830.91547 
         7.0000       877.80371       831.06781 
         8.0000       877.92908       831.22021 
         9.0000       878.05573       831.37262 
        10.0000       878.18042       831.52502 
        11.0000       878.30164       831.67743 
        12.0000       878.41925       831.82983 
        13.0000       878.53412       831.98224 
        14.0000       878.64844       832.13464 
        15.0000       878.76410       832.28705 
        16.0000       878.88049       832.43945 
        17.0000       878.99658       832.59186 
        18.0000       879.11115       832.74426 
        19.0000       879.22467       832.89667 
        20.0000       879.33929       833.04901 
        21.0000       879.45715       833.20142 
        22.0000       879.57806       833.35382 
        23.0000       879.69916       833.50623 
        24.0000       879.81897       833.65863 
        25.0000       879.93823       833.81104 
        26.0000       880.05835       833.96344 
        27.0000       880.17999       834.11584 
        28.0000       880.30273       834.26825 
        29.0000       880.42560       834.42065 
        30.0000       880.54889       834.57306 
        31.0000       880.67249       834.72546 
        32.0000       880.79480       834.87781 
        33.0000       880.91473       835.03021 
        34.0000       881.03223       835.18262 
        35.0000       881.14801       835.33502 
        36.0000       881.26312       835.48743 
        37.0000       881.37860       835.63983 
        38.0000       881.49390       835.79224 
        39.0000       881.60907       835.94464 
        40.0000       881.72430       836.09705 
        41.0000       881.84045       836.24945 
        42.0000       881.95868       836.40186 
        43.0000       882.07959       836.55426 
        44.0000       882.20300       836.70667 
        45.0000       882.32794       836.85901 
        46.0000       882.45288       837.01141 
        47.0000       882.57733       837.16382 
        48.0000       882.70099       837.31622 
        49.0000       882.82397       837.46863 
        50.0000       882.94623       837.62103 
        51.0000       883.06720       837.77344 
        52.0000       883.18640       837.92584 
        53.0000       883.30481       838.07825 
        54.0000       883.42432       838.23065 
        55.0000       883.54559       838.38306 
        56.0000       883.66882       838.53546 
        57.0000       883.79291       838.68787 
        58.0000       883.91663       838.84021 
        59.0000       884.03955       838.99261 
        60.0000       884.16180       839.14502 
        61.0000       884.28387       839.29742 
