   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;4 [   
                4 [A103422]     A103420]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       666.95062       702.51239 
         2.0000       667.10144       702.66479 
         3.0000       667.25354       702.81720 
         4.0000       667.40521       702.96960 
         5.0000       667.55884       703.12201 
         6.0000       667.71368       703.27441 
         7.0000       667.86493       703.42682 
         8.0000       668.00598       703.57922 
         9.0000       668.13287       703.73163 
        10.0000       668.24902       703.88403 
        11.0000       668.36127       704.03638 
        12.0000       668.47363       704.18878 
        13.0000       668.58881       704.34119 
        14.0000       668.71136       704.49359 
        15.0000       668.84485       704.64600 
        16.0000       668.98431       704.79840 
        17.0000       669.12366       704.95081 
        18.0000       669.26282       705.10321 
        19.0000       669.40179       705.25562 
        20.0000       669.54089       705.40802 
        21.0000       669.68005       705.56042 
        22.0000       669.81970       705.71283 
        23.0000       669.95972       705.86523 
        24.0000       670.09979       706.01758 
        25.0000       670.23993       706.16998 
        26.0000       670.37836       706.32239 
        27.0000       670.51117       706.47479 
        28.0000       670.63605       706.62720 
        29.0000       670.75317       706.77960 
        30.0000       670.86658       706.93201 
        31.0000       670.98315       707.08441 
        32.0000       671.10590       707.23682 
        33.0000       671.23456       707.38922 
        34.0000       671.36646       707.54163 
        35.0000       671.49854       707.69403 
        36.0000       671.63043       707.84644 
        37.0000       671.76105       707.99878 
        38.0000       671.88965       708.15118 
        39.0000       672.01593       708.30359 
        40.0000       672.13971       708.45599 
        41.0000       672.26447       708.60840 
        42.0000       672.39282       708.76080 
        43.0000       672.52600       708.91321 
        44.0000       672.66492       709.06561 
        45.0000       672.80902       709.21802 
        46.0000       672.95728       709.37042 
        47.0000       673.10785       709.52283 
        48.0000       673.25720       709.67523 
        49.0000       673.40436       709.82758 
        50.0000       673.54950       709.97998 
        51.0000       673.69458       710.13239 
        52.0000       673.84161       710.28479 
        53.0000       673.99109       710.43719 
        54.0000       674.14282       710.58960 
        55.0000       674.29706       710.74200 
        56.0000       674.45428       710.89441 
        57.0000       674.61389       711.04681 
        58.0000       674.77393       711.19922 
        59.0000       674.93365       711.35162 
        60.0000       675.09229       711.50403 
        61.0000       675.24969       711.65643 
