   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;2 [   
                2 [A98703]      A98701]           
       Unitless              ms               m   
       532.0000      1242.24146      1338.22681 
       533.0000      1242.31860      1338.37915 
       534.0000      1242.39612      1338.53162 
       535.0000      1242.47351      1338.68396 
       536.0000      1242.55103      1338.83643 
       537.0000      1242.62915      1338.98877 
       538.0000      1242.70813      1339.14124 
       539.0000      1242.78796      1339.29358 
       540.0000      1242.86780      1339.44604 
       541.0000      1242.94775      1339.59839 
       542.0000      1243.02722      1339.75085 
       543.0000      1243.10645      1339.90320 
       544.0000      1243.18530      1340.05554 
       545.0000      1243.26404      1340.20801 
       546.0000      1243.34277      1340.36035 
       547.0000      1243.42114      1340.51282 
       548.0000      1243.49927      1340.66516 
       549.0000      1243.57739      1340.81763 
       550.0000      1243.65527      1340.96997 
       551.0000      1243.73352      1341.12244 
       552.0000      1243.81128      1341.27478 
       553.0000      1243.88892      1341.42725 
       554.0000      1243.96619      1341.57959 
       555.0000      1244.04321      1341.73206 
       556.0000      1244.11975      1341.88440 
       557.0000      1244.19604      1342.03674 
       558.0000      1244.27124      1342.18921 
       559.0000      1244.34607      1342.34155 
       560.0000      1244.42078      1342.49402 
       561.0000      1244.49573      1342.64636 
       562.0000      1244.57141      1342.79883 
       563.0000      1244.64819      1342.95117 
       564.0000      1244.72546      1343.10364 
       565.0000      1244.80334      1343.25598 
       566.0000      1244.88159      1343.40845 
       567.0000      1244.96008      1343.56079 
       568.0000      1245.03870      1343.71326 
       569.0000      1245.11682      1343.86560 
       570.0000      1245.19531      1344.01794 
       571.0000      1245.27307      1344.17041 
       572.0000      1245.35107      1344.32275 
       573.0000      1245.42871      1344.47522 
       574.0000      1245.50708      1344.62756 
       575.0000      1245.58545      1344.78003 
       576.0000      1245.66394      1344.93237 
       577.0000      1245.74243      1345.08484 
       578.0000      1245.82117      1345.23718 
       579.0000      1245.89978      1345.38965 
       580.0000      1245.97925      1345.54199 
       581.0000      1246.05896      1345.69446 
       582.0000      1246.13904      1345.84680 
       583.0000      1246.21924      1345.99915 
       584.0000      1246.29980      1346.15161 
       585.0000      1246.38086      1346.30396 
       586.0000      1246.46167      1346.45642 
       587.0000      1246.54260      1346.60876 
       588.0000      1246.62231      1346.76123 
       589.0000      1246.70166      1346.91357 
       590.0000      1246.77991      1347.06604 
       591.0000      1246.85815      1347.21838 
       592.0000      1246.93652      1347.37085 
       593.0000      1247.01550      1347.52319 
       594.0000      1247.09521      1347.67566 
       595.0000      1247.17505      1347.82800 
       596.0000      1247.25537      1347.98035 
       597.0000      1247.33557      1348.13281 
       598.0000      1247.41614      1348.28516 
       599.0000      1247.49658      1348.43762 
       600.0000      1247.57703      1348.58997 
       601.0000      1247.65796      1348.74243 
       602.0000      1247.73962      1348.89478 
       603.0000      1247.82251      1349.04724 
       604.0000      1247.90601      1349.19958 
       605.0000      1247.98950      1349.35205 
       606.0000      1248.07324      1349.50439 
       607.0000      1248.15710      1349.65686 
       608.0000      1248.24182      1349.80920 
       609.0000      1248.32678      1349.96155 
       610.0000      1248.41064      1350.11401 
       611.0000      1248.49231      1350.26636 
       612.0000      1248.57178      1350.41882 
       613.0000      1248.64917      1350.57117 
       614.0000      1248.72437      1350.72363 
       615.0000      1248.79858      1350.87598 
       616.0000      1248.87378      1351.02844 
       617.0000      1248.95251      1351.18079 
       618.0000      1249.03613      1351.33325 
       619.0000      1249.12500      1351.48560 
       620.0000      1249.22034      1351.63806 
       621.0000      1249.32056      1351.79041 
       622.0000      1249.42273      1351.94275 
       623.0000      1249.52698      1352.09521 
       624.0000      1249.63245      1352.24756 
       625.0000      1249.73901      1352.40002 
       626.0000      1249.84595      1352.55237 
       627.0000      1249.95239      1352.70483 
       628.0000      1250.05872      1352.85718 
       629.0000      1250.16565      1353.00964 
       630.0000      1250.27563      1353.16199 
       631.0000      1250.38806      1353.31445 
       632.0000      1250.50110      1353.46680 
       633.0000      1250.61401      1353.61926 
       634.0000      1250.72485      1353.77161 
       635.0000      1250.83337      1353.92395 
       636.0000      1250.93811      1354.07642 
       637.0000      1251.03784      1354.22876 
       638.0000      1251.13367      1354.38123 
       639.0000      1251.22559      1354.53357 
       640.0000      1251.31348      1354.68604 
       641.0000      1251.39941      1354.83838 
       642.0000      1251.48438      1354.99084 
       643.0000      1251.56689      1355.14319 
       644.0000      1251.64709      1355.29565 
       645.0000      1251.72510      1355.44800 
       646.0000      1251.80151      1355.60034 
       647.0000      1251.87732      1355.75281 
