   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A103377]     A103311]          
       Unitless              ms               m   
         0.0000         0.00000         0.00000 
         1.0000       540.08130       660.12500 
         2.0000       540.23346       660.25000 
         3.0000       540.38623       660.37500 
         4.0000       540.53955       660.50000 
         5.0000       540.69299       660.62500 
         6.0000       540.84515       660.75000 
         7.0000       540.99646       660.87500 
         8.0000       541.14636       661.00000 
         9.0000       541.29462       661.12500 
        10.0000       541.44116       661.25000 
        11.0000       541.58655       661.37500 
        12.0000       541.73041       661.50000 
        13.0000       541.87305       661.62500 
        14.0000       542.01520       661.75000 
        15.0000       542.15747       661.87500 
        16.0000       542.30005       662.00000 
        17.0000       542.44293       662.12500 
        18.0000       542.58569       662.25000 
        19.0000       542.72809       662.37500 
        20.0000       542.87006       662.50000 
        21.0000       543.01123       662.62500 
        22.0000       543.15088       662.75000 
        23.0000       543.28894       662.87500 
        24.0000       543.42523       663.00000 
        25.0000       543.55963       663.12500 
        26.0000       543.69275       663.25000 
        27.0000       543.82568       663.37500 
        28.0000       543.95813       663.50000 
        29.0000       544.08942       663.62500 
        30.0000       544.21924       663.75000 
        31.0000       544.34821       663.87500 
        32.0000       544.47656       664.00000 
        33.0000       544.60522       664.12500 
        34.0000       544.73529       664.25000 
        35.0000       544.86694       664.37500 
        36.0000       545.00031       664.50000 
        37.0000       545.13586       664.62500 
        38.0000       545.27258       664.75000 
        39.0000       545.41010       664.87500 
        40.0000       545.54871       665.00000 
        41.0000       545.69037       665.12500 
        42.0000       545.83582       665.25000 
        43.0000       545.98340       665.37500 
        44.0000       546.13263       665.50000 
        45.0000       546.28210       665.62500 
        46.0000       546.42871       665.75000 
        47.0000       546.57111       665.87500 
        48.0000       546.70764       666.00000 
        49.0000       546.83398       666.12500 
        50.0000       546.95197       666.25000 
        51.0000       547.06628       666.37500 
        52.0000       547.17828       666.50000 
        53.0000       547.28827       666.62500 
        54.0000       547.39691       666.75000 
        55.0000       547.50464       666.87500 
        56.0000       547.61163       667.00000 
        57.0000       547.71777       667.12500 
        58.0000       547.82336       667.25000 
        59.0000       547.92938       667.37500 
        60.0000       548.03680       667.50000 
        61.0000       548.14819       667.62500 
